Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R
1036,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1037,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1038,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1039,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1040,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1041,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1042,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1043,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1044,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1045,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
1046,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1047,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1048,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1049,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1050,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1051,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1052,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1053,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1054,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1055,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1056,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1057,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1058,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1059,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1060,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1061,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1062,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1063,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1064,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1065,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1066,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1067,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1068,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
1069,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1070,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
1071,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1072,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1073,Forest,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
1074,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1075,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1076,Forest,Water,Water,NULL,Water,NULL,Water,Water
1077,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1078,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1079,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1080,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1081,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1082,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1083,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1084,Forest,Water,Water,NULL,Water,Water,Water,Water
1085,Forest,Water,Water,NULL,Water,Water,Water,Forest
1086,Forest,Water,Water,NULL,Water,Water,Forest,Water
1087,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1088,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1089,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1090,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1091,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1092,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1093,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1094,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1095,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1096,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1097,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1098,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1099,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
1100,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
1101,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1102,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1103,Forest,Water,Water,Water,Water,NULL,Water,Water
1104,Forest,Water,Water,Water,Water,NULL,Water,Forest
1105,Forest,Water,Water,Water,Water,NULL,Forest,Water
1106,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1107,Forest,Water,Water,Water,Water,Shrubland,Wetland,Grassland
1108,Forest,Water,Water,Water,Water,Water,Wetland,Water
1109,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1110,Forest,Water,Water,Water,Water,Water,Water,Grassland
1111,Forest,Water,Water,Water,Water,Water,Water,Wetland
1112,Forest,Water,Water,Water,Water,Water,Water,Water
1113,Forest,Water,Water,Water,Water,Water,Water,Forest
1114,Forest,Water,Water,Water,Water,Water,Forest,Water
1115,Forest,Water,Water,Water,Water,Water,Forest,Forest
1116,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1117,Forest,Water,Water,Water,Water,Forest,Water,Water
1118,Forest,Water,Water,Water,Water,Forest,Water,Forest
1119,Forest,Water,Water,Water,Water,Forest,Forest,Water
1120,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1121,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1122,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1123,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1124,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1125,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1126,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1127,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1128,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1129,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1130,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1131,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1132,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1133,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1134,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1135,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1136,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1137,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1138,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
1139,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1140,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1141,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
1142,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1143,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1144,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1145,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1146,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1147,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1148,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1149,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1150,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1151,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1152,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1153,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1154,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1155,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1156,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1157,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1158,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1159,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1160,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1161,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1162,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1163,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1164,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1165,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1166,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1167,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1168,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1169,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1170,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1171,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1172,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1173,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1174,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1175,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1176,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
1177,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1178,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1179,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
1180,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1181,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1182,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1183,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1184,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1185,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1186,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1187,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1188,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1189,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1190,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
1191,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1192,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1193,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1194,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1195,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1196,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1197,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1198,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1199,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1200,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1201,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1202,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1203,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1204,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1205,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1206,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1207,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1208,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1209,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1210,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1211,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1212,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1213,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1214,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1215,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1216,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1217,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1218,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1219,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1220,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1221,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1222,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1223,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1224,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1225,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1226,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1227,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1228,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
1229,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1230,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1231,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1232,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1233,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1234,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1235,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1236,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1237,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1238,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1239,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1240,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1241,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
1242,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1243,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1244,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1245,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1246,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
1247,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1248,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1249,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
1250,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1252,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1253,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1254,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1255,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1256,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1257,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1258,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1259,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1260,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1261,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1262,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1263,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1264,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1265,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1266,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1267,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1268,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1269,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1270,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1271,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1272,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1273,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1274,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1275,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1276,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1277,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1278,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1279,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1280,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1281,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1282,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1283,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1284,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1285,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1286,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1287,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1288,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1289,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1290,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1291,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1292,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1293,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1294,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1295,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1296,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1297,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1298,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1299,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1300,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1301,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1302,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1303,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1304,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1305,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1306,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1307,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1308,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1309,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1310,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1311,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1312,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1313,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1314,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1315,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1316,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1317,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1318,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1319,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1320,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1321,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1322,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1323,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1324,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1325,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1326,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1327,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1328,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1329,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1330,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1331,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1332,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1333,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1334,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1335,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1336,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1337,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1338,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1339,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1340,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1341,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1342,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1343,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1344,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1345,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1346,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1347,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Water
1348,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1349,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
1350,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1351,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1352,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Water
1353,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1354,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1355,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1356,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1357,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1358,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1359,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1360,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1361,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1362,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1363,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1364,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1365,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1366,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1367,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1368,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1369,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1370,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1371,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1372,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1373,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1374,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1375,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1376,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1377,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1378,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1379,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1380,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1381,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1382,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1383,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1384,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1385,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1386,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1387,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1388,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1389,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
