Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
