Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R
331,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
332,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
333,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
334,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
335,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
336,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
337,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
338,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
339,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
340,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
341,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
342,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
343,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
344,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
345,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
346,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
347,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
348,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
349,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
350,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
351,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
352,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
353,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
354,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
355,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
356,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
357,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
358,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
359,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
360,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
361,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
362,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
363,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
364,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
365,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
366,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
367,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
368,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
369,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
370,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
371,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
372,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
373,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
374,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
375,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
376,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
377,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
378,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Grassland
379,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
380,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Grassland
381,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Grassland
382,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
383,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
384,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
385,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
387,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
388,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
389,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
391,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
392,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
393,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
394,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
395,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
396,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
397,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
398,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
399,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
400,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
401,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
402,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
403,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
404,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
405,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
406,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
407,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
408,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
409,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
410,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
411,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
412,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
413,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
414,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
415,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
416,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
417,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
418,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
419,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
420,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
421,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
422,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
423,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
424,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
425,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
426,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
427,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
428,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
431,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
432,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
433,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
434,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
435,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
436,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
437,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
438,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
439,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
440,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
441,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
442,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
443,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
444,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
445,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
446,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
447,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
448,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
449,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
451,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
452,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
453,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
454,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
455,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
456,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
457,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
458,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
459,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
463,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
464,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
465,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
466,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
467,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
468,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
469,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
471,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
472,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
473,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
474,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
475,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
476,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
477,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
478,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
479,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
480,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
481,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
482,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
483,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
484,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
485,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
486,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
487,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
488,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
489,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
490,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
491,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
492,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
493,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
494,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
495,NULL,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
496,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
497,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
498,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
499,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
500,NULL,NULL,Water,Water,Water,Water,Wetland,Water
501,NULL,NULL,Water,Water,Water,Water,Water,Grassland
502,NULL,NULL,Water,Water,Water,Water,Water,Wetland
503,NULL,NULL,Water,Water,Water,Water,Water,Water
504,NULL,NULL,Water,Water,Water,Water,Water,Forest
505,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
506,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
507,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
509,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
510,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
511,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
513,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
514,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
515,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
517,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
518,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
520,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
522,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
524,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
525,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
526,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
528,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
529,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
530,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
531,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
533,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
534,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
535,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
536,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
537,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
538,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
539,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
540,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
541,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
542,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
543,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
544,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
547,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
548,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
549,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
550,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
551,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
552,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
553,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
554,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
555,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
557,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
558,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
559,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
560,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
561,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
562,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
563,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
564,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
565,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
566,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
567,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
568,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
569,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
570,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
571,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
572,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
573,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
574,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
575,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
576,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
577,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
578,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
579,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
580,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
582,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
583,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
584,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
585,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
586,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
587,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
588,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
589,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
590,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
591,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
592,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
593,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
594,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
595,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
596,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
598,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
599,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
600,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
601,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
603,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
604,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
605,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
607,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
609,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
610,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
611,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
612,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
613,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
614,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
615,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
616,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
618,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
620,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
621,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
622,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
623,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
624,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
626,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
627,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
628,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
629,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
630,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
631,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
632,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
633,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
634,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
635,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
636,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
637,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
638,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
639,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
640,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
641,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
642,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
643,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
644,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
645,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
646,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
647,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
648,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
649,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
650,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
651,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
652,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
653,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
654,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
655,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
656,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
657,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
658,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
659,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
660,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
661,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
662,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
663,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
664,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
665,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
666,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
667,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
668,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
669,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
670,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
671,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
672,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
