Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R
330,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
331,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
332,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Water
335,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
337,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
338,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
339,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
340,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
341,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
343,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
345,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
347,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
348,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
349,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
350,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,NULL
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
