Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Cropland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Cropland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Cropland
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Cropland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
372,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
374,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
375,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
376,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
377,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
378,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
379,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
380,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
381,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
382,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
383,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
384,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
386,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
387,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
388,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
389,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
390,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
391,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
392,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
393,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
394,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
395,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
396,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
397,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
398,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
400,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
401,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
402,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
403,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
404,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
405,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
406,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
407,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
408,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
409,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
410,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
411,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
412,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,NULL
413,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
414,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
415,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
416,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
417,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
418,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
419,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
420,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
421,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
422,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
423,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
424,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Wetland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Cropland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
