Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R
341,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
342,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
343,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
344,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
346,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
347,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
348,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
349,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
350,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
351,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
352,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
353,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
354,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
355,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
356,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
357,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
359,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
360,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
361,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
362,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
363,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
364,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
365,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
366,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
367,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
368,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
369,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
370,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
371,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
372,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
373,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
374,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
375,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
376,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
377,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
378,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
380,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
381,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
383,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
384,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
386,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
387,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
389,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
391,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
392,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
393,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
394,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
395,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
396,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Water
397,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
398,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
399,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
400,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
401,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
402,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
403,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
404,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
405,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
407,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
408,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
409,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
410,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
411,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
412,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
413,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
414,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
415,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
416,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
417,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
418,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
419,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
421,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
423,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
424,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
426,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
427,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
428,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
429,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
430,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
431,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
432,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
433,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
434,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
435,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
436,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
437,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
438,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
439,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
440,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
441,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
442,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
443,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
444,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
445,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
446,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
447,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
449,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
450,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
451,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
452,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
453,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
454,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
455,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
456,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
457,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
458,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
459,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
460,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
461,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
462,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
463,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
464,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
465,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
466,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
467,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
468,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
469,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
470,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
471,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
473,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
474,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
475,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
476,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
477,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
478,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
479,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
480,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
481,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
482,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Built-up
483,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
484,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
485,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
486,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
487,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
488,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
489,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
490,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
491,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
492,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
493,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
494,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
495,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
496,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
497,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
498,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
499,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
500,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
501,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
502,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
503,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
504,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
505,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
506,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
507,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
508,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
510,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
511,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
512,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
513,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
514,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
515,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
516,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
517,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
518,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
519,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
520,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
521,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
522,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
523,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
524,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
526,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
527,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
528,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
529,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
530,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
531,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
532,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
533,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
534,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
535,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
536,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
537,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
539,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
540,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
541,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
542,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
543,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
544,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
545,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
547,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
548,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
549,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
550,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
551,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
552,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
553,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
554,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
555,NULL,Water,Water,Water,Water,NULL,NULL,Water
556,NULL,Water,Water,Water,Water,NULL,NULL,Forest
557,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
558,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
559,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
560,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
561,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
562,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
564,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
565,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
566,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
567,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
568,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
569,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
570,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
571,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
572,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
573,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
574,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
575,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
576,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
577,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
578,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
579,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
581,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
582,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
583,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
584,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
585,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
586,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
587,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
588,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
590,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
591,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
592,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
593,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
594,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
595,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
596,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
598,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
599,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
600,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
601,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
602,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
603,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
604,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
605,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
606,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
607,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
608,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
609,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
610,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
611,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
612,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
613,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
614,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
615,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
617,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
618,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
619,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
620,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
621,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
623,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
624,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
625,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
626,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
627,NULL,Forest,Water,Water,Water,NULL,NULL,Water
628,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
629,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
630,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
631,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
632,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
633,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
634,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
635,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
637,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
638,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
639,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
640,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
641,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
642,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
643,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
644,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
645,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
646,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
647,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
648,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
649,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
650,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
651,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
653,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
654,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
655,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
656,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
657,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
658,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
659,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
660,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
661,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
662,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
663,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
664,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
666,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
667,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
668,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
669,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
670,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
671,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
672,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
674,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
675,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
676,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
677,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
678,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
679,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
680,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
681,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
682,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
683,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
684,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
685,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
686,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
