Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NBE_M_R
1055,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1056,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1057,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1058,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1059,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1060,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1061,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1063,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1064,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1065,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1066,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1068,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1069,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1070,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
1071,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1072,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1073,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1075,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1076,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1077,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1079,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1080,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1082,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1083,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1084,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1085,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1086,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1087,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1088,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1089,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1090,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1091,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1093,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1094,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1095,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1096,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1097,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1098,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1099,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1100,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1101,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1102,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1103,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1104,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1105,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1106,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1107,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1108,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1109,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1110,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1112,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1113,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1114,Forest,Water,Water,NULL,Water,NULL,NULL,NULL
1115,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1116,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1117,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1118,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1119,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1120,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1121,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1122,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1123,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1124,Forest,Water,Water,Water,Water,NULL,NULL,Water
1125,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1126,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1128,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1129,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1130,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1131,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1132,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1133,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1134,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1135,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1136,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1138,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1140,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1141,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1142,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1143,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1144,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1146,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1147,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1148,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1149,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1150,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1151,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1152,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1153,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1154,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1155,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1156,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1157,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1158,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1159,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1160,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1161,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1162,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1163,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1164,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1165,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1166,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1167,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1168,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1169,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1170,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1171,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1172,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1173,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1174,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1175,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1176,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1177,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1178,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1179,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1180,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1181,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1182,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1183,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1184,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1185,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1187,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1188,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1189,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1190,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1191,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1192,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1193,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1194,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1195,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1196,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1197,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1198,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1199,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1200,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1201,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1202,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1203,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1204,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1206,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1207,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1208,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1209,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1210,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1211,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1212,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1213,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1214,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1215,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
