Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGU_M_R
2341,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2342,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2343,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2344,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2345,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2346,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2347,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2348,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2349,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2350,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2351,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2352,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2353,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2354,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
2355,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2356,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2357,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2358,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2359,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2360,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2361,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2362,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2363,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2364,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
2365,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2366,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2367,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2368,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2369,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2370,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2371,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2372,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2373,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2374,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2375,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2376,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2377,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2378,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2379,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2380,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2381,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2382,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2383,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2384,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2385,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2386,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2387,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2388,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2389,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2390,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2391,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2392,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
2393,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2394,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2395,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2396,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2397,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2398,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2399,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2400,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2401,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2402,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2403,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
2404,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2405,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2406,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2407,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2408,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2409,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2410,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
2411,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2412,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2413,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2414,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2415,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2416,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2417,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2418,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2419,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2420,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2421,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2422,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
2423,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2424,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
2425,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2426,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2427,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2428,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2429,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2430,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
2431,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2432,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2433,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2434,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2435,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2436,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2437,Forest,Water,Water,NULL,Water,NULL,Water,Water
2438,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2439,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2440,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
2441,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2442,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2443,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2444,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2445,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2446,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2447,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2448,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2449,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2450,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2451,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2452,Forest,Water,Water,NULL,Water,Water,Water,Wetland
2453,Forest,Water,Water,NULL,Water,Water,Water,Water
2454,Forest,Water,Water,NULL,Water,Water,Water,Forest
2455,Forest,Water,Water,NULL,Water,Water,Forest,Water
2456,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2457,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2458,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2459,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2460,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2461,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2462,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2463,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2464,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2465,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2466,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2467,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2468,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2469,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2470,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
2471,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2472,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2473,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2474,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2475,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2476,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2477,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2478,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2479,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
2480,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2481,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2482,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2483,Forest,Water,Water,Water,Water,NULL,Water,Wetland
2484,Forest,Water,Water,Water,Water,NULL,Water,Water
2485,Forest,Water,Water,Water,Water,NULL,Water,Forest
2486,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2487,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
2488,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2489,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2490,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2491,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2492,Forest,Water,Water,Water,Water,Wetland,Water,Bareland
2493,Forest,Water,Water,Water,Water,Wetland,Water,Water
2494,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2495,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2496,Forest,Water,Water,Water,Water,Bareland,Water,Water
2497,Forest,Water,Water,Water,Water,Bareland,Water,Forest
2498,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2499,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2500,Forest,Water,Water,Water,Water,Water,Wetland,Water
2501,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2502,Forest,Water,Water,Water,Water,Water,Water,Grassland
2503,Forest,Water,Water,Water,Water,Water,Water,Wetland
2504,Forest,Water,Water,Water,Water,Water,Water,Bareland
2505,Forest,Water,Water,Water,Water,Water,Water,Water
2506,Forest,Water,Water,Water,Water,Water,Water,Forest
2507,Forest,Water,Water,Water,Water,Water,Forest,Forest
2508,Forest,Water,Water,Water,Water,Forest,Wetland,Grassland
2509,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2510,Forest,Water,Water,Water,Water,Forest,Water,Forest
2511,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2512,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2513,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2514,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2515,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2516,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2517,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2518,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2519,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2520,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2521,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2522,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2523,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2524,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2525,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2526,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2527,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2528,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2529,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2530,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2531,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2532,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2533,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2534,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2535,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2536,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2537,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2538,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2539,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2540,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2541,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2542,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2543,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2544,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2545,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2546,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2547,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2548,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2549,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2550,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2551,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2552,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2553,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2554,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2555,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2556,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2557,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2558,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2559,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2560,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2561,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2562,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2563,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2564,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2565,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2566,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2567,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2568,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2569,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2570,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2571,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2572,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2573,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2574,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2575,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2576,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2577,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2578,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2579,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2580,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2581,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2582,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2583,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2584,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2585,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2586,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2587,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2588,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2589,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2590,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2591,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2592,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2593,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2594,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2595,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2596,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2597,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2598,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2599,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2600,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2601,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2602,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2603,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2604,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2605,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2606,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2607,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2608,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2609,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2610,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2611,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2612,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2613,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2614,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2615,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2616,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2617,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2618,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2619,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2620,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2621,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
2622,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2623,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2624,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2625,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2626,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2627,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2628,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2629,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2630,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2631,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
2632,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2633,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2634,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2635,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2636,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2637,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2638,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2639,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2640,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2641,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2642,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2643,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2644,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2645,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2646,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2647,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2648,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2649,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2650,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2651,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2652,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2653,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2654,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2655,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2656,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2657,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2658,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2659,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2660,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2661,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2662,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2663,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2664,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2665,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
2666,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2667,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2668,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2669,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2670,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2671,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2672,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2673,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2674,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2675,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2676,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
2677,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2678,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2679,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2680,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2681,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2682,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2683,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2684,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2685,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2686,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2687,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2688,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2689,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2690,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2691,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2692,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2693,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2694,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2695,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2696,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2697,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2698,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2699,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2700,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
