Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R
1360,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1361,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1362,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1363,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1364,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1365,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1366,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1368,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1370,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1371,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1372,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1373,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1374,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1376,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1377,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1378,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1380,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1381,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1382,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1383,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1384,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1385,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1386,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1387,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1388,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1389,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1390,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1391,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1392,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1393,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1394,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1395,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1396,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1397,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1398,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1399,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1400,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1401,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1402,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1403,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1405,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1406,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1407,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1408,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1409,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1410,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1411,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1412,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1413,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1414,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1415,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1416,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1417,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1418,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1419,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1420,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1421,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1422,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1423,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1424,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1425,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1426,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1427,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1428,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1429,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1430,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1431,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1432,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1433,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1434,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1435,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1436,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1437,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1438,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1439,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1440,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1441,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1442,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1443,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1444,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1445,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1446,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1447,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1448,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1449,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1450,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1451,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1452,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1453,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1454,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1455,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1456,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1457,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1458,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1459,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1460,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1461,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1462,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1463,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1464,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1465,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1466,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1467,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1468,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1469,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1470,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1471,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1472,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1473,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1474,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1475,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1476,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1477,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1478,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1479,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1480,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1481,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1482,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1483,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1484,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1485,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1486,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1487,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1488,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1489,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1490,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1491,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1492,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1493,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1494,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1495,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1496,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1497,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1498,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1499,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1500,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1501,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1502,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1503,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1504,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1505,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1506,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1507,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1508,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1509,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1510,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1511,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1512,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1513,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1514,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1515,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1516,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1517,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1518,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1519,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1520,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1521,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1522,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1523,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1524,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1525,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1526,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1527,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1528,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1529,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1531,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1532,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1533,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1534,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1535,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1536,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1537,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1538,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1539,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1540,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1541,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1542,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1543,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1544,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1545,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1546,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1547,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1548,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1549,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1550,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1551,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1552,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1553,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1554,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1555,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1556,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1557,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1558,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1559,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1560,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1561,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1562,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1563,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1564,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1565,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1566,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1567,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1568,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1569,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1570,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1571,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1572,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1573,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1574,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1575,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1576,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1577,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1578,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1579,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1580,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1581,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1582,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1583,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1584,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1585,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1586,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1587,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1588,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1589,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1590,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1591,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1592,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1593,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1594,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1595,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1596,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1597,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1598,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1599,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1600,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1601,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1602,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1603,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1604,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1605,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1606,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1607,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1608,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1609,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1610,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1611,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1612,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1613,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1614,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1615,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1616,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1617,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1618,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1619,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
1620,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1621,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
1622,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1623,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1624,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1625,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1626,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1627,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1628,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1629,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1630,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1631,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1632,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1633,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1634,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1635,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1636,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1637,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1638,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1639,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1640,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1641,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1642,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1643,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1644,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1645,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1646,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1647,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1648,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1649,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1650,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1651,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1652,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1653,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1654,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1655,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1656,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1657,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1658,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1659,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1660,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1661,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1662,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1664,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1665,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1666,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1667,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1668,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1669,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1670,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1671,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1672,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1673,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1674,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1675,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1676,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1677,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1678,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1679,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1680,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1681,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1682,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1683,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1684,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1685,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1686,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1687,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1688,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1689,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1690,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1691,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1692,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
