Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R
2594,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2595,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2596,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2597,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2598,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2599,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2600,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2601,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2602,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2603,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2604,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2605,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2606,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2607,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2608,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2609,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2610,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2611,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2612,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2613,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2614,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2615,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2616,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2617,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2618,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2619,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2620,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2621,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2622,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
2623,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2624,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
2625,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2626,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2627,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2628,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2629,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2630,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2631,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2632,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2633,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2634,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2635,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2636,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2637,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2638,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2639,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2640,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2641,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2642,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2643,Permanent_ice_and_snow,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2644,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2645,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2646,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2647,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Forest
2648,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2649,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2650,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2651,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2652,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2653,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2654,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2655,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2656,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2657,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2658,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2659,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2660,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2661,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2662,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2663,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2664,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2665,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2666,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2667,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2668,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
2669,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2670,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2671,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2672,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2673,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2674,Permanent_ice_and_snow,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2675,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2676,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2677,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2678,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2679,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2680,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2681,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2682,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2683,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2684,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2685,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2686,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2687,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2688,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Water
2689,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2690,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2691,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2692,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2693,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2694,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2695,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2696,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2697,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2698,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2699,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2700,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2701,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2702,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2703,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2704,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2705,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2706,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2707,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2708,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
2709,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Wetland
2710,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2711,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
2712,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2713,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2714,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
2715,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
2716,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
2717,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
2718,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
2719,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2720,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
2721,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2722,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2723,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2724,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2725,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2726,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2727,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2728,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2729,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2730,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2731,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2732,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2733,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2734,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2735,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2736,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2737,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2738,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2739,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2740,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2741,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2742,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2743,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2744,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2745,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2746,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2747,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
2748,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
2749,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
2750,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2751,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2752,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2753,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2754,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2755,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2756,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2757,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2758,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2759,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2760,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2761,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2762,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2763,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2764,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2765,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2766,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2767,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2768,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2769,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2770,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2771,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2772,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2773,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2774,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2775,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2776,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2777,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2778,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2779,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2780,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2781,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2782,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2783,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2784,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2785,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2786,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2787,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2788,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2789,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2790,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2791,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2792,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2793,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2794,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2795,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2796,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2797,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2798,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2799,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2800,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2801,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2802,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2803,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2804,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2805,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2806,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2807,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2808,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2809,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2810,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2811,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2812,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2813,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2814,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2815,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2816,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2817,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2818,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2819,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2820,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2821,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2822,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2823,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2824,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2825,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2826,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2827,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2828,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2829,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2830,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2831,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2832,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2833,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2834,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2835,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2836,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2837,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2838,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2839,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2840,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2841,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2842,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2843,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2844,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2845,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2846,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2847,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2848,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2849,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2850,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2851,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2852,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2853,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2854,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2855,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2856,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2857,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2858,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2859,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2860,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2861,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2862,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2863,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2864,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2865,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2866,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2867,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2868,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2869,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2870,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2871,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2872,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2873,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2874,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2875,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2876,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2877,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2878,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2879,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2880,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2881,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2882,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2883,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2884,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2885,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2886,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2887,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2888,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2889,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2890,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2891,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2892,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2893,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2894,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2895,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2896,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2897,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2898,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2899,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2900,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2901,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
2902,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2903,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2904,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
