Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUF_M_R
1399,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1400,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1401,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1402,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1403,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1404,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1405,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1406,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1407,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1408,Water,Water,Water,Water,Water,NULL,NULL,Water
1409,Water,Water,Water,Water,Water,NULL,NULL,Forest
1410,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1411,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1412,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1413,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1414,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1415,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1416,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1417,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1418,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1419,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1420,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1421,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1422,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1423,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1424,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1425,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1426,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1427,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1428,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1429,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1430,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1431,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1432,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1433,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1434,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1435,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1436,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1437,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1438,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1439,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1440,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1441,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1442,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1443,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1444,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1445,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1446,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1447,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1448,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1449,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1450,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1451,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1452,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1453,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1454,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1455,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1456,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1457,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1458,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1459,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1460,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1461,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1462,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1463,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1464,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1465,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1466,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1467,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1468,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1469,Water,Forest,Water,Water,Water,NULL,NULL,Water
1470,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1471,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1472,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1473,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1474,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1475,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1476,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1477,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1478,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1479,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1480,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1481,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1482,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1483,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1484,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1485,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1486,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1487,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1488,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1489,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1490,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1491,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1492,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1494,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1495,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1496,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1497,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1498,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1499,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1500,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1502,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1503,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1504,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1505,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
1506,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1507,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1508,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1509,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1510,Permanent_ice_and_snow,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1511,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1512,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1513,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1514,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1515,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1516,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1517,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1518,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1519,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1520,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1521,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1522,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1523,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1524,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1525,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1526,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1527,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1528,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1529,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1530,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
1531,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
1532,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1533,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
1534,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1535,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1536,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1537,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1538,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1539,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1540,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1541,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1542,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1543,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1544,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1545,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1546,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1547,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
1548,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1549,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1550,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1551,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1552,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1553,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1554,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1555,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1556,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1557,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1558,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1559,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1560,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1561,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1562,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1563,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1564,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1565,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1566,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1567,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1568,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1571,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1572,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1573,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1574,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1575,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1576,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1577,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1578,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1580,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1581,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1582,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1583,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1584,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1585,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1586,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1587,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1588,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1589,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1590,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1591,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1592,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1593,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1594,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1595,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1596,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1597,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1598,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1599,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1600,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1601,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1602,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1603,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1604,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1605,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1606,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1607,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1608,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1609,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1610,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1611,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1612,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1613,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1614,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1615,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1616,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1617,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1618,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1619,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1620,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1621,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1622,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1623,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1624,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1625,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1626,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1627,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1628,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1629,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1630,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1631,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1632,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1633,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1635,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1636,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1637,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1638,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1639,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1640,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1641,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1642,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1643,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1644,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1645,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1646,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1647,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1648,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1649,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1650,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1651,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1653,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1654,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1655,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1656,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1657,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1658,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1659,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1660,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1661,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1662,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1664,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1665,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1666,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1667,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1668,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1669,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1670,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1671,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1672,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1674,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1675,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1676,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1677,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1678,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1679,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1680,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1681,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1682,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1683,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1684,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1685,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1686,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1687,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1688,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1689,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1690,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1691,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1692,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1693,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1694,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1696,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1698,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1699,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1700,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1701,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1702,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1703,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1704,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1705,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1706,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1707,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1708,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1709,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1710,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1711,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1712,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1713,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1714,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1715,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1716,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1717,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1718,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1719,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1720,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1721,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1722,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1723,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1724,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1725,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1726,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1727,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1728,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1729,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1731,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1732,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1733,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
