Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R
322,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
323,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
324,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
325,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
326,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
327,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
328,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
329,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
330,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
331,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
332,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
335,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
338,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
342,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
346,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
350,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
353,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
377,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
381,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
390,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
393,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
394,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
399,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
406,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
411,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
412,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
415,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
418,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
419,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
420,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
422,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
423,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
426,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
431,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
437,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
441,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
444,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
453,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
455,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
456,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
457,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
458,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
460,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
461,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
462,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
463,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
464,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
465,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
466,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
467,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
468,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
469,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
470,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
471,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
473,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
474,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
475,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
476,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
477,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
583,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
584,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
585,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Bareland
586,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
587,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
588,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
589,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
590,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
591,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
592,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
593,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
594,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
595,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
596,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
597,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
598,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
599,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
600,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
601,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
602,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
603,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
604,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
605,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
606,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
607,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
608,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
609,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
610,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
611,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
612,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
613,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
614,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
615,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
616,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
617,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
618,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
619,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
620,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
621,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
622,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
623,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
624,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
625,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
626,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
627,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
628,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
629,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
630,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
631,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
632,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
633,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
634,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
635,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
636,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
637,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
638,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
639,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
640,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
641,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
642,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
643,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
644,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
645,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
646,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
647,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
648,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
649,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
650,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
651,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
652,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
653,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
654,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
655,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
656,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
657,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Forest
