Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQT_M_R
1280,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1281,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1282,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1283,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1284,Water,NULL,Cropland,NULL,Non_Wetland,Water
1285,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1286,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1287,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1288,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1289,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1290,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1291,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1292,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1293,Water,NULL,Cropland,Water,Non_Wetland,Water
1294,Water,NULL,Cropland,Water,Non_Wetland,Forest
1295,Water,NULL,Wetland,NULL,Wetland,NULL
1296,Water,NULL,Wetland,NULL,Wetland,Grassland
1297,Water,NULL,Wetland,NULL,Wetland,Bareland
1298,Water,NULL,Wetland,NULL,Wetland,Water
1299,Water,NULL,Wetland,NULL,Wetland,Forest
1300,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1301,Water,NULL,Wetland,Non_Water,Wetland,Water
1302,Water,NULL,Wetland,Non_Water,Wetland,Forest
1303,Water,NULL,Wetland,Water,Wetland,Grassland
1304,Water,NULL,Wetland,Water,Wetland,Bareland
1305,Water,NULL,Wetland,Water,Wetland,Water
1306,Water,NULL,Wetland,Water,Wetland,Forest
1307,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1308,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1309,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1310,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1311,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1312,Water,NULL,Bareland,NULL,Non_Wetland,Water
1313,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1314,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1315,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1316,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1317,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1318,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1319,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1320,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1321,Water,NULL,Water,NULL,Water,NULL
1322,Water,NULL,Water,NULL,Water,Grassland
1323,Water,NULL,Water,NULL,Water,Cropland
1324,Water,NULL,Water,NULL,Water,Wetland
1325,Water,NULL,Water,NULL,Water,Bareland
1326,Water,NULL,Water,NULL,Water,Water
1327,Water,NULL,Water,NULL,Water,Permanent_ice_and_snow
1328,Water,NULL,Water,NULL,Water,Forest
1329,Water,NULL,Water,Non_Water,Water,Bareland
1330,Water,NULL,Water,Non_Water,Water,Water
1331,Water,NULL,Water,Non_Water,Water,Forest
1332,Water,NULL,Water,Water,Water,Grassland
1333,Water,NULL,Water,Water,Water,Bareland
1334,Water,NULL,Water,Water,Water,Water
1335,Water,NULL,Water,Water,Water,Forest
1336,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
1337,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1338,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
1339,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1340,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1341,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1342,Water,NULL,Forest,NULL,Non_Wetland,NULL
1343,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1344,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1345,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1346,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1347,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1348,Water,NULL,Forest,NULL,Non_Wetland,Water
1349,Water,NULL,Forest,NULL,Non_Wetland,Forest
1350,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1351,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1352,Water,NULL,Forest,Water,Non_Wetland,Grassland
1353,Water,NULL,Forest,Water,Non_Wetland,Bareland
1354,Water,NULL,Forest,Water,Non_Wetland,Water
1355,Water,NULL,Forest,Water,Non_Wetland,Forest
1356,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1357,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1358,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1359,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1360,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1361,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1362,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1363,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1364,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1365,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1366,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1367,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1368,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1369,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1370,Water,Cropland,Wetland,Water,Wetland,Grassland
1371,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1372,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1373,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1374,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1375,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1376,Water,Cropland,Water,NULL,Water,Grassland
1377,Water,Cropland,Water,NULL,Water,Cropland
1378,Water,Cropland,Water,NULL,Water,Bareland
1379,Water,Cropland,Water,NULL,Water,Forest
1380,Water,Cropland,Water,Non_Water,Water,Grassland
1381,Water,Cropland,Water,Water,Water,Cropland
1382,Water,Cropland,Water,Water,Water,Bareland
1383,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1384,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1385,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1386,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1387,Water,Cropland,Forest,Water,Non_Wetland,Water
1388,Water,Cropland,Forest,Water,Non_Wetland,Forest
1389,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1390,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1391,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1392,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1393,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1394,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1395,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1396,Water,Wetland,Water,NULL,Water,Forest
1397,Water,Wetland,Water,Water,Water,Grassland
1398,Water,Wetland,Water,Water,Water,Water
1399,Water,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1400,Water,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1401,Water,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1402,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1403,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1404,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1405,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1406,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1407,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1408,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1409,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1410,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1411,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1412,Water,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1413,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1414,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1415,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1416,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1417,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1418,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1419,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1420,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1421,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1422,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1423,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1424,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1425,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1426,Water,Bareland,Grassland,Water,Non_Wetland,Water
1427,Water,Bareland,Grassland,Water,Non_Wetland,Forest
1428,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1429,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1430,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1431,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1432,Water,Bareland,Cropland,NULL,Non_Wetland,Built-up
1433,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1434,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1435,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1436,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1437,Water,Bareland,Cropland,Water,Non_Wetland,Water
1438,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1439,Water,Bareland,Wetland,NULL,Wetland,Grassland
1440,Water,Bareland,Wetland,NULL,Wetland,Bareland
1441,Water,Bareland,Wetland,NULL,Wetland,Water
1442,Water,Bareland,Wetland,NULL,Wetland,Forest
1443,Water,Bareland,Wetland,Non_Water,Wetland,Water
1444,Water,Bareland,Wetland,Water,Wetland,Grassland
1445,Water,Bareland,Wetland,Water,Wetland,Bareland
1446,Water,Bareland,Wetland,Water,Wetland,Water
1447,Water,Bareland,Wetland,Water,Wetland,Forest
1448,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1449,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1450,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1451,Water,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1452,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1453,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1454,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1455,Water,Bareland,Bareland,Water,Non_Wetland,Water
1456,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1457,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1458,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1459,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1460,Water,Bareland,Water,NULL,NULL,Bareland
1461,Water,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
1462,Water,Bareland,Water,NULL,Water,NULL
1463,Water,Bareland,Water,NULL,Water,Grassland
1464,Water,Bareland,Water,NULL,Water,Cropland
1465,Water,Bareland,Water,NULL,Water,Bareland
1466,Water,Bareland,Water,NULL,Water,Water
1467,Water,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1468,Water,Bareland,Water,NULL,Water,Forest
1469,Water,Bareland,Water,Non_Water,Water,Grassland
1470,Water,Bareland,Water,Non_Water,Water,Water
1471,Water,Bareland,Water,Non_Water,Water,Forest
1472,Water,Bareland,Water,Water,Water,Grassland
1473,Water,Bareland,Water,Water,Water,Bareland
1474,Water,Bareland,Water,Water,Water,Water
1475,Water,Bareland,Water,Water,Water,Forest
1476,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
1477,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1478,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
1479,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1480,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1481,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1482,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1483,Water,Bareland,Forest,NULL,Non_Wetland,NULL
1484,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1485,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1486,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1487,Water,Bareland,Forest,NULL,Non_Wetland,Water
1488,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1489,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1490,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1491,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1492,Water,Bareland,Forest,Water,Non_Wetland,Water
1493,Water,Bareland,Forest,Water,Non_Wetland,Forest
1494,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1495,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1496,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1497,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1498,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1499,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1500,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1501,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1502,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1503,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1504,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1505,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1506,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1507,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1508,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
1509,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1510,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1511,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1512,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1513,Water,Built-up,Cropland,Water,Non_Wetland,Water
1514,Water,Built-up,Wetland,NULL,Wetland,Bareland
1515,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1516,Water,Built-up,Wetland,Non_Water,Wetland,Water
1517,Water,Built-up,Wetland,Water,Wetland,Grassland
1518,Water,Built-up,Wetland,Water,Wetland,Water
1519,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1520,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1521,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1522,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1523,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1524,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1525,Water,Built-up,Bareland,Water,Non_Wetland,Water
1526,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1527,Water,Built-up,Water,NULL,Water,Grassland
1528,Water,Built-up,Water,NULL,Water,Cropland
1529,Water,Built-up,Water,NULL,Water,Bareland
1530,Water,Built-up,Water,NULL,Water,Built-up
1531,Water,Built-up,Water,NULL,Water,Water
1532,Water,Built-up,Water,NULL,Water,Forest
1533,Water,Built-up,Water,Non_Water,Water,Grassland
1534,Water,Built-up,Water,Non_Water,Water,Bareland
1535,Water,Built-up,Water,Non_Water,Water,Water
1536,Water,Built-up,Water,Non_Water,Water,Forest
1537,Water,Built-up,Water,Water,Water,Water
1538,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1539,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1540,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1541,Water,Built-up,Forest,NULL,Non_Wetland,Water
1542,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1543,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1544,Water,Built-up,Forest,Water,Non_Wetland,Forest
1545,Water,Water,NULL,NULL,Non_Wetland,Bareland
1546,Water,Water,NULL,NULL,Non_Wetland,Water
1547,Water,Water,NULL,NULL,Non_Wetland,Forest
1548,Water,Water,NULL,Water,Non_Wetland,Forest
1549,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1550,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1551,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1552,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1553,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1554,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1555,Water,Water,Shrubland,NULL,Non_Wetland,Water
1556,Water,Water,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1557,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1558,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1559,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1560,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1561,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1562,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1563,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1564,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1565,Water,Water,Shrubland,Water,Non_Wetland,NULL
1566,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1567,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1568,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1569,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1570,Water,Water,Shrubland,Water,Non_Wetland,Water
1571,Water,Water,Shrubland,Water,Non_Wetland,Forest
1572,Water,Water,Grassland,NULL,Non_Wetland,NULL
1573,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1574,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1575,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1576,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1577,Water,Water,Grassland,NULL,Non_Wetland,Water
1578,Water,Water,Grassland,NULL,Non_Wetland,Forest
1579,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1580,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1581,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1582,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1583,Water,Water,Grassland,Water,Non_Wetland,Grassland
1584,Water,Water,Grassland,Water,Non_Wetland,Bareland
1585,Water,Water,Grassland,Water,Non_Wetland,Water
1586,Water,Water,Grassland,Water,Non_Wetland,Forest
1587,Water,Water,Cropland,NULL,Non_Wetland,NULL
1588,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1589,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1590,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1591,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1592,Water,Water,Cropland,NULL,Non_Wetland,Water
1593,Water,Water,Cropland,NULL,Non_Wetland,Forest
1594,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1595,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1596,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1597,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1598,Water,Water,Cropland,Water,Non_Wetland,Grassland
1599,Water,Water,Cropland,Water,Non_Wetland,Bareland
1600,Water,Water,Cropland,Water,Non_Wetland,Water
1601,Water,Water,Cropland,Water,Non_Wetland,Forest
1602,Water,Water,Wetland,NULL,Wetland,Grassland
1603,Water,Water,Wetland,NULL,Wetland,Cropland
1604,Water,Water,Wetland,NULL,Wetland,Wetland
1605,Water,Water,Wetland,NULL,Wetland,Bareland
1606,Water,Water,Wetland,NULL,Wetland,Water
1607,Water,Water,Wetland,NULL,Wetland,Forest
1608,Water,Water,Wetland,Non_Water,Wetland,NULL
1609,Water,Water,Wetland,Non_Water,Wetland,Grassland
1610,Water,Water,Wetland,Non_Water,Wetland,Cropland
1611,Water,Water,Wetland,Non_Water,Wetland,Wetland
1612,Water,Water,Wetland,Non_Water,Wetland,Bareland
1613,Water,Water,Wetland,Non_Water,Wetland,Water
1614,Water,Water,Wetland,Non_Water,Wetland,Forest
1615,Water,Water,Wetland,Water,Wetland,NULL
1616,Water,Water,Wetland,Water,Wetland,Grassland
1617,Water,Water,Wetland,Water,Wetland,Cropland
1618,Water,Water,Wetland,Water,Wetland,Wetland
1619,Water,Water,Wetland,Water,Wetland,Bareland
1620,Water,Water,Wetland,Water,Wetland,Water
1621,Water,Water,Wetland,Water,Wetland,Forest
1622,Water,Water,Bareland,NULL,Non_Wetland,NULL
1623,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1624,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1625,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1626,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1627,Water,Water,Bareland,NULL,Non_Wetland,Water
1628,Water,Water,Bareland,NULL,Non_Wetland,Forest
1629,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1630,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1631,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1632,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1633,Water,Water,Bareland,Water,Non_Wetland,Grassland
1634,Water,Water,Bareland,Water,Non_Wetland,Bareland
1635,Water,Water,Bareland,Water,Non_Wetland,Built-up
1636,Water,Water,Bareland,Water,Non_Wetland,Water
1637,Water,Water,Bareland,Water,Non_Wetland,Forest
1638,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1639,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1640,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1641,Water,Water,Built-up,NULL,Non_Wetland,Forest
1642,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1643,Water,Water,Water,NULL,Water,NULL
1644,Water,Water,Water,NULL,Water,Grassland
1645,Water,Water,Water,NULL,Water,Cropland
1646,Water,Water,Water,NULL,Water,Wetland
1647,Water,Water,Water,NULL,Water,Bareland
1648,Water,Water,Water,NULL,Water,Built-up
1649,Water,Water,Water,NULL,Water,Water
1650,Water,Water,Water,NULL,Water,Permanent_ice_and_snow
1651,Water,Water,Water,NULL,Water,Forest
1652,Water,Water,Water,Non_Water,Water,Grassland
1653,Water,Water,Water,Non_Water,Water,Wetland
1654,Water,Water,Water,Non_Water,Water,Bareland
1655,Water,Water,Water,Non_Water,Water,Water
1656,Water,Water,Water,Non_Water,Water,Forest
1657,Water,Water,Water,Water,Water,NULL
1658,Water,Water,Water,Water,Water,Grassland
1659,Water,Water,Water,Water,Water,Cropland
1660,Water,Water,Water,Water,Water,Wetland
1661,Water,Water,Water,Water,Water,Bareland
1662,Water,Water,Water,Water,Water,Water
1663,Water,Water,Water,Water,Water,Forest
1664,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1665,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
1666,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1667,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1668,Water,Water,Forest,NULL,Non_Wetland,NULL
1669,Water,Water,Forest,NULL,Non_Wetland,Grassland
1670,Water,Water,Forest,NULL,Non_Wetland,Cropland
1671,Water,Water,Forest,NULL,Non_Wetland,Wetland
1672,Water,Water,Forest,NULL,Non_Wetland,Bareland
1673,Water,Water,Forest,NULL,Non_Wetland,Built-up
1674,Water,Water,Forest,NULL,Non_Wetland,Water
1675,Water,Water,Forest,NULL,Non_Wetland,Forest
1676,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1677,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1678,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1679,Water,Water,Forest,Non_Water,Non_Wetland,Water
1680,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1681,Water,Water,Forest,Water,Non_Wetland,NULL
1682,Water,Water,Forest,Water,Non_Wetland,Grassland
1683,Water,Water,Forest,Water,Non_Wetland,Cropland
1684,Water,Water,Forest,Water,Non_Wetland,Wetland
1685,Water,Water,Forest,Water,Non_Wetland,Bareland
1686,Water,Water,Forest,Water,Non_Wetland,Water
1687,Water,Water,Forest,Water,Non_Wetland,Forest
1688,Water,Forest,NULL,NULL,Non_Wetland,NULL
1689,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1690,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1691,Water,Forest,NULL,NULL,Non_Wetland,Water
1692,Water,Forest,NULL,NULL,Non_Wetland,Forest
1693,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1694,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1695,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1696,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1697,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1698,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1699,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1700,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1701,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1702,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1703,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1704,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1705,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1706,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1707,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1708,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1709,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1710,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1711,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1712,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1713,Water,Forest,Wetland,NULL,Wetland,Bareland
1714,Water,Forest,Wetland,NULL,Wetland,Water
1715,Water,Forest,Wetland,NULL,Wetland,Forest
1716,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1717,Water,Forest,Wetland,Non_Water,Wetland,Forest
1718,Water,Forest,Wetland,Water,Wetland,Grassland
1719,Water,Forest,Wetland,Water,Wetland,Bareland
1720,Water,Forest,Wetland,Water,Wetland,Water
1721,Water,Forest,Wetland,Water,Wetland,Forest
1722,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1723,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1724,Water,Forest,Bareland,NULL,Non_Wetland,Water
1725,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1726,Water,Forest,Bareland,Water,Non_Wetland,Forest
1727,Water,Forest,Water,NULL,Water,Grassland
1728,Water,Forest,Water,NULL,Water,Bareland
