Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUP_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Wetland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Built-up
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
633,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
634,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
635,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
636,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
637,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
638,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
639,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
641,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
642,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
644,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
645,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
646,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
647,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
648,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
649,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
650,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
651,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
652,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Bareland
