Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZB_M_R
1073,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1076,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1077,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1078,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1079,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1080,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1081,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1082,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1083,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1084,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1085,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1086,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1087,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1088,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1089,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1090,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1091,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1092,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1093,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1095,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1096,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1097,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1098,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1100,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1101,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1102,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1103,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1104,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1105,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1106,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1108,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1109,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1110,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1111,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1112,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1113,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1114,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1116,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1118,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1119,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1120,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1121,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1122,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1123,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1124,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1125,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1126,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1127,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1128,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1129,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1130,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1131,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1132,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1133,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1134,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1135,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1136,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1137,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1138,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1139,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1140,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1141,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1142,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1143,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1144,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1146,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1147,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1148,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1149,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1150,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1152,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1154,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1155,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1156,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1157,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1158,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1159,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1160,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1161,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1162,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1163,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1164,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1165,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1166,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1167,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1168,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1169,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1170,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1171,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1172,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1173,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1174,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1175,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1176,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1177,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1178,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1179,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1180,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1181,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1182,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1183,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1184,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1185,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1186,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1187,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1189,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1190,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1191,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1192,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1193,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1194,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1195,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1196,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1197,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1198,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1199,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1200,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1201,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1202,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1203,Forest,Water,Water,Water,Water,NULL,NULL,Water
1204,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1205,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1207,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1208,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1209,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1210,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1211,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1212,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1213,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1214,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1215,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1216,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1217,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1218,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1219,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1221,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1222,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1223,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1224,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1225,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1226,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1227,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1228,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1229,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1230,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1231,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1232,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1233,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1234,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1235,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1236,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1237,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1238,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1240,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1241,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1242,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1243,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1244,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1245,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1246,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1247,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1248,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1249,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1250,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1251,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1252,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1253,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1255,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1256,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1257,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1258,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1259,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1260,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1261,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1262,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1263,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1264,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1265,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1266,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1267,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1268,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1269,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1270,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1271,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1272,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1273,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1275,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1276,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1277,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1279,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1280,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1281,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1282,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1283,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1284,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1285,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1286,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1287,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1288,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1289,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1290,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1291,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1292,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1293,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1294,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1295,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1296,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1297,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1298,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1299,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1300,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1301,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
1302,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1303,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1304,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1305,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1306,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1307,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1308,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1309,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1310,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1312,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1313,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1314,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1315,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1316,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1317,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1318,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
