Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLD_M_R
1098,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1099,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1100,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
1101,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1102,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1103,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
1104,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1105,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1106,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1107,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1108,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1109,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1110,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1111,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1112,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1113,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1114,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1115,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1116,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1117,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1118,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1119,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1120,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1121,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1122,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1123,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1124,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1125,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1126,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1127,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1128,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1129,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1130,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1131,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1132,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1133,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1134,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1135,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1136,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1137,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1138,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1139,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1140,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1141,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1142,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1143,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1144,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1145,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1146,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1147,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1148,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1149,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1150,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1151,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1152,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1153,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1154,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1155,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1156,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1157,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1158,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1159,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1160,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1161,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1162,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1163,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1164,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1165,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1166,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1167,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1168,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1169,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1170,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1171,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
1172,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1173,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1174,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1175,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1176,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1177,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
1178,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1179,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1180,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1181,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1182,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1183,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1184,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1185,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1186,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1187,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1188,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1189,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1190,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1191,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1192,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1193,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1194,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1195,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1196,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1197,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1198,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1199,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1200,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1201,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1202,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
1203,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1204,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1205,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1206,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1207,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1208,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1209,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1210,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1211,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1212,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1213,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1214,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1215,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1216,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1217,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1218,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1219,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1220,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1221,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1222,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1223,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1224,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1225,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1226,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1227,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1228,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1229,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1230,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1231,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1232,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1233,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1234,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1235,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1236,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1237,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1238,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1239,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1240,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1241,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1242,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1243,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1244,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1245,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1246,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1247,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1248,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1249,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1250,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1251,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1252,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1253,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1254,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1255,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1256,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1257,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1258,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1259,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1260,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1261,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1262,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1263,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1264,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1265,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1266,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1267,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1268,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1269,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1270,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1271,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1272,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1273,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1274,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1275,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1276,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1277,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1278,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1279,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1280,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1281,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1282,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1283,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1284,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1285,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1286,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1287,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1288,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1289,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1290,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
1291,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1292,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1293,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
1294,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1295,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1296,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1297,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1298,Forest,Water,Water,NULL,Water,Water,Water,Water
1299,Forest,Water,Water,NULL,Water,Water,Water,Forest
1300,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1301,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1302,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1303,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1304,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1305,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1306,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1307,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1308,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1309,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
1310,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1311,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1312,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1313,Forest,Water,Water,Water,Water,NULL,Water,Forest
1314,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1315,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1316,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
1317,Forest,Water,Water,Water,Water,Wetland,Water,Water
1318,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1319,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1320,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1321,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1322,Forest,Water,Water,Water,Water,Water,Wetland,Water
1323,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1324,Forest,Water,Water,Water,Water,Water,Water,Grassland
1325,Forest,Water,Water,Water,Water,Water,Water,Wetland
1326,Forest,Water,Water,Water,Water,Water,Water,Water
1327,Forest,Water,Water,Water,Water,Water,Water,Forest
1328,Forest,Water,Water,Water,Water,Water,Forest,Water
1329,Forest,Water,Water,Water,Water,Water,Forest,Forest
1330,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1331,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1332,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1333,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1334,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1335,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1336,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1337,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1338,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1339,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1340,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1341,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1342,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1343,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1344,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1345,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1346,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1347,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1348,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1349,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1350,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1351,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1352,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1353,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1354,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1355,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1356,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1357,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1358,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1359,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1360,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1361,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1362,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1363,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1364,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1365,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1366,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1367,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1368,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1369,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1370,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1371,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1372,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1373,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1374,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1375,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1376,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1377,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1378,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1379,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1380,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1381,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1382,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1383,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1384,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1385,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1386,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1387,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1388,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1389,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1390,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1391,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1392,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1393,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1394,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1395,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1396,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1397,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1398,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1399,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1400,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1401,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1402,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1403,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1404,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1405,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1406,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1407,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1408,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1409,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1410,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1411,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1412,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1413,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1414,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1415,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1416,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1417,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1418,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1419,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1420,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1421,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1422,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1423,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1424,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1425,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1426,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1427,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1428,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1429,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1430,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1431,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1432,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1433,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1434,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1435,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1436,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1437,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1438,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1439,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1440,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1441,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1442,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1443,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1444,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1445,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1446,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1447,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1448,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1449,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1450,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1451,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1452,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1453,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1454,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1455,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1456,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1457,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1458,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1459,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
