Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNF_M_R
4291,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4292,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4293,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4294,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4295,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4296,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4297,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4298,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4299,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4300,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4301,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4302,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4303,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4304,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4305,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4306,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4307,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4308,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4309,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4310,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
4311,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4312,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4313,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4314,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4315,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4316,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4317,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
4318,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4319,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4320,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4321,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
4322,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4323,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4324,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4325,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4326,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
4327,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4328,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4329,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4330,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4331,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4332,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4333,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4334,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4335,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4336,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4337,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4338,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4339,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4340,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4341,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Water
4342,Forest,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
4343,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Water
4344,Forest,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
4345,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4346,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4347,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4348,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4349,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4350,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
4351,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4352,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4353,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4354,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4355,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4356,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4357,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4358,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4359,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4360,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4361,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4362,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4363,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4364,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
4365,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4366,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4367,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4368,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4369,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4370,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
4371,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4372,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4373,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4374,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4375,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4376,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
4377,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4378,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4379,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4380,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4381,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4382,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4383,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4384,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4385,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4386,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4387,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4388,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4389,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4390,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4391,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4392,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
4393,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
4394,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Water,Water
4395,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
4396,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4397,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4398,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4399,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4400,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4401,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4402,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4403,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4404,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4405,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4406,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4407,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4408,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4409,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4410,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4411,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4412,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4413,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4414,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4415,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4416,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4417,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4418,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4419,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4420,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4421,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4422,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4423,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4424,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4425,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4426,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4427,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
4428,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4429,Forest,Water,Wetland,Water,Wetland,Cropland,Wetland,Water
4430,Forest,Water,Wetland,Water,Wetland,Cropland,Wetland,Forest
4431,Forest,Water,Wetland,Water,Wetland,Cropland,Water,Water
4432,Forest,Water,Wetland,Water,Wetland,Cropland,Water,Forest
4433,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4434,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,NULL
4435,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4436,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4437,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4438,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4439,Forest,Water,Wetland,Water,Wetland,Wetland,Water,NULL
4440,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4441,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4442,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
4443,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4444,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4445,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4446,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4447,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
4448,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4449,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4450,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
4451,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
4452,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
4453,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4454,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4455,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
4456,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
4457,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4458,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4459,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4460,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
4461,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4462,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4463,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4464,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4465,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4466,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
4467,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4468,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4469,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4470,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4471,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4472,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4473,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4474,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4475,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4476,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4477,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4478,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4479,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4480,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
4481,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4482,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
4483,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
4484,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
4485,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4486,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4487,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4488,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
4489,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
4490,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
4491,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
4492,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
4493,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4494,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4495,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
4496,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
4497,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
4498,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
4499,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
4500,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
4501,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4502,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
4503,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
4504,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
4505,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
4506,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
4507,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4508,Forest,Water,Water,NULL,Water,NULL,Water,Water
4509,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4510,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
4511,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
4512,Forest,Water,Water,NULL,Water,Cropland,Wetland,Forest
4513,Forest,Water,Water,NULL,Water,Cropland,Water,Forest
4514,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4515,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4516,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
4517,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4518,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
4519,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
4520,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4521,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4522,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
4523,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
4524,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
4525,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4526,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4527,Forest,Water,Water,NULL,Water,Water,Water,Grassland
4528,Forest,Water,Water,NULL,Water,Water,Water,Wetland
4529,Forest,Water,Water,NULL,Water,Water,Water,Water
4530,Forest,Water,Water,NULL,Water,Water,Water,Forest
4531,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4532,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4533,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4534,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4535,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4536,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
4537,Forest,Water,Water,Non_Water,Water,Cropland,Wetland,Forest
4538,Forest,Water,Water,Non_Water,Water,Cropland,Water,Forest
4539,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4540,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4541,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4542,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4543,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
4544,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4545,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4546,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4547,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4548,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
4549,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
4550,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4551,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4552,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4553,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4554,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4555,Forest,Water,Water,Water,Water,NULL,Water,Water
4556,Forest,Water,Water,Water,Water,NULL,Water,Forest
4557,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
4558,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
4559,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4560,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
4561,Forest,Water,Water,Water,Water,Grassland,Water,Water
4562,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4563,Forest,Water,Water,Water,Water,Cropland,Wetland,Forest
4564,Forest,Water,Water,Water,Water,Cropland,Water,Water
4565,Forest,Water,Water,Water,Water,Cropland,Water,Forest
4566,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
4567,Forest,Water,Water,Water,Water,Wetland,Wetland,NULL
4568,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4569,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
4570,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4571,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4572,Forest,Water,Water,Water,Water,Wetland,Water,NULL
4573,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4574,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
4575,Forest,Water,Water,Water,Water,Wetland,Water,Water
4576,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4577,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
4578,Forest,Water,Water,Water,Water,Water,Grassland,Forest
4579,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4580,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
4581,Forest,Water,Water,Water,Water,Water,Wetland,Water
4582,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4583,Forest,Water,Water,Water,Water,Water,Water,Grassland
4584,Forest,Water,Water,Water,Water,Water,Water,Wetland
4585,Forest,Water,Water,Water,Water,Water,Water,Bareland
4586,Forest,Water,Water,Water,Water,Water,Water,Water
4587,Forest,Water,Water,Water,Water,Water,Water,Forest
4588,Forest,Water,Water,Water,Water,Water,Forest,Water
4589,Forest,Water,Water,Water,Water,Water,Forest,Forest
4590,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4591,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4592,Forest,Water,Water,Water,Water,Forest,Water,Water
4593,Forest,Water,Water,Water,Water,Forest,Water,Forest
4594,Forest,Water,Water,Water,Water,Forest,Forest,Forest
4595,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4596,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4597,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4598,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4599,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4600,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4601,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4602,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4603,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Water
4604,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4605,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Water,Forest
4606,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4607,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4608,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4609,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4610,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
4611,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4612,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4613,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4614,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4615,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4616,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4617,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4618,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4619,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4620,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4621,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4622,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4623,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4624,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4625,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4626,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4627,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4628,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4629,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4630,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4631,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4632,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4633,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4634,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
4635,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4636,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4637,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
4638,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4639,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4640,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4641,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4642,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4643,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4644,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4645,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4646,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4647,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4648,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4649,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4650,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4651,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4652,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4653,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4654,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4655,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
4656,Forest,Water,Forest,Water,Non_Wetland,Cropland,Wetland,Forest
4657,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4658,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4659,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4660,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4661,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4662,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4663,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4664,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
