Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEJ_M_R
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
