Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEP_M_R
1091,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1092,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1093,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
1094,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
1095,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1096,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
1097,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
1098,Water,Forest,Water,Water,Water,Grassland,Wetland,Water
1099,Water,Forest,Water,Water,Water,Water,Wetland,Water
1100,Water,Forest,Water,Water,Water,Water,Water,Grassland
1101,Water,Forest,Water,Water,Water,Water,Water,Water
1102,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1103,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1104,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1105,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1106,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1107,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1108,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1109,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1110,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1111,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1112,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1113,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1114,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1115,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1116,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1117,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1118,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1119,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1120,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1121,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1122,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1123,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1124,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1125,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1126,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1127,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1128,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1129,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1130,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
1131,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1132,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1133,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1134,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1135,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1136,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1137,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1138,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1139,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1140,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1141,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1142,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1143,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1144,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1145,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1146,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1147,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1148,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1149,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1150,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1151,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1152,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1153,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1154,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1155,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1156,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1157,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1158,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1159,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1160,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1161,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1162,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1163,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1164,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1165,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1166,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1167,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1168,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1169,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1170,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1171,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1172,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1173,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1174,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1175,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
1176,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1177,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1178,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
1179,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1180,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1181,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1182,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1183,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1184,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1185,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1186,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1187,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1188,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1189,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1190,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1191,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1192,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1193,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1194,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1195,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1196,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1197,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1198,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1199,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1200,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1201,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1202,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1203,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1204,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1205,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1206,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1207,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1208,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1209,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1210,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1211,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1212,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1213,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1214,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1215,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1216,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1217,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1218,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1219,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1220,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1221,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1222,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1223,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1224,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1225,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1226,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1227,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1228,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1229,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1230,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1231,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1232,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1233,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1234,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1235,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1236,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1237,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1238,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1239,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1240,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1241,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1242,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1243,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1244,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1245,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1246,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1247,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
1248,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1249,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1250,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1251,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1252,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1253,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1254,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1255,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1256,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
1257,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1258,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1259,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1260,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
1261,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
1262,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
1263,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1264,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1265,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1266,Forest,NULL,Water,Water,Water,Bareland,Water,Water
1267,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1268,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1269,Forest,NULL,Water,Water,Water,Water,Water,Water
1270,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1271,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1272,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1273,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1274,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1275,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1276,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1277,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1278,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1279,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1280,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1281,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1282,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1283,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1284,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1285,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1286,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1287,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1288,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1289,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1290,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1291,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1292,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1293,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1294,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1295,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1296,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1297,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1298,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1299,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1300,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1301,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1302,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1303,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1304,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1305,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1306,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1307,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1308,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1309,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1310,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1311,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1312,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1313,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1314,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1315,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1316,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1317,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1318,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1319,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1320,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1321,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1322,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1323,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1324,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1325,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1326,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1327,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1328,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1329,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1330,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1331,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1332,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1333,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Water
1334,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1335,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1336,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1337,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1338,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1339,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1340,Forest,Wetland,Water,Water,Water,Water,Water,Water
1341,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1342,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1343,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1344,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1345,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1346,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1347,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
1348,Forest,Bareland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1349,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
1350,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1351,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1352,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1353,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1354,Forest,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
1355,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1356,Forest,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1357,Forest,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1358,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1359,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1360,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1361,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1362,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1363,Forest,Bareland,Water,Water,Water,Water,Water,Water
1364,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1365,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1366,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1367,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1368,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1369,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1370,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1371,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1372,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1373,Forest,Built-up,NULL,Water,Non_Wetland,Built-up,Grassland,Grassland
1374,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1375,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1376,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1377,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1378,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1379,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1380,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1381,Forest,Built-up,Grassland,Water,Non_Wetland,Built-up,Grassland,Grassland
1382,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1383,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1384,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1385,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1386,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1387,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1388,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1389,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1390,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1391,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1392,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1393,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1394,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1395,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Built-up
1396,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1397,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1398,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1399,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1400,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1401,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1402,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
1403,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1404,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1405,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
1406,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
1407,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1408,Forest,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1409,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1410,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1411,Forest,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
1412,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
1413,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1414,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1415,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1416,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1417,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1418,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1419,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1420,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1421,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1422,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1423,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1424,Forest,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
1425,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1426,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1427,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1428,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1429,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1430,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1431,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1432,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1433,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
