Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R
320,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
321,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
322,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
323,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
324,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
325,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
328,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
330,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
332,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
335,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
336,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
340,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
343,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
350,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
374,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
376,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
377,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
385,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
398,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
399,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
400,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
401,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
402,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
403,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
404,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
405,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
406,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
407,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
408,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
409,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
410,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
411,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
412,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
413,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
415,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
416,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
417,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
418,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
419,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
420,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
421,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
422,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
423,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
424,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
425,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
426,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
427,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
428,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
429,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
430,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
431,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
432,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
433,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
434,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
435,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
436,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
437,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
438,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
462,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
470,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
475,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
550,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
594,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
595,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
596,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
599,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
600,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
601,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
602,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
610,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
611,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
612,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
613,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
615,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
616,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
617,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
618,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
619,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
620,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
621,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
622,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
623,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
624,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
625,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
626,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
627,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
628,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
629,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
630,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
631,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
632,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
633,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
634,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
635,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
636,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
637,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
638,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
639,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
640,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
641,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
642,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
643,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
644,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
645,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
646,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
647,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
648,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
