Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEN_M_R
2605,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
2606,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2607,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
2608,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2609,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2610,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
2611,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2612,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2613,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2614,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2615,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2616,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2617,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2618,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2619,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2620,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2621,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2622,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2623,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2624,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2625,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2626,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2627,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2628,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2629,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2630,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2631,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2632,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2633,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2634,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
2637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2639,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2640,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2641,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2642,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2643,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2644,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2645,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2646,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2647,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2648,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2649,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2650,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2651,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2652,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2653,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2654,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2655,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2656,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2657,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2658,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2659,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2660,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2661,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2662,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2663,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2664,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2665,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2666,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2667,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2668,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
2669,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2670,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2671,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2672,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2673,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2674,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2675,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2676,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
2677,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2678,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2679,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2680,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2681,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2682,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2683,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2684,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
2685,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2686,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
2687,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2688,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
2689,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2690,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2691,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2692,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2693,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2694,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2695,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2696,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2697,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2698,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2699,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2700,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2701,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2702,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2703,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2704,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
2705,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2706,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
2707,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2708,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2709,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2710,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2711,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2712,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2713,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
2714,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
2715,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2716,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
2717,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2718,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
2719,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Grassland
2720,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2721,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2722,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2723,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2724,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2725,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2726,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2727,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2728,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2729,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2730,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2731,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2732,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2733,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2734,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2735,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2736,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2737,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2738,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2739,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2740,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2741,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2742,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2743,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2744,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2745,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2746,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2747,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2748,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2749,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2750,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2751,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
2752,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2753,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2754,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2755,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2756,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2757,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2758,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
2759,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2760,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2761,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2762,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2763,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2764,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
2765,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2766,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2767,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2768,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2769,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2770,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2771,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
2772,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2773,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2774,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2775,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2776,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
2777,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
2778,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
2779,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
2780,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2781,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
2782,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
2783,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
2784,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2785,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2786,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
2787,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
2788,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2789,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
2790,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
2791,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2792,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
2793,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
2794,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2795,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
2796,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2797,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
2798,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
2799,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
2800,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
2801,Forest,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Water
2802,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
2803,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Water
2804,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
2805,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
2806,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
2807,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
2808,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2809,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2810,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2811,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2812,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2813,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2814,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2815,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2816,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2817,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2818,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2819,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2820,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2821,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2822,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2823,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2824,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2825,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
2826,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2827,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2828,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2829,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2830,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2831,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
2832,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2833,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2834,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2835,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
2836,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2837,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2838,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2839,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2840,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2841,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2842,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2843,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2844,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2845,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2846,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2847,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2848,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2849,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2850,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2851,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2852,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2853,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2854,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2855,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
2856,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2857,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
2858,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2859,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2860,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
2861,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Forest
2862,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
2863,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
2864,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Forest
2865,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
2866,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2867,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2868,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2869,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2870,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2871,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2872,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2873,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2874,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
2875,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2876,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2877,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2878,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2879,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2880,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2881,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
2882,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2883,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2884,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
2885,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2886,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2887,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2888,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2889,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2890,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2891,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2892,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2893,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2894,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2895,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2896,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2897,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2898,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2899,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2900,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2901,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
2902,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2903,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
2904,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2905,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2906,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2907,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2908,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2909,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2910,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2911,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2912,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2913,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2914,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2915,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2916,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2917,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2918,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2919,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2920,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2921,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2922,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2923,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2924,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
2925,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2926,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
2927,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2928,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2929,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2930,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2931,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2932,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2933,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2934,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2935,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2936,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2937,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2938,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2939,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2940,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Grassland
2941,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
2942,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2943,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
