Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R
334,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
335,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
336,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
337,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
338,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
339,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
340,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
341,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
342,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
343,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
344,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
346,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
347,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
348,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
349,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
350,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
351,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
352,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
353,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
354,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
355,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
356,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
357,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
359,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
360,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
361,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
362,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
363,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
364,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
365,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
366,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
367,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
368,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
369,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
370,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
371,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
372,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
373,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
374,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
375,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
376,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
377,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
378,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
379,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
380,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
381,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
382,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
383,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
384,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
385,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
386,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
387,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
389,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
391,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
392,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
393,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
394,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
395,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
396,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
397,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
398,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
399,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
400,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
401,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
402,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
403,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
404,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
405,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
406,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
407,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
408,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
409,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
410,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
411,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
412,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
413,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
414,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
415,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
416,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
417,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
418,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
420,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
421,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
422,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
423,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
424,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
426,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
428,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
429,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
430,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
431,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
432,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
433,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
434,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
435,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
436,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
437,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
438,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
439,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
440,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
441,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
442,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
444,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
445,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
446,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
447,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
448,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
449,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
450,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
451,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
452,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
453,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
454,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
455,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
456,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
457,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
458,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
460,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
461,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
462,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
463,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
464,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
465,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
466,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
467,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
468,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
469,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
470,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
471,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
472,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
473,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
474,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
475,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
476,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
478,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
479,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
480,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
481,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
482,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
483,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
484,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
485,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
486,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
487,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
488,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
489,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
490,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
491,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
492,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
493,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
494,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
495,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
497,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
499,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
500,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
501,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
502,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
503,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
504,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
505,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
506,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
507,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
508,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
509,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
510,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
511,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
512,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
513,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
514,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
515,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
516,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
517,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
518,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
519,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
520,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
521,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
522,NULL,Water,Water,NULL,Water,NULL,NULL,Water
523,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
524,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
525,NULL,Water,Water,Water,Water,NULL,NULL,Water
526,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
527,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
528,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
529,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
530,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
531,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
532,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
533,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
534,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
535,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
536,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
537,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
538,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
539,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
540,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
541,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
542,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
543,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
544,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
545,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
546,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
547,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
548,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
549,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
550,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
551,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
552,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
553,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
554,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
555,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
556,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
557,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
558,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
559,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
560,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
561,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
562,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
563,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
564,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
565,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
566,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
567,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
568,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
569,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
570,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
572,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
573,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
574,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
575,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
576,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
577,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
578,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
579,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
580,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
581,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
582,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
583,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
584,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
585,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
586,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
588,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
589,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
590,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
591,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
592,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
593,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
595,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
596,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
597,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
598,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
599,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
601,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
602,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
603,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
604,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
605,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
606,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
607,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
608,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
609,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
610,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
612,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
613,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
614,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
615,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
616,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
617,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
619,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
620,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
621,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
622,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
623,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
624,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
625,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
626,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
627,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
628,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
630,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
631,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
632,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
634,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
635,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
636,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
637,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
638,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
639,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
640,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
641,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
642,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
643,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
644,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
645,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
646,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
647,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
648,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
649,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
650,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
651,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
652,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
654,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
655,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
656,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
657,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
658,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
659,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
660,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
661,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
662,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
663,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
664,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
665,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
666,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
667,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
668,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
669,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
670,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
671,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
672,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
673,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
674,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
675,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
676,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
