Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKH_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
