Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFH_M_R
1405,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1406,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1407,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1408,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1409,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1410,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1411,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1412,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1413,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1414,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1415,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1416,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
1417,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1418,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1419,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1420,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1421,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1422,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1423,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1424,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1425,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1426,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1427,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1428,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1429,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1430,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1431,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1432,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1433,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1434,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1435,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1436,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1437,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1438,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1439,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1440,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1441,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1442,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1443,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1444,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1445,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1446,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1447,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1448,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1449,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1450,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1451,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1452,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1453,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1454,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1455,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1456,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1457,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1458,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1459,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1460,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1461,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1462,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1463,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1464,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1465,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1466,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1467,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1468,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1469,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1470,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1471,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1472,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1473,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1474,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1475,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1476,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1477,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1478,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1479,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1480,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1481,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1482,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1483,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1484,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1485,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1486,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1487,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
1488,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1489,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1490,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1491,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1492,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1493,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1494,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1495,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
