Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBG_M_R
1104,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1105,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1106,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1107,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1108,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1109,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Grassland
1110,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1111,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1112,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1113,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1114,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1115,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1116,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1117,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1118,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1119,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1120,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1121,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1122,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1123,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1124,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1125,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1126,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1127,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1128,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1129,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1130,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1131,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1132,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1133,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1134,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1135,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1136,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1137,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1138,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1139,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1140,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1141,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1142,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1143,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1144,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1145,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1146,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1147,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1148,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1149,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1150,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1151,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1152,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1153,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1154,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1155,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1156,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1157,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1158,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1159,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1160,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1161,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1162,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1163,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1164,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1165,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1166,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1167,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1168,Forest,Forest,Water,Water,Water,Water,Water,Forest
1169,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1170,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1171,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1172,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1173,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1174,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1175,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1176,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1177,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1178,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1179,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1180,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1181,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1182,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1183,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1184,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1185,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1186,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1187,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1189,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1190,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1191,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1192,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1193,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1194,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1195,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1196,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1197,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1198,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1199,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1200,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1201,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1202,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1203,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1204,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1205,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1206,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1207,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1208,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1209,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1210,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1211,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1212,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1213,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1214,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1215,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1216,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1217,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1218,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1219,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1220,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1221,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1222,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1223,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1224,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1225,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1226,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1227,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1228,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1229,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1230,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1231,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1232,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1233,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1234,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1235,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1236,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1237,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1238,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1239,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1240,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1241,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1242,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1243,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1244,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1245,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1246,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1247,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1248,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1249,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1250,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1251,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1252,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1253,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1254,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1255,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
