Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R
1047,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1049,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1050,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1051,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1053,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1054,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1055,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1056,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1058,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1059,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1060,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1061,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1062,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1063,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1064,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1065,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1066,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1067,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1068,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1069,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1070,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1071,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1072,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1073,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1075,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1076,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1077,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1078,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1079,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1080,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1081,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1082,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1083,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1084,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1085,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1086,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1087,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1088,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1089,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1090,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1091,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1092,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1093,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1094,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1095,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1096,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1097,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1098,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1099,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1100,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1101,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1102,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1103,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1104,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1105,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1106,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1107,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1108,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1109,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1110,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1111,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1112,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1113,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1114,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1115,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1116,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1117,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1118,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1119,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1120,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1121,Water,Water,Water,NULL,Water,NULL,NULL,Water
1122,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1123,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1124,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1125,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1126,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1127,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1128,Water,Water,Water,Water,Water,NULL,NULL,NULL
1129,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1130,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1131,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1132,Water,Water,Water,Water,Water,NULL,NULL,Water
1133,Water,Water,Water,Water,Water,NULL,NULL,Forest
1134,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1135,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1137,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1138,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1139,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1140,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1141,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1142,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1143,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1144,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1145,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1146,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1147,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1148,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1149,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1150,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1151,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1152,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1154,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1155,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1156,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1157,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1158,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1159,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1160,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1161,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1162,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1163,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1164,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1165,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1166,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1167,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1168,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1169,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1170,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1171,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1172,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1173,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1174,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1175,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1176,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1177,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1178,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1179,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1180,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1181,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1182,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1183,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
1184,Water,Forest,Water,Water,Water,NULL,NULL,Water
1185,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1186,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1187,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1189,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1190,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1191,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1192,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1193,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1195,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1196,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1197,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1198,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1199,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1200,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1201,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1202,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1203,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1205,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1206,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1208,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1209,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1211,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1212,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1213,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1214,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1215,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1216,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1217,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1218,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1219,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1220,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1221,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1222,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1223,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1224,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1225,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1226,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1227,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1228,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1230,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1231,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1232,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1233,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1234,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1235,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1236,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1237,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1238,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1239,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1240,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1242,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1243,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1244,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1245,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1246,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1247,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1248,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1249,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1250,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1251,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1252,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1253,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1254,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1255,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1256,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1257,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1258,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1259,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1260,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1261,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1262,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1263,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1264,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1265,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1266,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1267,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1268,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1269,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1270,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1271,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1272,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1273,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1274,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1275,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1276,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1277,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1279,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1280,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1281,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1282,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1283,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1284,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1285,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1286,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1287,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1288,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1289,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1291,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1292,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1293,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1294,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1295,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1296,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1297,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1298,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1299,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1300,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1301,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1302,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1304,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1305,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1306,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1307,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1308,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1309,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1310,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1311,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1312,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1313,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1314,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1315,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1316,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1317,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1318,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1319,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1320,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1321,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1322,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1323,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1324,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1325,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1326,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1327,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1328,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1329,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1330,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1331,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1332,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1333,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1334,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1335,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1336,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1337,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1338,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1339,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1340,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1341,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1342,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1343,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1344,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1345,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1346,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1347,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1348,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1349,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1350,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1351,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
1352,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1353,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1354,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1355,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1356,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1357,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1358,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1359,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1360,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1361,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1362,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1363,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1365,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1366,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1367,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1368,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1369,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1370,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1371,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1372,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1373,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1374,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1375,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1376,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1377,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1378,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1379,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1380,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1381,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1382,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1383,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1384,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1385,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1386,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1387,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1388,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1389,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1390,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1391,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1392,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1393,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1394,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1395,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1396,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
