Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUH_M_R
1291,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1292,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1293,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1294,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1295,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1296,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1297,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1298,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1299,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1300,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1301,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1302,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1303,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1304,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1305,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1306,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1307,Forest,NULL,Wetland,NULL,Wetland,NULL
1308,Forest,NULL,Wetland,NULL,Wetland,Grassland
1309,Forest,NULL,Wetland,NULL,Wetland,Forest
1310,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1311,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1312,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1313,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1314,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1315,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1316,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1317,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1318,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1319,Forest,NULL,Water,NULL,Water,Grassland
1320,Forest,NULL,Water,NULL,Water,Bareland
1321,Forest,NULL,Water,NULL,Water,Water
1322,Forest,NULL,Water,NULL,Water,Forest
1323,Forest,NULL,Water,Non_Water,Water,Grassland
1324,Forest,NULL,Water,Non_Water,Water,Bareland
1325,Forest,NULL,Water,Non_Water,Water,Forest
1326,Forest,NULL,Water,Water,Water,Forest
1327,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1328,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1329,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1330,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1331,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1332,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1333,Forest,NULL,Forest,NULL,Non_Wetland,Water
1334,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1335,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1336,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1337,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1338,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1339,Forest,NULL,Forest,Water,Non_Wetland,Forest
1340,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1341,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1342,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1343,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1344,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1345,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1346,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1347,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1348,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1349,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1350,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1351,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1352,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1353,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1354,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1355,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1356,Forest,Cropland,Wetland,NULL,Wetland,Forest
1357,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1358,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1359,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1360,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1361,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1362,Forest,Cropland,Water,NULL,Water,Grassland
1363,Forest,Cropland,Water,NULL,Water,Bareland
1364,Forest,Cropland,Water,NULL,Water,Forest
1365,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1366,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1367,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1368,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1369,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1370,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1371,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1372,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1373,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1374,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1375,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1376,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland
1377,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
1378,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1379,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1380,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1381,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1382,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1383,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1384,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1385,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1386,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1387,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1388,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1389,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1390,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1391,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1392,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1393,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
1394,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1395,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1396,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1397,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1398,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1399,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1400,Forest,Built-up,Wetland,NULL,Wetland,Forest
1401,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
1402,Forest,Built-up,Wetland,Water,Wetland,Forest
1403,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1404,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1405,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1406,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1407,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1408,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1409,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1410,Forest,Built-up,Water,NULL,Water,Grassland
1411,Forest,Built-up,Water,NULL,Water,Forest
1412,Forest,Built-up,Water,Water,Water,Forest
1413,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1414,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1415,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1416,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1417,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1418,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1419,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1420,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1421,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1422,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1423,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1424,Forest,Water,NULL,NULL,Non_Wetland,Water
1425,Forest,Water,NULL,NULL,Non_Wetland,Forest
1426,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1427,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland
1428,Forest,Water,NULL,Water,Non_Wetland,Forest
1429,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1430,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1431,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1432,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1433,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1434,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1435,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1436,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1437,Forest,Water,Shrubland,Water,Non_Wetland,Water
1438,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1439,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1440,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1441,Forest,Water,Grassland,NULL,Non_Wetland,Water
1442,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1443,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1444,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1445,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1446,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1447,Forest,Water,Grassland,Water,Non_Wetland,Forest
1448,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1449,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1450,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1451,Forest,Water,Cropland,Water,Non_Wetland,Forest
1452,Forest,Water,Wetland,NULL,Wetland,Grassland
1453,Forest,Water,Wetland,NULL,Wetland,Bareland
1454,Forest,Water,Wetland,NULL,Wetland,Water
1455,Forest,Water,Wetland,NULL,Wetland,Forest
1456,Forest,Water,Wetland,Non_Water,Wetland,Water
1457,Forest,Water,Wetland,Non_Water,Wetland,Forest
1458,Forest,Water,Wetland,Water,Wetland,Grassland
1459,Forest,Water,Wetland,Water,Wetland,Water
1460,Forest,Water,Wetland,Water,Wetland,Forest
1461,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1462,Forest,Water,Bareland,NULL,Non_Wetland,Water
1463,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1464,Forest,Water,Built-up,NULL,Non_Wetland,Built-up
1465,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1466,Forest,Water,Built-up,Water,Non_Wetland,Forest
1467,Forest,Water,Water,NULL,Water,Grassland
1468,Forest,Water,Water,NULL,Water,Cropland
1469,Forest,Water,Water,NULL,Water,Bareland
1470,Forest,Water,Water,NULL,Water,Water
1471,Forest,Water,Water,NULL,Water,Forest
1472,Forest,Water,Water,Non_Water,Water,Grassland
1473,Forest,Water,Water,Non_Water,Water,Water
1474,Forest,Water,Water,Non_Water,Water,Forest
1475,Forest,Water,Water,Water,Water,Grassland
1476,Forest,Water,Water,Water,Water,Bareland
1477,Forest,Water,Water,Water,Water,Water
1478,Forest,Water,Water,Water,Water,Forest
1479,Forest,Water,Forest,NULL,Non_Wetland,NULL
1480,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1481,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1482,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1483,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1484,Forest,Water,Forest,NULL,Non_Wetland,Water
1485,Forest,Water,Forest,NULL,Non_Wetland,Forest
1486,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1487,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1488,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1489,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1490,Forest,Water,Forest,Water,Non_Wetland,Grassland
1491,Forest,Water,Forest,Water,Non_Wetland,Bareland
1492,Forest,Water,Forest,Water,Non_Wetland,Water
1493,Forest,Water,Forest,Water,Non_Wetland,Forest
1494,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1495,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1496,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1497,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1498,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1499,Forest,Forest,NULL,NULL,Non_Wetland,Water
1500,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1501,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1502,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1503,Forest,Forest,NULL,Water,Non_Wetland,Forest
1504,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1505,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1506,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1507,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1508,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1509,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1510,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1511,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1512,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1513,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1514,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1515,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1516,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1517,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1518,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1519,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1520,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1521,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1522,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1523,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1524,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1525,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1526,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1527,Forest,Forest,Wetland,NULL,Wetland,NULL
1528,Forest,Forest,Wetland,NULL,Wetland,Grassland
1529,Forest,Forest,Wetland,NULL,Wetland,Forest
1530,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1531,Forest,Forest,Wetland,Water,Wetland,Forest
1532,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1533,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1534,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1535,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1536,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1537,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1538,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1539,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1540,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1541,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1542,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1543,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1544,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1545,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1546,Forest,Forest,Water,NULL,Water,NULL
1547,Forest,Forest,Water,NULL,Water,Grassland
1548,Forest,Forest,Water,NULL,Water,Bareland
1549,Forest,Forest,Water,NULL,Water,Built-up
1550,Forest,Forest,Water,NULL,Water,Forest
1551,Forest,Forest,Water,Non_Water,Water,Grassland
1552,Forest,Forest,Water,Non_Water,Water,Bareland
1553,Forest,Forest,Water,Non_Water,Water,Forest
1554,Forest,Forest,Water,Water,Water,Grassland
1555,Forest,Forest,Water,Water,Water,Forest
1556,Forest,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1557,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1558,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1559,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1560,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1561,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1562,Forest,Forest,Forest,NULL,Non_Wetland,Water
1563,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1564,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1565,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1566,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1567,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1568,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1569,Forest,Forest,Forest,Water,Non_Wetland,Forest
