Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNG_M_R
2412,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2413,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2414,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2415,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2416,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2417,Forest,Water,Water,NULL,Water,Water,Water,Water
2418,Forest,Water,Water,NULL,Water,Water,Water,Forest
2419,Forest,Water,Water,NULL,Water,Water,Forest,Water
2420,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2421,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2422,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2423,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2424,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2425,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2426,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2427,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
2428,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
2429,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
2430,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2431,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2432,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2433,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2434,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2435,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2436,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2437,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2438,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2439,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2440,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2441,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2442,Forest,Water,Water,Water,Water,NULL,Water,Water
2443,Forest,Water,Water,Water,Water,NULL,Water,Forest
2444,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2445,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
2446,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2447,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
2448,Forest,Water,Water,Water,Water,Cropland,Wetland,Forest
2449,Forest,Water,Water,Water,Water,Cropland,Water,Forest
2450,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2451,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2452,Forest,Water,Water,Water,Water,Wetland,Water,Water
2453,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2454,Forest,Water,Water,Water,Water,Wetland,Forest,Water
2455,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2456,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2457,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2458,Forest,Water,Water,Water,Water,Water,Wetland,Water
2459,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2460,Forest,Water,Water,Water,Water,Water,Water,Grassland
2461,Forest,Water,Water,Water,Water,Water,Water,Wetland
2462,Forest,Water,Water,Water,Water,Water,Water,Water
2463,Forest,Water,Water,Water,Water,Water,Water,Forest
2464,Forest,Water,Water,Water,Water,Water,Forest,Water
2465,Forest,Water,Water,Water,Water,Water,Forest,Forest
2466,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2467,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2468,Forest,Water,Water,Water,Water,Forest,Water,Water
2469,Forest,Water,Water,Water,Water,Forest,Water,Forest
2470,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2471,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2472,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2473,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2474,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2475,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2476,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2477,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2478,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2479,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2480,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Water
2481,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2482,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Water,Forest
2483,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2484,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2485,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2486,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2487,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2488,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2489,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2490,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2491,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2492,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2493,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2494,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2495,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2496,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2497,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2498,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2499,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2500,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2501,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2502,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2503,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2504,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2505,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2506,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2507,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2508,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2509,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2510,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2511,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2512,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2513,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2514,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2515,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2516,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2517,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2518,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2519,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2520,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2521,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2522,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2523,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2524,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
2525,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2526,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
2527,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2528,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2529,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2530,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2531,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2532,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2533,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2534,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2535,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2536,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2537,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2538,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2539,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2540,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2541,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2542,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2543,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2544,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2545,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2546,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2547,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2548,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2549,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2550,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2551,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2552,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2553,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2554,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2555,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2556,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2557,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2558,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2559,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2560,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2561,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2562,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2563,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2564,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
2565,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2566,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2567,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2568,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2569,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2570,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2571,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2572,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2573,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2574,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2575,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2576,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2577,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2578,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2579,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2580,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2581,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2582,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2583,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2584,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2585,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2586,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2587,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2588,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2589,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
2590,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2591,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2592,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2593,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2594,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2595,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2596,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2597,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2598,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2599,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2600,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2601,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2602,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2603,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2604,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2605,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2606,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2607,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2608,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2609,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2610,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2611,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2612,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2613,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2614,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2615,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2616,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2617,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2618,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
2620,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2621,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2622,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2623,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2624,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
2625,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2626,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
2627,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2628,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2629,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2630,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2631,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2632,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Forest
2633,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2634,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2639,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
2640,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2641,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2642,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
2643,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2644,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
2645,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2646,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2647,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2648,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
2649,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2650,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2651,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2652,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2653,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2654,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2655,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2656,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2657,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
2658,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2659,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2660,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2661,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2662,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2663,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2664,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2665,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2666,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2667,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2668,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2669,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
2670,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2671,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2672,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2673,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2674,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2675,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2676,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2677,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2678,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2679,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2680,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2681,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2682,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2683,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2684,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2685,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2686,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2687,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2688,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2689,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2690,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2691,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
2692,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2693,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2694,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2695,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2696,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2697,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2698,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2699,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
2700,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2701,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2702,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2703,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2704,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2705,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
2706,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
2707,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
2708,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2709,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
2710,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
2711,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Wetland,Water
2712,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Wetland,Forest
2713,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
2714,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2715,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2716,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2717,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2718,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2719,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2720,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
2721,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2722,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2723,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2724,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2725,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2726,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2727,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
2728,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2729,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2730,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2731,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2732,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2733,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2734,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2735,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2736,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2737,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2738,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2739,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2740,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
2741,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2742,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2743,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2744,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2745,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2746,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2747,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2748,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2749,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2750,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2751,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,NULL
2752,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
2753,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
2754,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
2755,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2756,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2757,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2758,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2759,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2760,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2761,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
