Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUQ_M_R
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Shrubland,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
