Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZB_M_R
1109,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1110,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1111,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1112,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1113,Forest,Water,Water,NULL,Water,NULL,Water,Water
1114,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1115,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1116,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1117,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1118,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1119,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1120,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1121,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
1122,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1123,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1124,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1125,Forest,Water,Water,NULL,Water,Water,Water,Water
1126,Forest,Water,Water,NULL,Water,Water,Water,Forest
1127,Forest,Water,Water,NULL,Water,Water,Forest,Water
1128,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1129,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1130,Forest,Water,Water,NULL,Water,Forest,Water,Water
1131,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1132,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1133,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1134,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1135,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1136,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1137,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1138,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1139,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1140,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1141,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1142,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1143,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
1144,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1145,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1146,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1147,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1148,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1149,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1150,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1151,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1152,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1153,Forest,Water,Water,Water,Water,NULL,Water,Water
1154,Forest,Water,Water,Water,Water,NULL,Water,Forest
1155,Forest,Water,Water,Water,Water,NULL,Forest,Water
1156,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1157,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1158,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1159,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1160,Forest,Water,Water,Water,Water,Wetland,Water,Water
1161,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1162,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1163,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
1164,Forest,Water,Water,Water,Water,Water,Wetland,Water
1165,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1166,Forest,Water,Water,Water,Water,Water,Water,Bareland
1167,Forest,Water,Water,Water,Water,Water,Water,Water
1168,Forest,Water,Water,Water,Water,Water,Water,Forest
1169,Forest,Water,Water,Water,Water,Water,Forest,Bareland
1170,Forest,Water,Water,Water,Water,Water,Forest,Water
1171,Forest,Water,Water,Water,Water,Water,Forest,Forest
1172,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1173,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1174,Forest,Water,Water,Water,Water,Forest,Water,Water
1175,Forest,Water,Water,Water,Water,Forest,Water,Forest
1176,Forest,Water,Water,Water,Water,Forest,Forest,Water
1177,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1178,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1179,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1180,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1181,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1182,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1183,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1184,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1185,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1186,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1187,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1188,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
1189,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1190,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1191,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1192,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1193,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1194,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1195,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1196,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1197,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1198,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1199,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1200,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1201,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1202,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1203,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1204,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1205,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1206,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1207,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1208,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1209,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1210,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1211,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1212,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1213,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1214,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1215,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1216,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1217,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1218,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1219,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1220,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1221,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1222,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1223,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1224,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1225,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1226,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1227,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1228,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1229,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1230,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1231,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1232,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1233,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1234,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1235,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1236,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1237,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1238,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1239,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1240,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1241,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1242,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1243,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1244,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1245,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1246,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1247,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1248,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1249,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1250,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1251,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1252,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1253,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1254,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1255,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
1256,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1257,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1258,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1259,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1260,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1261,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1262,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1263,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1264,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1265,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1266,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1267,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1268,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1269,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1270,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1271,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1272,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1273,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1274,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1275,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1276,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1277,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1278,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1279,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1280,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1281,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1282,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1283,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1284,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1285,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1286,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1287,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1288,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1289,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1290,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1291,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1292,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1293,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1294,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1295,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1296,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1297,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1298,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1299,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1300,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1301,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1302,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1303,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1304,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1305,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1306,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1307,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1308,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1309,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1310,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1311,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1312,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1313,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1314,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1315,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1316,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1317,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1318,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1319,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1320,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1321,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1322,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1323,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1324,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1325,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1326,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1327,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1328,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1329,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1330,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1331,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1332,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1333,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1334,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1335,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1336,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
1337,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1338,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1339,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
1340,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1341,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1342,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1343,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1344,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1345,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1346,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1347,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1348,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1349,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1350,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1351,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1352,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1353,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1354,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1355,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1356,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
1357,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1358,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1359,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1360,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1361,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1362,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1363,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1364,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1365,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1366,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1367,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1368,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1369,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1370,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1371,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1372,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1373,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1374,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1375,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1376,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1377,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1378,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1379,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1380,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1381,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1382,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1383,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1384,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1385,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1386,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1387,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1388,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1389,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Bareland
1390,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1391,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1392,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1393,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1394,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1395,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
1396,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1397,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1398,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1399,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1400,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1401,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1402,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1403,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1404,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1405,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1406,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1407,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1408,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1409,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1410,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1411,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1412,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1413,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1414,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1415,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1416,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1417,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1418,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1419,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1420,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1421,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1422,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1423,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1424,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1425,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1426,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1427,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
1428,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1429,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1430,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1431,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1432,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1433,Forest,Forest,Water,NULL,Water,Water,Water,Water
1434,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1435,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1436,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1437,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1438,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1439,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1440,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1441,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1442,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1443,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1444,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1445,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1446,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1447,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1448,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1449,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1450,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1451,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1452,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1453,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1454,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1455,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1456,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1457,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1458,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1459,Forest,Forest,Water,Water,Water,Water,Water,Water
1460,Forest,Forest,Water,Water,Water,Water,Water,Forest
1461,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1462,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1463,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1464,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1465,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1466,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1467,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1468,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1469,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1470,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1471,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1472,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1473,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1474,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1475,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1476,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1477,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
