Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXA_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Wetland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Wetland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
489,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
490,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
491,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
492,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
493,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
494,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
495,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
497,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
499,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
500,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
502,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
503,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Bareland
504,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Wetland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Bareland,Wetland
513,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Bareland,Bareland
514,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
515,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
516,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
517,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
519,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
521,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
523,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
524,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
526,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
528,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
529,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
531,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
533,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
535,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
539,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
540,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
543,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
545,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,NULL
546,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
548,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
549,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
557,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
559,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
561,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
562,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
565,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
567,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
568,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
571,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
572,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
573,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
574,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
575,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
576,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
577,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
578,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
579,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
652,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
654,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
