Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRH_M_R
4974,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
4975,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
4976,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4977,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4978,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4979,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
4980,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4981,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
4982,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
4983,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
4984,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
4985,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4986,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4987,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4988,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4989,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4990,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4991,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4992,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4993,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4994,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4995,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4996,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4997,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4998,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4999,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5000,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5001,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5002,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5003,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5004,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5005,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5006,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5007,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5008,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5009,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5010,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5011,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
5012,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5013,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5014,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5015,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5016,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5017,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5018,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5019,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5020,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5021,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5022,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5023,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5024,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5025,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5026,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5027,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5028,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5029,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5030,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
5031,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5032,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5033,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
5034,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5035,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5036,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5037,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5038,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5039,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5040,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5041,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5042,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5043,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5044,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5045,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5046,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5047,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5048,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5049,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5050,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5051,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5052,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5053,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5054,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5055,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5056,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5057,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
5058,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5059,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5060,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5061,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5062,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
5063,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5064,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5065,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5066,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5067,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5068,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5069,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5070,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5071,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5072,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5073,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5074,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5075,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5076,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5077,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5078,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5079,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5080,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5081,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5082,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5083,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5084,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5085,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5086,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5087,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5088,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5089,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5090,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5091,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5092,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5093,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5094,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
5095,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5096,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5097,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5098,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5099,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5100,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5101,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5102,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5103,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5104,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5105,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5106,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5107,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5108,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5109,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5110,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5111,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5112,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5113,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
5114,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
5115,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
5116,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5117,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5118,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5119,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5120,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5121,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
5122,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5123,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5124,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5125,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5126,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5127,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5128,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5129,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5130,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5131,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5132,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5133,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5134,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
5135,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5136,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5137,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5138,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5139,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5140,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5141,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5142,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5143,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5144,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5145,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5146,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5148,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5149,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5150,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5151,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5152,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5153,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
5154,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5155,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5156,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5157,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5158,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5159,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5160,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5161,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5162,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5163,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5164,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5165,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
5166,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5167,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5168,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5169,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5170,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5171,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
5172,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
5173,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5174,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5175,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5176,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5177,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5178,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5179,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5180,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5181,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5182,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5183,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5184,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5185,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
5186,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5187,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5188,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5189,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
5190,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5191,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5192,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5193,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5194,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
5195,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5196,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5197,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5198,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5199,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5200,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5201,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5202,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5203,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5204,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5205,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5206,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5207,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5208,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5209,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5210,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
5211,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5212,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5213,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5214,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5215,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5216,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5217,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5218,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5219,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5220,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5221,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5222,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5223,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5224,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5225,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5226,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5227,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5228,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5229,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5230,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5231,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5232,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5233,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
5234,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5235,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5236,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
5237,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
5238,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5239,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5240,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5241,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5242,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
5243,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5244,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
5245,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5246,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
5247,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
5248,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5249,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
5250,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5251,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5252,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5253,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5254,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5255,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5256,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5257,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5258,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5259,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
5260,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5261,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
5262,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
5263,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
5264,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
5265,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
5266,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
5267,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5268,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
5269,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5270,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
5271,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5272,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5273,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5274,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
5275,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5276,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5277,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
5278,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5279,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5280,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5281,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5282,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
5283,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
5284,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5285,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
5286,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5287,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5288,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5289,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5290,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
5291,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5292,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5293,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5294,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5295,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5296,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
5297,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5298,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5299,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5300,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5301,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5302,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5303,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
5304,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
