Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R
8117,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8118,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8119,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8120,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8121,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8122,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8123,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8124,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8125,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8126,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8127,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8128,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8129,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8130,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8131,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8132,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8133,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8134,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8135,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8136,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8137,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8138,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8139,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8140,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8141,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8142,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8143,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8144,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8145,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8146,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8147,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8148,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8149,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8150,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8151,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8152,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8153,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8154,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8155,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8156,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8157,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8158,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8159,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8160,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8161,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
8162,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
8163,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
8164,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
8165,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
8166,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
8167,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8168,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8169,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8170,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
8171,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
8172,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8173,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8174,Forest,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
8175,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
8176,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
8177,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
8178,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8179,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8180,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8181,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8182,Forest,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Forest
8183,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
8184,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8185,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8186,Forest,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8187,Forest,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
8188,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
8189,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
8190,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8191,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
8192,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
8193,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Cropland
8194,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
8195,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8196,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8197,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8198,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8199,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8200,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8201,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8202,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8203,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8204,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8205,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
8206,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8207,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8208,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8209,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8210,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
8211,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8212,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8213,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8214,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8215,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
8216,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
8217,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8218,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
8219,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
8220,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
8221,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
8222,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
8223,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8224,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
8225,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8226,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Forest
8227,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
8228,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
8229,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
8230,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
8231,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8232,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8233,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8234,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
8235,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8236,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8237,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8238,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8239,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
8240,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8241,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8242,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8243,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
8244,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8245,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8246,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8247,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8248,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8249,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8250,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8251,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8252,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
8253,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
8254,Forest,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
8255,Forest,Cropland,Water,Non_Water,Water,Bareland,Bareland,Grassland
8256,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8257,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8258,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8259,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8260,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8261,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8262,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8263,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8264,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8265,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8266,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8267,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8268,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8269,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8270,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8271,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8272,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8273,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8274,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8275,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8276,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8277,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8278,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8279,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8280,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8281,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8282,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8283,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8284,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8285,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8286,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8287,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8288,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8289,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8290,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8291,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8292,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8293,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8294,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8295,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8296,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8297,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8298,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8299,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
8300,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8301,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8302,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8303,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8304,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8305,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
8306,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8307,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8308,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8309,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8310,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8311,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8312,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
8313,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8314,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8315,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8316,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8317,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8318,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
8319,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8320,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8321,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8322,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8323,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8324,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8325,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8326,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
8327,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8328,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8329,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8330,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8331,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8332,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8333,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8334,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8335,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8336,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8337,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8338,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8339,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8340,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8341,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8342,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8343,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8344,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8345,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8346,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8347,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8348,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8349,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8350,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8351,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8352,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
8353,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8354,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8355,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
8356,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8357,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8358,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8359,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8360,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8361,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8362,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8363,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8364,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8365,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8366,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8367,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8368,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8369,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8370,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8371,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8372,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8373,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8374,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8375,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8376,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8377,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8378,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8379,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8380,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8381,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
8382,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
8383,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
8384,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
8385,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8386,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8387,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8388,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8389,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8390,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8391,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8392,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8393,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8394,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
8395,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8396,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8397,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8398,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8399,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8400,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8401,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8402,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8403,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8404,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
8405,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8406,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
8407,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
8408,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8409,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
8410,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8411,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8412,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Water
8413,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
8414,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8415,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8416,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8417,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
8418,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8419,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Water
8420,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8421,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8422,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8423,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
8424,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
8425,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8426,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
8427,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
8428,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
8429,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
8430,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
8431,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
8432,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
8433,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8434,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
8435,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
