Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
459,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
460,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
461,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
462,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
463,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
464,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
465,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
466,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
467,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
468,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
469,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
472,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
474,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
475,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
476,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
477,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
478,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
479,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
481,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
484,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
485,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
486,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
487,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
488,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
489,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
490,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Built-up
491,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
494,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
498,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
503,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
504,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
508,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
511,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
513,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
514,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
516,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
520,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
521,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
522,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
523,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
524,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
525,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
651,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
652,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
656,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
657,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
658,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
659,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
660,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
661,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
