Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFN_M_R
1094,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1095,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1096,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1097,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1098,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1099,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1100,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1101,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1102,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1103,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1104,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1105,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1106,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1107,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1108,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1109,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1110,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1111,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1112,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1113,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1114,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1115,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1116,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1117,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1118,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1119,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1120,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1121,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1122,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1123,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1124,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1125,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1126,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1127,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1128,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1129,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1130,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1131,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1132,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1133,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1134,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1135,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1136,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1137,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1138,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1139,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1140,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1141,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1142,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1143,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1144,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1145,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1146,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1147,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1148,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1149,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1150,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1151,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1152,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1153,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1154,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1155,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1156,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1157,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1158,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1159,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1160,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1161,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1162,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1163,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1164,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1165,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1166,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1167,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1168,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1169,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1170,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
1171,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1172,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1173,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1174,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1175,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1176,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1177,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1178,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1179,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1180,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
