Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFR_M_R
2826,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2827,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2828,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2829,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2830,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2831,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
2832,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2833,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2834,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2835,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2836,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2837,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2838,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2839,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2840,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2841,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2842,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2843,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2844,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2845,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2846,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2847,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2848,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Bareland,Water
2849,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2850,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
2851,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
2852,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
2853,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2854,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2855,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2856,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2857,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2858,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2859,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2860,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2861,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2862,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
2863,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2864,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2865,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2866,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2867,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2868,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2869,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2870,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2871,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2872,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2873,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2874,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2875,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2876,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2877,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2878,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2879,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2880,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2881,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2882,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2883,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2884,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2885,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2886,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2887,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2888,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2889,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
2890,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2891,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2892,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2893,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2894,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2895,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
2896,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2897,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2898,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2899,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
2900,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2901,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2902,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2903,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2904,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2905,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2906,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2907,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2908,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2909,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2910,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
2911,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2912,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2913,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2914,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2915,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2916,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2917,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
2918,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
2919,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2920,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
2921,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2922,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Water
2923,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
2924,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2925,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2926,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2927,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2928,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2929,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2930,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
2931,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2932,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
2933,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2934,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
2935,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2936,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
2937,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2938,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
2939,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
2940,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
2941,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Water
2942,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
2943,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
2944,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2945,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2946,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2947,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2948,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2949,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2950,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2951,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2952,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2953,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2954,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2955,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2956,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2957,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2958,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2959,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2960,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2961,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2962,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
2963,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2964,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2965,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2966,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2967,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2968,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
2969,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2970,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2971,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2972,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2973,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2974,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2975,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
2976,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2977,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2978,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2979,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2980,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2981,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2982,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2983,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2984,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2985,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2986,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2987,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2988,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2989,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
2990,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2991,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2992,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2993,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2994,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2995,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2996,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2997,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2998,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2999,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3000,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3001,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3002,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3003,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3004,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3005,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3006,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
3007,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3008,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3009,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
3010,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
3011,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
3012,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3013,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
3014,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3015,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3016,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3017,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
3018,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
3019,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
3020,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
3021,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3022,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
3023,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3024,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3025,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
3026,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3027,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3028,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3029,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3030,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3031,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3032,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3033,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
3034,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Water
3035,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3036,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
3037,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3038,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
3039,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3040,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3041,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3042,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3043,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3044,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3045,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
3046,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3047,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
3048,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3049,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3050,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3051,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3052,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3053,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3054,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
3055,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3056,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3057,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3058,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3059,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3060,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3061,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
3062,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3063,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3064,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3065,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3066,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3067,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3068,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
3069,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3070,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3071,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3072,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3073,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
3074,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3075,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3076,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3077,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3078,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Water
3079,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
3080,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3081,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
3082,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3083,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3084,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
3085,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3086,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3087,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3088,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3089,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
3090,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
3091,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3092,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3093,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
3094,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
3095,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3096,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3097,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Water
3098,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
3099,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
3100,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
3101,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3102,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
3103,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3104,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
3105,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3106,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
3107,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3108,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
3109,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
3110,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3111,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3112,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3113,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3114,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3115,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3116,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
3117,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
3118,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3119,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
3120,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
3121,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
3122,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
3123,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
3124,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
3125,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
3126,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3127,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3128,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3129,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Water
3130,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
3131,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3132,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3133,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
3134,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3135,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3136,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
3137,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
3138,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
3139,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3140,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
3141,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
3142,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3143,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3144,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3145,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3146,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
3147,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
3148,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3149,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
3150,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
3151,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
3152,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
3153,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Forest
3154,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3155,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
3156,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3157,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3158,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3159,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
3160,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
3161,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3162,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3163,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3164,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3165,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3166,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
3167,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3168,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3169,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3170,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
