Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R
1280,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1281,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1282,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1283,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1284,Water,NULL,NULL,NULL,Non_Wetland,NULL
1285,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1286,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1287,Water,NULL,NULL,NULL,Non_Wetland,Water
1288,Water,NULL,NULL,NULL,Non_Wetland,Forest
1289,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1290,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1291,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1292,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1293,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1294,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1295,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1296,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1297,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1298,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1299,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1300,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1301,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1302,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1303,Water,NULL,Shrubland,Water,Non_Wetland,Water
1304,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1305,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1306,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1307,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1308,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1309,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1310,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1311,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1312,Water,NULL,Grassland,Water,Non_Wetland,Forest
1313,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1314,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1315,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1316,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1317,Water,NULL,Cropland,NULL,Non_Wetland,Water
1318,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1319,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1320,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1321,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1322,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1323,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1324,Water,NULL,Cropland,Water,Non_Wetland,Water
1325,Water,NULL,Cropland,Water,Non_Wetland,Forest
1326,Water,NULL,Wetland,NULL,Wetland,Grassland
1327,Water,NULL,Wetland,NULL,Wetland,Water
1328,Water,NULL,Wetland,NULL,Wetland,Forest
1329,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1330,Water,NULL,Wetland,Non_Water,Wetland,Water
1331,Water,NULL,Wetland,Non_Water,Wetland,Forest
1332,Water,NULL,Wetland,Water,Wetland,Bareland
1333,Water,NULL,Wetland,Water,Wetland,Water
1334,Water,NULL,Wetland,Water,Wetland,Forest
1335,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1336,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1337,Water,NULL,Bareland,NULL,Non_Wetland,Water
1338,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1339,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1340,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1341,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1342,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1343,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1344,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1345,Water,NULL,Bareland,Water,Non_Wetland,Water
1346,Water,NULL,Bareland,Water,Non_Wetland,Forest
1347,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1348,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1349,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1350,Water,NULL,Water,NULL,Water,Grassland
1351,Water,NULL,Water,NULL,Water,Bareland
1352,Water,NULL,Water,NULL,Water,Water
1353,Water,NULL,Water,NULL,Water,Forest
1354,Water,NULL,Water,Non_Water,Water,Grassland
1355,Water,NULL,Water,Non_Water,Water,Forest
1356,Water,NULL,Water,Water,Water,Grassland
1357,Water,NULL,Water,Water,Water,Bareland
1358,Water,NULL,Water,Water,Water,Water
1359,Water,NULL,Water,Water,Water,Forest
1360,Water,NULL,Forest,NULL,Non_Wetland,NULL
1361,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1362,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1363,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1364,Water,NULL,Forest,NULL,Non_Wetland,Water
1365,Water,NULL,Forest,NULL,Non_Wetland,Forest
1366,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1367,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1368,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1369,Water,NULL,Forest,Water,Non_Wetland,Grassland
1370,Water,NULL,Forest,Water,Non_Wetland,Bareland
1371,Water,NULL,Forest,Water,Non_Wetland,Water
1372,Water,NULL,Forest,Water,Non_Wetland,Forest
1373,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1374,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1375,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1376,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1377,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1378,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1379,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1380,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1381,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1382,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1383,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1384,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1385,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1386,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1387,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1388,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1389,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1390,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1391,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1392,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1393,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1394,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1395,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1396,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1397,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1398,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1399,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1400,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1401,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1402,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1403,Water,Cropland,Cropland,Water,Non_Wetland,Water
1404,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1405,Water,Cropland,Wetland,NULL,Wetland,Forest
1406,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1407,Water,Cropland,Wetland,Water,Wetland,Water
1408,Water,Cropland,Wetland,Water,Wetland,Forest
1409,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1410,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1411,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1412,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1413,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1414,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1415,Water,Cropland,Bareland,Water,Non_Wetland,Water
1416,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1417,Water,Cropland,Water,NULL,Water,Cropland
1418,Water,Cropland,Water,NULL,Water,Bareland
1419,Water,Cropland,Water,NULL,Water,Water
1420,Water,Cropland,Water,NULL,Water,Forest
1421,Water,Cropland,Water,Non_Water,Water,Forest
1422,Water,Cropland,Water,Water,Water,Cropland
1423,Water,Cropland,Water,Water,Water,Water
1424,Water,Cropland,Water,Water,Water,Forest
1425,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1426,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1427,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1428,Water,Cropland,Forest,NULL,Non_Wetland,Water
1429,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1430,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1431,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1432,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1433,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1434,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1435,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1436,Water,Cropland,Forest,Water,Non_Wetland,Water
1437,Water,Cropland,Forest,Water,Non_Wetland,Forest
1438,Water,Wetland,Wetland,Water,Wetland,Forest
1439,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1440,Water,Wetland,Forest,Water,Non_Wetland,Forest
1441,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1442,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1443,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1444,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1445,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1446,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1447,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1448,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1449,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1450,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1451,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1452,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1453,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1454,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1455,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1456,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1457,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1458,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1459,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1460,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1461,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1462,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1463,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1464,Water,Bareland,Cropland,Water,Non_Wetland,Water
1465,Water,Bareland,Wetland,NULL,Wetland,Bareland
1466,Water,Bareland,Wetland,NULL,Wetland,Water
1467,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1468,Water,Bareland,Wetland,Non_Water,Wetland,Water
1469,Water,Bareland,Wetland,Water,Wetland,Bareland
1470,Water,Bareland,Wetland,Water,Wetland,Water
1471,Water,Bareland,Wetland,Water,Wetland,Forest
1472,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1473,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1474,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1475,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1476,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1477,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1478,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1479,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1480,Water,Bareland,Bareland,Water,Non_Wetland,Water
1481,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1482,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1483,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1484,Water,Bareland,Built-up,Water,Non_Wetland,Water
1485,Water,Bareland,Water,NULL,Water,Grassland
1486,Water,Bareland,Water,NULL,Water,Cropland
1487,Water,Bareland,Water,NULL,Water,Bareland
1488,Water,Bareland,Water,NULL,Water,Water
1489,Water,Bareland,Water,NULL,Water,Forest
1490,Water,Bareland,Water,Non_Water,Water,Bareland
1491,Water,Bareland,Water,Water,Water,Bareland
1492,Water,Bareland,Water,Water,Water,Water
1493,Water,Bareland,Water,Water,Water,Forest
1494,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1495,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1496,Water,Bareland,Forest,NULL,Non_Wetland,Water
1497,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1498,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1499,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1500,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1501,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1502,Water,Bareland,Forest,Water,Non_Wetland,Water
1503,Water,Bareland,Forest,Water,Non_Wetland,Forest
1504,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1505,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1506,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1507,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1508,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1509,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1510,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1511,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1512,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1513,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1514,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1515,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1516,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1517,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1518,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1519,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1520,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1521,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1522,Water,Built-up,Cropland,Water,Non_Wetland,Water
1523,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1524,Water,Built-up,Wetland,NULL,Wetland,Forest
1525,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1526,Water,Built-up,Wetland,Water,Wetland,Water
1527,Water,Built-up,Wetland,Water,Wetland,Forest
1528,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1529,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1530,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1531,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1532,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1533,Water,Built-up,Bareland,Water,Non_Wetland,Water
1534,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1535,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1536,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1537,Water,Built-up,Water,NULL,Water,Water
1538,Water,Built-up,Water,NULL,Water,Forest
1539,Water,Built-up,Water,Non_Water,Water,Bareland
1540,Water,Built-up,Water,Non_Water,Water,Water
1541,Water,Built-up,Water,Non_Water,Water,Forest
1542,Water,Built-up,Water,Water,Water,Bareland
1543,Water,Built-up,Water,Water,Water,Water
1544,Water,Built-up,Water,Water,Water,Forest
1545,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1546,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1547,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1548,Water,Built-up,Forest,NULL,Non_Wetland,Water
1549,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1550,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1551,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1552,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1553,Water,Built-up,Forest,Water,Non_Wetland,Bareland
1554,Water,Built-up,Forest,Water,Non_Wetland,Water
1555,Water,Built-up,Forest,Water,Non_Wetland,Forest
1556,Water,Water,NULL,NULL,Non_Wetland,Grassland
1557,Water,Water,NULL,NULL,Non_Wetland,Bareland
1558,Water,Water,NULL,NULL,Non_Wetland,Water
1559,Water,Water,NULL,NULL,Non_Wetland,Forest
1560,Water,Water,NULL,Non_Water,Non_Wetland,Water
1561,Water,Water,NULL,Water,Non_Wetland,Water
1562,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1563,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1564,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1565,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1566,Water,Water,Shrubland,NULL,Non_Wetland,Water
1567,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1568,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1569,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1570,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1571,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up
1572,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1573,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1574,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1575,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1576,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1577,Water,Water,Shrubland,Water,Non_Wetland,Water
1578,Water,Water,Shrubland,Water,Non_Wetland,Forest
1579,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1580,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1581,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1582,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1583,Water,Water,Grassland,NULL,Non_Wetland,Water
1584,Water,Water,Grassland,NULL,Non_Wetland,Forest
1585,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1586,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1587,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1588,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1589,Water,Water,Grassland,Water,Non_Wetland,Grassland
1590,Water,Water,Grassland,Water,Non_Wetland,Cropland
1591,Water,Water,Grassland,Water,Non_Wetland,Bareland
1592,Water,Water,Grassland,Water,Non_Wetland,Water
1593,Water,Water,Grassland,Water,Non_Wetland,Forest
1594,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1595,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1596,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1597,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1598,Water,Water,Cropland,NULL,Non_Wetland,Water
1599,Water,Water,Cropland,NULL,Non_Wetland,Forest
1600,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1601,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1602,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1603,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1604,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1605,Water,Water,Cropland,Water,Non_Wetland,Grassland
1606,Water,Water,Cropland,Water,Non_Wetland,Cropland
1607,Water,Water,Cropland,Water,Non_Wetland,Bareland
1608,Water,Water,Cropland,Water,Non_Wetland,Water
1609,Water,Water,Cropland,Water,Non_Wetland,Forest
1610,Water,Water,Wetland,NULL,Wetland,Grassland
1611,Water,Water,Wetland,NULL,Wetland,Bareland
1612,Water,Water,Wetland,NULL,Wetland,Water
1613,Water,Water,Wetland,NULL,Wetland,Forest
1614,Water,Water,Wetland,Non_Water,Wetland,Grassland
1615,Water,Water,Wetland,Non_Water,Wetland,Cropland
1616,Water,Water,Wetland,Non_Water,Wetland,Bareland
1617,Water,Water,Wetland,Non_Water,Wetland,Water
1618,Water,Water,Wetland,Non_Water,Wetland,Forest
1619,Water,Water,Wetland,Water,Wetland,Grassland
1620,Water,Water,Wetland,Water,Wetland,Cropland
1621,Water,Water,Wetland,Water,Wetland,Bareland
1622,Water,Water,Wetland,Water,Wetland,Water
1623,Water,Water,Wetland,Water,Wetland,Forest
1624,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1625,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1626,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1627,Water,Water,Bareland,NULL,Non_Wetland,Water
1628,Water,Water,Bareland,NULL,Non_Wetland,Forest
1629,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1630,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1631,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1632,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1633,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1634,Water,Water,Bareland,Water,Non_Wetland,Grassland
1635,Water,Water,Bareland,Water,Non_Wetland,Cropland
1636,Water,Water,Bareland,Water,Non_Wetland,Bareland
1637,Water,Water,Bareland,Water,Non_Wetland,Water
1638,Water,Water,Bareland,Water,Non_Wetland,Forest
1639,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1640,Water,Water,Built-up,NULL,Non_Wetland,Water
1641,Water,Water,Built-up,NULL,Non_Wetland,Forest
1642,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1643,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1644,Water,Water,Built-up,Water,Non_Wetland,Bareland
1645,Water,Water,Built-up,Water,Non_Wetland,Water
1646,Water,Water,Water,NULL,Water,Grassland
1647,Water,Water,Water,NULL,Water,Cropland
1648,Water,Water,Water,NULL,Water,Bareland
1649,Water,Water,Water,NULL,Water,Built-up
1650,Water,Water,Water,NULL,Water,Water
1651,Water,Water,Water,NULL,Water,Forest
1652,Water,Water,Water,Non_Water,Water,Grassland
1653,Water,Water,Water,Non_Water,Water,Cropland
1654,Water,Water,Water,Non_Water,Water,Bareland
1655,Water,Water,Water,Non_Water,Water,Water
1656,Water,Water,Water,Non_Water,Water,Forest
1657,Water,Water,Water,Water,Water,Grassland
1658,Water,Water,Water,Water,Water,Cropland
1659,Water,Water,Water,Water,Water,Bareland
1660,Water,Water,Water,Water,Water,Water
1661,Water,Water,Water,Water,Water,Forest
1662,Water,Water,Forest,NULL,Non_Wetland,Grassland
1663,Water,Water,Forest,NULL,Non_Wetland,Cropland
1664,Water,Water,Forest,NULL,Non_Wetland,Bareland
1665,Water,Water,Forest,NULL,Non_Wetland,Built-up
1666,Water,Water,Forest,NULL,Non_Wetland,Water
1667,Water,Water,Forest,NULL,Non_Wetland,Forest
1668,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1669,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1670,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1671,Water,Water,Forest,Non_Water,Non_Wetland,Water
1672,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1673,Water,Water,Forest,Water,Non_Wetland,Grassland
1674,Water,Water,Forest,Water,Non_Wetland,Cropland
1675,Water,Water,Forest,Water,Non_Wetland,Bareland
1676,Water,Water,Forest,Water,Non_Wetland,Water
1677,Water,Water,Forest,Water,Non_Wetland,Forest
1678,Water,Forest,NULL,NULL,Non_Wetland,NULL
1679,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1680,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1681,Water,Forest,NULL,NULL,Non_Wetland,Forest
1682,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1683,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1684,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1685,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1686,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1687,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1688,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1689,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1690,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1691,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1692,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1693,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1694,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1695,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1696,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1697,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1698,Water,Forest,Cropland,NULL,Non_Wetland,Water
1699,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1700,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1701,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1702,Water,Forest,Cropland,Water,Non_Wetland,Forest
1703,Water,Forest,Wetland,Water,Wetland,Water
1704,Water,Forest,Wetland,Water,Wetland,Forest
1705,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1706,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1707,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1708,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1709,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1710,Water,Forest,Bareland,Water,Non_Wetland,Bareland
1711,Water,Forest,Bareland,Water,Non_Wetland,Water
1712,Water,Forest,Bareland,Water,Non_Wetland,Forest
1713,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1714,Water,Forest,Water,NULL,Water,Forest
1715,Water,Forest,Water,Non_Water,Water,Water
1716,Water,Forest,Water,Non_Water,Water,Forest
1717,Water,Forest,Water,Water,Water,Water
1718,Water,Forest,Water,Water,Water,Forest
1719,Water,Forest,Forest,NULL,Non_Wetland,NULL
1720,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1721,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1722,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1723,Water,Forest,Forest,NULL,Non_Wetland,Water
1724,Water,Forest,Forest,NULL,Non_Wetland,Forest
1725,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1726,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1727,Water,Forest,Forest,Water,Non_Wetland,Water
1728,Water,Forest,Forest,Water,Non_Wetland,Forest
1729,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
