Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLD_M_R
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Bareland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
646,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
647,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
648,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
