Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R
1042,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1044,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1046,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1047,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1049,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1050,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1051,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1052,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1053,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1054,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1055,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1056,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1060,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1061,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1062,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1063,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1064,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1065,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1066,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1067,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1068,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1069,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1070,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1071,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1072,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1075,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1076,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1077,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1079,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1080,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1081,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1082,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1083,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1085,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1086,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1088,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1089,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1090,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1091,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1092,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1093,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1094,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1095,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1096,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1097,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1098,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1099,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1100,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1101,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1102,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1103,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1104,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1105,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1106,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1107,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1108,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1109,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1110,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1111,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1112,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1113,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1114,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1115,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1116,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1117,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1118,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1119,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1121,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1123,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1124,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1125,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1126,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1127,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1128,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1129,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1130,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1131,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1132,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1133,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1134,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1135,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1136,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1137,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1138,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1139,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1140,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1141,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1142,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1143,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1144,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1145,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1146,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1147,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1148,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1149,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1150,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1151,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1152,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1153,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1154,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1155,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1156,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1157,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1158,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1159,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1160,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1161,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1162,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1163,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1164,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1165,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1166,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1167,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1168,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1169,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1171,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1172,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1173,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1174,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1177,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1178,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1179,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1180,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1181,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1182,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1183,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1184,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1185,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1186,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1188,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1189,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1190,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1191,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1192,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1193,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1194,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1195,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1196,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1197,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1198,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1199,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1200,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1201,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1202,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1203,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1204,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1205,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1206,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1207,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1208,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1209,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1210,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1211,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1212,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1213,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1214,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1215,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1216,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1217,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1218,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1219,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1220,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1221,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1222,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1223,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1224,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1225,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1226,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1227,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1229,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1230,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1231,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1232,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1233,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1234,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1235,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1236,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1237,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1238,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1239,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1240,Water,Water,Water,NULL,Water,NULL,NULL,Water
1241,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1242,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1243,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1244,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1245,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1246,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1247,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1248,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1249,Water,Water,Water,Water,Water,NULL,NULL,Water
1250,Water,Water,Water,Water,Water,NULL,NULL,Forest
1251,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1253,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1254,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1255,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1256,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1257,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1258,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1259,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1260,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1261,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1262,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1263,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1264,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1266,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1267,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1268,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1269,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1270,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1271,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1272,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1273,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1274,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1275,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1276,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1277,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1278,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1279,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1280,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1281,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1282,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1283,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1284,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1285,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1286,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1287,Water,Forest,Water,Water,Water,NULL,NULL,Water
1288,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1289,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1291,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1292,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1293,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1294,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1295,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1296,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1298,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1299,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1301,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1302,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1303,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1304,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1305,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1306,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1307,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1308,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1309,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1310,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1311,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1312,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1313,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1314,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1315,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1317,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1318,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1319,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1320,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1321,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1322,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1323,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1325,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1326,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1327,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1328,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1329,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1330,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1331,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1332,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1333,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1334,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1335,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1336,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1337,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1338,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1339,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1340,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1341,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1342,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1343,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1344,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1345,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1346,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1347,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1348,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1349,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1350,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1351,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1352,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1353,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1354,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1355,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1356,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1357,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1358,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1359,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1360,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1361,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1362,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1363,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1364,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1365,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1366,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1368,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1369,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1370,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1371,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1372,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1373,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1374,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1375,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1376,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1377,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1378,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1379,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1380,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1381,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1382,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1383,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1384,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1385,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1386,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1387,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1388,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1389,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1391,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1392,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1393,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1394,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1395,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1396,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1397,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1398,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
