Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXR_M_R
330,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
331,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
332,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
333,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
335,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
336,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
338,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
340,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Bareland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
650,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
