Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFH_M_R
1517,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1518,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
1519,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
1520,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
1521,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1522,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1523,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1524,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1525,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1526,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL
1527,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
1528,Bareland,NULL,Wetland,Water,Wetland,NULL,Cropland
1529,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
1530,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
1531,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
1532,Bareland,NULL,Wetland,Water,Wetland,NULL,Forest
1533,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
1534,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1535,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1536,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1537,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1538,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL
1539,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1540,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1541,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1542,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1543,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1544,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1545,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1546,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1547,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1548,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1549,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1550,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1551,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
1552,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water
1553,Bareland,NULL,Water,NULL,Water,NULL,Wetland
1554,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
1555,Bareland,NULL,Water,Non_Water,Water,NULL,Wetland
1556,Bareland,NULL,Water,Water,Water,NULL,Grassland
1557,Bareland,NULL,Water,Water,Water,NULL,Wetland
1558,Bareland,NULL,Water,Water,Water,NULL,Bareland
1559,Bareland,NULL,Water,Water,Water,NULL,Water
1560,Bareland,NULL,Water,Water,Water,NULL,Forest
1561,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1562,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1563,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1564,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1565,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
1566,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1567,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1568,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1569,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1570,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1571,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1572,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1573,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland
1574,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
1575,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL
1576,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1577,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1578,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1579,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
1580,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1581,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1582,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1583,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Water
1584,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1585,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland
1586,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Water
1587,Bareland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1588,Bareland,Cropland,Wetland,Water,Wetland,NULL,Wetland
1589,Bareland,Cropland,Wetland,Water,Wetland,NULL,Bareland
1590,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water
1591,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1592,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland
1593,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1594,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1595,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland
1596,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,Wetland
1597,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,Bareland
1598,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,Water
1599,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
1600,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1601,Bareland,Cropland,Water,Non_Water,Water,NULL,Water
1602,Bareland,Cropland,Water,Water,Water,NULL,Water
1603,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1604,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1605,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1606,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1607,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1608,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1609,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1610,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1611,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1612,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1613,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1614,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1615,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1616,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1617,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1618,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1619,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1620,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1621,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1622,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1623,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1624,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1625,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1626,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1627,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1628,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1629,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1630,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
1631,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1632,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1633,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1634,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1635,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1636,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1637,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1638,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1639,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1640,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1641,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
1642,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1643,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1644,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1645,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1646,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
1647,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1648,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,Bareland
1649,Bareland,Wetland,Water,NULL,Water,NULL,Grassland
1650,Bareland,Wetland,Water,Water,Water,NULL,Grassland
1651,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1652,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1653,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1654,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1655,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1656,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Wetland
1657,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1658,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1659,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1660,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Wetland
1661,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1662,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1663,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1664,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1665,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1666,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1667,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1668,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1669,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1670,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1671,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Cropland
1672,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1673,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1674,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1675,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1676,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1677,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
1678,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1679,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1680,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1681,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1682,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1683,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1684,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
1685,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1686,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1687,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
1688,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1689,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1690,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1691,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1692,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1693,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1694,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1695,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1696,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1697,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1698,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1699,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL
1700,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1701,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Cropland
1702,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1703,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1704,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1705,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1706,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL
1707,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1708,Bareland,Bareland,Wetland,Water,Wetland,NULL,Cropland
1709,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1710,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1711,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1712,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1713,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1714,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Wetland
1715,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1716,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Forest
1717,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1718,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1719,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1720,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Forest
1721,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1722,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Wetland
1723,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1724,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1725,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Forest
1726,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1727,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1728,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1729,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Wetland
1730,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1731,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Grassland
1732,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Wetland
1733,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1734,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water
1735,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
1736,Bareland,Bareland,Water,NULL,Water,NULL,Wetland
1737,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
1738,Bareland,Bareland,Water,NULL,Water,NULL,Water
1739,Bareland,Bareland,Water,NULL,Water,NULL,Forest
1740,Bareland,Bareland,Water,Non_Water,Water,NULL,Grassland
1741,Bareland,Bareland,Water,Non_Water,Water,NULL,Wetland
1742,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland
1743,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1744,Bareland,Bareland,Water,Water,Water,NULL,Wetland
1745,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1746,Bareland,Bareland,Water,Water,Water,NULL,Water
1747,Bareland,Bareland,Water,Water,Water,NULL,Forest
1748,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1749,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1750,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1751,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1752,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1753,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1754,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1755,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1756,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1757,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1758,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1759,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
1760,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Forest
1761,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland
1762,Bareland,Built-up,Wetland,Water,Wetland,NULL,Bareland
1763,Bareland,Built-up,Wetland,Water,Wetland,NULL,Water
1764,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1765,Bareland,Built-up,Water,NULL,Water,NULL,Bareland
1766,Bareland,Built-up,Water,Water,Water,NULL,Water
1767,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1768,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
1769,Bareland,Water,NULL,Water,Non_Wetland,NULL,Wetland
1770,Bareland,Water,NULL,Water,Non_Wetland,NULL,Bareland
1771,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1772,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1773,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1774,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1775,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1776,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1777,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1778,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1779,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1780,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1781,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1782,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1783,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1784,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1785,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1786,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1787,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1788,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Water
1789,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1790,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1791,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1792,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1793,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1794,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1795,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1796,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1797,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1798,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
1799,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1800,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1801,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland
1802,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
1803,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1804,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1805,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL
1806,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1807,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1808,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1809,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1810,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1811,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland
1812,Bareland,Water,Wetland,Water,Wetland,NULL,Cropland
1813,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland
1814,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1815,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1816,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1817,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1818,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1819,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1820,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1821,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1822,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
1823,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1824,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Wetland
1825,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water
1826,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1827,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water
1828,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1829,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1830,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1831,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest
1832,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Wetland
1833,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Bareland
1834,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Water
1835,Bareland,Water,Water,NULL,Water,NULL,Bareland
1836,Bareland,Water,Water,NULL,Water,NULL,Water
1837,Bareland,Water,Water,NULL,Water,NULL,Forest
1838,Bareland,Water,Water,Non_Water,Water,NULL,Grassland
1839,Bareland,Water,Water,Water,Water,NULL,Grassland
1840,Bareland,Water,Water,Water,Water,NULL,Bareland
1841,Bareland,Water,Water,Water,Water,NULL,Water
1842,Bareland,Water,Water,Water,Water,NULL,Forest
1843,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1844,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1845,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1846,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1847,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1848,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1849,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1850,Bareland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1851,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
1852,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1853,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1854,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1855,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1856,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1857,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1858,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1859,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1860,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1861,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1862,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1863,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1864,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1865,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1866,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
1867,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1868,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
1869,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1870,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
1871,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1872,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Water
1873,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1874,Bareland,Forest,Wetland,Water,Wetland,NULL,Grassland
1875,Bareland,Forest,Wetland,Water,Wetland,NULL,Wetland
1876,Bareland,Forest,Wetland,Water,Wetland,NULL,Bareland
1877,Bareland,Forest,Wetland,Water,Wetland,NULL,Water
1878,Bareland,Forest,Wetland,Water,Wetland,NULL,Forest
1879,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1880,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1881,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1882,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Cropland
1883,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
1884,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1885,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1886,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1887,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water
1888,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1889,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water
