Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLV_M_R
4498,Forest,Water,Wetland,NULL,NULL,Forest,Forest,Water
4499,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4500,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4501,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4502,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4503,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4504,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4505,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Wetland
4506,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
4507,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4508,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
4509,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4510,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4511,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
4512,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4513,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4514,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4515,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
4516,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4517,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4518,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
4519,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4520,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4521,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
4522,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4523,Forest,Water,Wetland,NULL,Wetland,Grassland,Built-up,Forest
4524,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4525,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4526,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
4527,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4528,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4529,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4530,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4531,Forest,Water,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4532,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4533,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
4534,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4535,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4536,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4537,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4538,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4539,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4540,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4541,Forest,Water,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
4542,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4543,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4544,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4545,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4546,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4547,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4548,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4549,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
4550,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4551,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
4552,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4553,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
4554,Forest,Water,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
4555,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4556,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
4557,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
4558,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4559,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4560,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Wetland
4561,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
4562,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
4563,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
4564,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
4565,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4566,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4567,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
4568,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4569,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4570,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4571,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
4572,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4573,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
4574,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
4575,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
4576,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4577,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4578,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4579,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4580,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Grassland
4581,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Wetland
4582,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Bareland
4583,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
4584,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
4585,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4586,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
4587,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
4588,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4589,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4590,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
4591,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4592,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4593,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
4594,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
4595,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
4596,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
4597,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Wetland
4598,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
4599,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
4600,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4601,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
4602,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4603,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Bareland,Wetland
4604,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Bareland,Water
4605,Forest,Water,Water,NULL,NULL,NULL,Water,Wetland
4606,Forest,Water,Water,NULL,NULL,NULL,Water,Water
4607,Forest,Water,Water,NULL,NULL,Wetland,Wetland,Wetland
4608,Forest,Water,Water,NULL,NULL,Wetland,Water,Wetland
4609,Forest,Water,Water,NULL,NULL,Wetland,Forest,Wetland
4610,Forest,Water,Water,NULL,NULL,Bareland,Bareland,Bareland
4611,Forest,Water,Water,NULL,NULL,Water,Wetland,Wetland
4612,Forest,Water,Water,NULL,NULL,Water,Wetland,Water
4613,Forest,Water,Water,NULL,NULL,Water,Water,Wetland
4614,Forest,Water,Water,NULL,NULL,Water,Water,Water
4615,Forest,Water,Water,NULL,NULL,Water,Forest,Wetland
4616,Forest,Water,Water,NULL,NULL,Forest,Wetland,Wetland
4617,Forest,Water,Water,NULL,NULL,Forest,Water,Grassland
4618,Forest,Water,Water,NULL,NULL,Forest,Water,Wetland
4619,Forest,Water,Water,NULL,NULL,Forest,Water,Water
4620,Forest,Water,Water,NULL,NULL,Forest,Forest,Wetland
4621,Forest,Water,Water,NULL,NULL,Forest,Forest,Water
4622,Forest,Water,Water,NULL,Water,NULL,Grassland,Wetland
4623,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
4624,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
4625,Forest,Water,Water,NULL,Water,NULL,Water,Water
4626,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4627,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
4628,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4629,Forest,Water,Water,NULL,Water,Wetland,Forest,Wetland
4630,Forest,Water,Water,NULL,Water,Bareland,Bareland,Wetland
4631,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
4632,Forest,Water,Water,NULL,Water,Water,Water,Wetland
4633,Forest,Water,Water,NULL,Water,Forest,Wetland,Wetland
4634,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
4635,Forest,Water,Water,NULL,Water,Forest,Water,Water
4636,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4637,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4638,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4639,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4640,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4641,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
4642,Forest,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4643,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4644,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4645,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4646,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4647,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4648,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
4649,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4650,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4651,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4652,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4653,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4654,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4655,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4656,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
4657,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4658,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4659,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
4660,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
4661,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4662,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4663,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4664,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4665,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
4666,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4667,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
4668,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
4669,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4670,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4671,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4672,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4673,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4674,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4675,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
4676,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
4677,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4678,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4679,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4680,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4681,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
4682,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4683,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
4684,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4685,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4686,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4687,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
4688,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4689,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4690,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Wetland
4691,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
4692,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4693,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4694,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
4695,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
4696,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4697,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4698,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4699,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
4700,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4701,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4702,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
4703,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Bareland
4704,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4705,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
4706,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Wetland
4707,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4708,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Wetland
4709,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4710,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
4711,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4712,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4713,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4714,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4715,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4716,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4717,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4718,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4719,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
4720,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4721,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
4722,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4723,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4724,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4725,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4726,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4727,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
4728,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4729,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4730,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4731,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
4732,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
4733,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4734,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4735,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4736,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4737,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4738,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4739,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4740,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4741,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4742,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4743,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4744,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4745,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4746,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4747,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4748,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4749,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4750,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4751,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4752,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4753,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
4754,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4755,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4756,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4757,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
4758,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4759,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
4760,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
4761,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4762,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
4763,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4764,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4765,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
4766,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4767,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4768,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4769,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4770,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
4771,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Wetland
4772,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
4773,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4774,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
4775,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4776,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4777,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4778,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4779,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4780,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4781,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4782,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4783,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4784,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4785,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4786,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
4787,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4788,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4789,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4790,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4791,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4792,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4793,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
4794,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
4795,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4796,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4797,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4798,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4799,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4800,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4801,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4802,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4803,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
4804,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Wetland
4805,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
4806,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4807,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
4808,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4809,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4810,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4811,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4812,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4813,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4814,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4815,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4816,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4817,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4818,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
4819,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4820,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4821,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4822,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Wetland
4823,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4824,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4825,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
4826,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4827,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4828,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
4829,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4830,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4831,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4832,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4833,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
4834,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4835,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
4836,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
4837,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4838,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Wetland
4839,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Bareland
4840,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4841,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
