Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDR_M_R
333,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
334,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
335,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
336,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
337,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
338,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
339,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
340,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
341,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
342,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
343,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
344,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
345,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
346,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
347,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
348,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
349,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
350,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
351,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
352,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
353,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
354,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
355,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
356,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
357,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
358,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
359,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
360,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
361,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
362,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
363,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
364,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
365,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
366,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
367,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
368,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
369,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
370,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
371,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
372,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
373,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
374,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
375,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
376,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
377,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
378,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
380,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
381,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
382,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
383,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
384,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
385,NULL,NULL,Bareland,Water,Non_Wetland,Built-up,Bareland,Grassland
386,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
387,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
388,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
389,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
390,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
391,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
394,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
395,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
396,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
399,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
400,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
401,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
403,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
405,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
406,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
408,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
409,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
410,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
411,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
412,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
413,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
414,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
415,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
416,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
417,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
418,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
419,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
420,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
421,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
422,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
423,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
424,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
425,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
426,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
427,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
428,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
429,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
430,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
431,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
432,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
433,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
434,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
435,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
436,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
437,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
438,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
439,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
440,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
441,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
442,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
443,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Forest
444,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
445,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
446,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
447,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
449,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
450,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Forest
451,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
452,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Water
453,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
454,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
455,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
456,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
457,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
458,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
459,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
460,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
461,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
462,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
463,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
464,NULL,NULL,Water,NULL,Water,Built-up,Grassland,Grassland
465,NULL,NULL,Water,NULL,Water,Built-up,Bareland,Forest
466,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
467,NULL,NULL,Water,NULL,Water,Water,Bareland,Grassland
468,NULL,NULL,Water,NULL,Water,Water,Water,Water
469,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
470,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
471,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
472,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
473,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
474,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
475,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
476,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
477,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
478,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
479,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
480,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
481,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
482,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
483,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
484,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
485,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
486,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
487,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
488,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
489,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
490,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
491,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
492,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
493,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
494,NULL,NULL,Water,Water,Water,Wetland,Water,Water
495,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
496,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
497,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
498,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
499,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
500,NULL,NULL,Water,Water,Water,Bareland,Water,Water
501,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
502,NULL,NULL,Water,Water,Water,Water,Wetland,Water
503,NULL,NULL,Water,Water,Water,Water,Water,Grassland
504,NULL,NULL,Water,Water,Water,Water,Water,Water
505,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
506,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
507,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
509,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
510,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
511,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
513,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
514,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
515,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
517,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
518,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
520,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
522,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
524,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
525,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
526,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
528,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
529,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
530,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
531,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
532,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
533,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
534,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
535,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
536,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
537,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
538,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
540,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
541,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
542,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
543,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
544,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
547,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
548,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
549,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
550,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
551,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
552,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
553,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
554,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
556,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
557,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
558,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
559,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
560,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
561,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
562,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
563,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
564,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
565,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
566,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
567,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
569,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
570,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
571,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
572,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
573,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
574,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
575,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
576,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
577,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
578,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
579,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
580,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
581,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
582,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
583,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
584,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
585,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
586,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
587,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
588,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
589,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
590,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
591,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
592,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
593,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
594,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
595,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
596,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
597,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
598,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
599,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
600,NULL,NULL,Forest,Water,Non_Wetland,Water,Bareland,Grassland
601,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
602,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
603,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
604,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
605,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
606,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
607,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
608,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
609,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
610,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Cropland,Water,Water,Water,Water,Water,Water
612,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
613,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
614,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
615,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
616,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
617,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
618,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
619,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
620,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
621,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
622,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
623,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
624,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
625,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
626,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
627,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
628,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
629,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
630,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
631,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
632,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
633,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
634,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
635,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
636,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
637,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
638,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
639,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
640,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
641,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
642,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
643,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
644,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
645,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
646,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
647,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
648,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
649,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
650,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
651,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
652,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
653,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
654,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
655,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
656,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
657,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
658,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
659,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
660,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
661,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
662,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
663,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
664,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
665,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
666,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
667,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
668,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
669,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
670,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
671,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
672,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
673,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
674,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
675,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
676,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
677,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
678,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
679,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
