Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYT_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,NULL
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Wetland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
410,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
411,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
412,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
413,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
415,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
416,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
417,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
418,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
419,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
421,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
422,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
424,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
426,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
429,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
431,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
432,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
433,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
436,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
437,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
438,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
439,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
440,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
441,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
444,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
447,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
451,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
455,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
466,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
470,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
474,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
479,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
484,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
487,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
491,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
492,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
493,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
497,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
499,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
500,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
501,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
502,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
503,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
504,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
505,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
506,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
546,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
621,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
628,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
630,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
631,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
634,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
640,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
654,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
