Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKT_M_R
3974,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3975,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3976,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3977,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3978,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3979,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3980,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3981,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3982,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
3983,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3984,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3985,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3986,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3987,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
3988,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
3989,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
3990,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3991,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3992,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3993,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3994,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3995,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3996,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3997,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3998,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3999,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4000,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4001,Forest,Water,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
4002,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4003,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
4004,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
4005,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4006,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
4007,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4008,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4009,Forest,Water,Water,NULL,Water,NULL,Water,Water
4010,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4011,Forest,Water,Water,NULL,Water,NULL,Forest,Water
4012,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4013,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
4014,Forest,Water,Water,NULL,Water,Grassland,Water,Water
4015,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4016,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
4017,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4018,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
4019,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4020,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4021,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
4022,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
4023,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
4024,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
4025,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
4026,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
4027,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4028,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4029,Forest,Water,Water,NULL,Water,Water,Water,Grassland
4030,Forest,Water,Water,NULL,Water,Water,Water,Water
4031,Forest,Water,Water,NULL,Water,Water,Water,Forest
4032,Forest,Water,Water,NULL,Water,Water,Forest,Water
4033,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4034,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
4035,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4036,Forest,Water,Water,NULL,Water,Forest,Water,Water
4037,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4038,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4039,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4040,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4041,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4042,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4043,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4044,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4045,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4046,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
4047,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
4048,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
4049,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4050,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4051,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4052,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
4053,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4054,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4055,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4056,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
4057,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4058,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
4059,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4060,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
4061,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4062,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4063,Forest,Water,Water,Water,Water,NULL,Water,Water
4064,Forest,Water,Water,Water,Water,NULL,Water,Forest
4065,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4066,Forest,Water,Water,Water,Water,Grassland,Water,Water
4067,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
4068,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4069,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4070,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4071,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4072,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
4073,Forest,Water,Water,Water,Water,Wetland,Water,Water
4074,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4075,Forest,Water,Water,Water,Water,Wetland,Forest,Water
4076,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
4077,Forest,Water,Water,Water,Water,Bareland,Wetland,Grassland
4078,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
4079,Forest,Water,Water,Water,Water,Bareland,Water,Water
4080,Forest,Water,Water,Water,Water,Water,NULL,Forest
4081,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4082,Forest,Water,Water,Water,Water,Water,Wetland,Water
4083,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4084,Forest,Water,Water,Water,Water,Water,Water,Grassland
4085,Forest,Water,Water,Water,Water,Water,Water,Water
4086,Forest,Water,Water,Water,Water,Water,Water,Forest
4087,Forest,Water,Water,Water,Water,Water,Forest,Water
4088,Forest,Water,Water,Water,Water,Water,Forest,Forest
4089,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4090,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4091,Forest,Water,Water,Water,Water,Forest,Water,Water
4092,Forest,Water,Water,Water,Water,Forest,Water,Forest
4093,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4094,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4095,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4096,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4097,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4098,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4099,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4100,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4101,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4102,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4103,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4104,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4105,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4106,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4107,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4108,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4109,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4110,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4111,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
4112,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4113,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4114,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4115,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4116,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4117,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4118,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4119,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4120,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4121,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
4122,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4123,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4124,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4125,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4126,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4127,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4128,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4129,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4130,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4131,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4132,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4133,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4134,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4135,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4136,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4137,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
4138,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4139,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4140,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4141,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4142,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4143,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4144,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4145,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4146,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4147,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4148,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4149,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4150,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4151,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4152,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4153,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4154,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4155,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4156,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4157,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4158,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
4159,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
4160,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4161,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4162,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4163,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4164,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4165,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4166,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4167,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4168,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
4169,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4170,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4171,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4172,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4173,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4174,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4175,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4176,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4177,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4178,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4179,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4180,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4181,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4182,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4183,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4184,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4185,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4186,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4187,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4188,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4189,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4190,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4191,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4192,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4193,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4194,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4195,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4196,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4197,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4198,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4199,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4200,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4201,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4202,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4203,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4204,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4205,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4206,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4207,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4208,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4209,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4210,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4211,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4212,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4213,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4214,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4215,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4216,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4217,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4218,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4219,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4220,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4221,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4222,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4223,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
4224,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4225,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4226,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4227,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4228,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4229,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4230,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4231,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4232,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
4233,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
4234,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4235,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4236,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4237,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4238,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
4239,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4240,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4241,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4242,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4243,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4244,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4245,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4246,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4247,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4248,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4249,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4250,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
4251,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4252,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4253,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4254,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4255,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4256,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4257,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4258,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4259,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4260,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4261,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4262,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4263,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4264,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4265,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4266,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4267,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4268,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4269,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4270,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4271,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
4272,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4273,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4274,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4275,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4276,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4277,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4278,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
4279,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4280,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
4281,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4282,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
4283,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4284,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4285,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4286,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4287,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4288,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4289,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4290,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4291,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
4292,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4293,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4294,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4295,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4296,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
4297,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Water
4298,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4299,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
4300,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4301,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4302,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4303,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4304,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4305,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
4306,Forest,Forest,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
4307,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4308,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4309,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4310,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Grassland
4311,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
4312,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4313,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4314,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4315,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4316,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4317,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4318,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4319,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4320,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4321,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4322,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4323,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4324,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4325,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4326,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4327,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4328,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4329,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4330,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4331,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4332,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4333,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4334,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
