Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDC_M_R
335,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
336,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
337,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
338,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
339,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
340,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
341,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
342,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
343,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
344,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
345,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
346,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
347,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
349,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
350,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
351,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
353,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
354,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
355,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
356,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
357,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
358,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
359,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
360,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Cropland
361,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Wetland
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
365,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
366,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
367,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
368,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
369,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
371,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
373,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
374,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
375,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
376,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
377,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
378,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
379,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
380,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
381,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
382,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
383,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
384,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
385,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
386,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
387,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
388,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
389,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
390,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
391,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
392,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
393,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
394,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
395,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
396,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
397,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
398,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
399,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
400,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
401,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
402,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
403,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
404,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
405,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
406,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
407,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
408,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
409,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
410,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
411,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
412,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
413,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
414,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
415,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
416,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
417,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
418,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
420,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
421,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
422,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
424,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
425,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
426,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
427,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
428,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
429,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
430,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
431,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
432,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
433,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
435,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
436,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
437,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
438,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
439,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
440,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
441,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
442,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
443,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
444,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
445,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
446,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
447,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
448,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
450,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
451,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
452,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
453,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
454,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
455,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
456,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
457,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
458,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
459,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
460,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
461,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
462,NULL,Built-up,Water,Water,Water,NULL,NULL,Wetland
463,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
464,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
465,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
466,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
467,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
468,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
469,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
470,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
471,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
473,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
474,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
475,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
476,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
477,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
478,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
479,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
480,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
481,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
482,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
483,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
484,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
485,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
486,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
487,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
488,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
489,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
490,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
491,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
492,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
493,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
495,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
496,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
497,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
499,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
500,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
501,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
502,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
503,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
504,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
506,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
508,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
509,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
510,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
511,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
512,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
513,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
514,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
515,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
516,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
517,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
518,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
519,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
520,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
521,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
522,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
524,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
525,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
526,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
527,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
528,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
529,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
530,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
531,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
532,NULL,Water,Water,NULL,Water,NULL,NULL,Water
533,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
534,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
535,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
536,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
537,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
538,NULL,Water,Water,Water,Water,NULL,NULL,Water
539,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
540,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
541,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
543,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
544,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
545,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
546,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
547,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
548,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
549,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
550,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
551,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
552,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
553,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
554,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
555,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
556,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
557,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
558,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
560,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
561,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
562,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
563,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
564,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
565,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
566,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
567,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
568,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
570,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
571,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
572,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
573,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
574,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
575,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
576,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
577,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
578,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
579,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
580,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
581,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
582,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
583,NULL,Forest,Water,Water,Water,NULL,NULL,Water
584,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
585,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
586,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
587,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
588,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
589,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
590,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
591,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
592,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
593,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
594,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
595,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
596,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
597,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
598,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
599,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
601,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
602,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
603,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
604,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
605,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
606,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
607,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
608,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
609,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
610,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
611,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
612,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
613,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
614,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
616,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
617,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
618,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
619,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
620,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
621,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
622,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
623,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
624,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
625,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
626,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
627,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
628,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
629,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
630,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
631,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
632,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
633,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
634,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
635,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
636,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
637,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
638,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
639,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
640,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
641,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
642,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
643,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
644,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
645,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
647,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
648,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
649,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
650,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
651,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
652,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
653,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
654,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
655,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
656,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
657,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
658,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
659,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
660,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
661,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
662,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
663,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
664,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
665,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
666,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
668,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Wetland
669,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
670,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
672,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
673,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
674,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
675,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
676,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
