Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWB_M_R
1039,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1040,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1041,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1042,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1043,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1044,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1045,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1046,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1047,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1048,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1049,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1050,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1051,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1052,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1053,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1054,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1055,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1056,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1057,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1058,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1059,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1060,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1061,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1062,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1063,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1064,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1065,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1066,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1067,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1068,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
1069,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1070,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1071,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1072,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1073,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1074,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1075,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1076,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1077,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1078,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1079,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1080,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1081,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1082,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1083,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1084,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1085,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1086,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1087,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1088,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1089,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1090,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1091,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1092,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1093,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1094,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1095,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1096,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1097,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1098,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1099,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1100,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1101,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1102,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1103,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1104,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1105,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1106,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1107,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1108,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1109,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1110,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1111,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1112,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1113,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1114,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1115,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1116,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1117,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1118,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1119,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1120,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1121,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1122,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1123,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1124,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1125,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1126,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1127,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1128,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1129,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1130,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
1131,Forest,NULL,Water,Water,Water,Wetland,NULL,Grassland
1132,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1133,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
1134,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1135,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1136,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1137,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1138,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1139,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1140,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1141,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1142,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1143,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1144,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1145,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1146,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1147,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1148,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1149,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1150,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1151,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1152,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1153,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1154,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1155,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1156,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1157,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1158,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1159,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1160,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1161,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1162,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1163,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1164,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1165,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1166,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1167,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1168,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1169,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1170,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1171,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1172,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1173,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1174,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1175,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1176,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1177,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1178,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1179,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1180,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1181,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1182,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1183,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1184,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1185,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1186,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1187,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1188,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1189,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1190,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1191,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1192,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1193,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1194,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1195,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1196,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
1197,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1198,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1199,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1200,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1201,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1202,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1203,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1204,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1205,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1206,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1207,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1208,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1209,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1210,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1211,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1212,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1213,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1214,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1215,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1216,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1217,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1218,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1219,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1220,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
1221,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1222,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1223,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1224,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1225,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1226,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1227,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1228,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1229,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1230,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1231,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1232,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1233,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1234,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1235,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1236,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1237,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1238,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1239,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1240,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1241,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1242,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1243,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1244,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1245,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1246,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1247,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1248,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1249,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
1250,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1251,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1252,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1253,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
1254,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1255,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1256,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1257,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1258,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1259,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1260,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1261,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1262,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1263,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1264,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1265,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1266,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1267,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1268,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1269,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1270,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1271,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1272,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1273,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1274,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1275,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
1276,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1277,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1278,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1279,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1280,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1281,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1282,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1283,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1284,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1285,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1286,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1287,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1288,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1289,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1290,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1291,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1292,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1293,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1294,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1295,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1296,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1297,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1298,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1299,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1300,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1301,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1302,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1303,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1304,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1305,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1306,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1307,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1308,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1309,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1310,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1311,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1312,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1313,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1314,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
1315,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1316,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1317,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1318,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1319,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
1320,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1321,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1322,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1323,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1324,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1325,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1326,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1327,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1328,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1329,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1330,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1331,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1332,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1333,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1334,Forest,Water,Water,NULL,Water,NULL,Water,Water
1335,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1336,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1337,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1338,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1339,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1340,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1341,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1342,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1343,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1344,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1345,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1346,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
1347,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1348,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
1349,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1350,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1351,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1352,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1353,Forest,Water,Water,NULL,Water,Water,Water,Water
1354,Forest,Water,Water,NULL,Water,Water,Water,Forest
1355,Forest,Water,Water,NULL,Water,Water,Forest,Water
1356,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1357,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
1358,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1359,Forest,Water,Water,NULL,Water,Forest,Water,Water
1360,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1361,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1362,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1363,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1364,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1365,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1366,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1367,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1368,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1369,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1370,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
1371,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1372,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1373,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1374,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1375,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1376,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1377,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1378,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1379,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1380,Forest,Water,Water,Water,Water,NULL,Water,Water
1381,Forest,Water,Water,Water,Water,NULL,Water,Forest
1382,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1383,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1384,Forest,Water,Water,Water,Water,Grassland,Water,Water
1385,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1386,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1387,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1388,Forest,Water,Water,Water,Water,Wetland,Water,Water
1389,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1390,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1391,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1392,Forest,Water,Water,Water,Water,Bareland,Water,Forest
1393,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
1394,Forest,Water,Water,Water,Water,Water,Wetland,Water
1395,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1396,Forest,Water,Water,Water,Water,Water,Water,Grassland
1397,Forest,Water,Water,Water,Water,Water,Water,Wetland
1398,Forest,Water,Water,Water,Water,Water,Water,Bareland
