Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPL_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
460,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
461,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
462,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
463,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
464,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
465,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
468,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
469,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
470,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
472,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
473,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
474,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
475,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
476,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
477,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
478,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
479,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Bareland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
481,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
482,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
483,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
484,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
485,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
488,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
489,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
491,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
493,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
494,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
495,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
496,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
497,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
498,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
499,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
500,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
502,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
504,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
505,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
506,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
508,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
510,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
512,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
516,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
517,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
518,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
522,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
523,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
524,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
525,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
526,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
528,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
529,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
531,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
532,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
535,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
536,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
539,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
544,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
546,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
550,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
553,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
559,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
563,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
565,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
566,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
570,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
571,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
573,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
575,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
576,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
577,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
578,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
580,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
581,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
584,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
588,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
590,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
591,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
592,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
593,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
594,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
595,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
596,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
597,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
598,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
599,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
600,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
601,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
602,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
603,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
604,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
605,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
606,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
607,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
608,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
609,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
610,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
611,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
612,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
613,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
614,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
615,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
616,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
617,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
618,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
619,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,NULL
620,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
621,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
622,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
623,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Shrubland,Forest
624,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
625,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
626,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
627,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
628,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
629,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
630,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
631,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,NULL
632,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
633,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,NULL
634,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
635,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Cropland
636,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Wetland
637,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
638,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
639,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
640,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
641,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
642,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Shrubland,Grassland
643,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Forest
644,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Shrubland,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
