Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKG_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
634,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
635,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
636,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
638,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
639,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
640,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
641,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
642,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
643,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
644,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
645,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
646,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
647,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
