Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBD_M_R
9363,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
9364,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
9365,Forest,Wetland,Water,Water,Water,Water,Wetland,Bareland
9366,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
9367,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
9368,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
9369,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
9370,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
9371,Forest,Wetland,Water,Water,Water,Water,Water,Water
9372,Forest,Wetland,Water,Water,Water,Water,Water,Forest
9373,Forest,Wetland,Water,Water,Water,Forest,Wetland,Wetland
9374,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
9375,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
9376,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
9377,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9378,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9379,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
9380,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9381,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9382,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9383,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
9384,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9385,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9386,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9387,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9388,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9389,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9390,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9391,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9392,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9393,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9394,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9395,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9396,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9397,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9398,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9399,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9400,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9401,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9402,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9403,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9404,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9405,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9406,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9407,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9408,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9409,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
9410,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9411,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9412,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9413,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9414,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9415,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9416,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
9417,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9418,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
9419,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9420,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9421,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9422,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9423,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9424,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
9425,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
9426,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9427,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9428,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
9429,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9430,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
9431,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9432,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9433,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
9434,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9435,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9436,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9437,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
9438,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
9439,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9440,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
9441,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9442,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9443,Forest,Bareland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9444,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
9445,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9446,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9447,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9448,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9449,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9450,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
9451,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
9452,Forest,Bareland,Water,Water,Water,Water,Wetland,Wetland
9453,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9454,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9455,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9456,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9457,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9458,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9459,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9460,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9461,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9462,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9463,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9464,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9465,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9466,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9467,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9470,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9471,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9472,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9476,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9477,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9478,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9479,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9480,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9481,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9482,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9483,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9484,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9485,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9486,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9487,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9488,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9489,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9490,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9491,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9492,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9493,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9494,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9495,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9496,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9497,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9498,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9499,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9500,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9501,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9502,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9503,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9504,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
9505,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
9506,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9507,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9508,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9509,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9510,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9511,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9512,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9513,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9514,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
9515,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
9516,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9517,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9518,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9519,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9520,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9521,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9522,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9523,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9524,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9525,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9526,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
9527,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9528,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
9529,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
9530,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9531,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
9532,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
9533,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
9534,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9535,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9536,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9537,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland,Water,Forest
9538,Forest,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Forest
9539,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
9540,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
9541,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9542,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9543,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9544,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9545,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9546,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9547,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9548,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9549,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9550,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9551,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
9552,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
9553,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9554,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
9555,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9556,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
9557,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9558,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9559,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
9560,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
9561,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
9562,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
9563,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
9564,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
9565,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9566,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9567,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
9568,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
9569,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9570,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9571,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9572,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9573,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9574,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9575,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9576,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9577,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9578,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9579,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9580,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9581,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9582,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9583,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9584,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9585,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9586,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
9587,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
9588,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
9589,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
9590,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9591,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9592,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9593,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9594,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9595,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
9596,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9597,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
9598,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9599,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9600,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9601,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9602,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9603,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9604,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9605,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9606,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
9607,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9608,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9609,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9610,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9611,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9612,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9613,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
9614,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9615,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9616,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
9617,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9618,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9619,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9620,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9621,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9622,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9623,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9624,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9625,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
9626,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
9627,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9628,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
9629,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
9630,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
9631,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9632,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
9633,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9634,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9635,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9636,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9637,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Bareland
9638,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9639,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9640,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
9641,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9642,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9643,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
9644,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9645,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9646,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
9647,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
9648,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
9649,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
9650,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
9651,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
9652,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
9653,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
9654,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
9655,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
9656,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
9657,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9658,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9659,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9660,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9661,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9662,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9663,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9664,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9665,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9666,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9667,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9668,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9669,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9670,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9671,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9672,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9673,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
9674,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9675,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9676,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9677,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9678,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9679,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
9680,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9681,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9682,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9683,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9684,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9685,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
9686,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9687,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9688,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9689,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9690,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9691,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9692,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9693,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9694,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
