Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDU_M_R
1106,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
1107,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1108,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1109,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1110,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1111,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1112,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1113,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1114,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1115,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1117,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1118,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1119,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1120,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1121,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1122,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1123,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1124,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1125,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1126,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1127,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1128,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1130,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1131,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1132,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1133,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1134,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1135,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1136,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1137,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1138,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1139,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1140,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1141,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1142,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1143,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1144,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1145,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1146,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1147,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Built-up
1148,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1149,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1150,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
1151,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1152,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1153,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1155,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1156,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1157,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1158,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1159,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1160,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1161,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1162,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
1163,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1164,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1165,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1166,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1167,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1168,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
1169,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1170,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1171,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1172,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1173,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1174,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1175,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1176,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
1177,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1178,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1179,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1180,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1181,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
1182,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1183,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1184,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1185,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1186,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1187,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1188,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
1189,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1190,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
1191,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
1192,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1193,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1194,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1195,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1196,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1197,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1198,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
1199,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1200,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1201,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1202,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
1203,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1204,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1205,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1206,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1207,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1208,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1209,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
1210,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
1211,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1212,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1213,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1214,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1215,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1216,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
1217,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
1218,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1219,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1220,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1221,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1222,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1223,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
1224,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1225,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1226,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1227,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1228,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1229,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1230,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1231,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1232,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1233,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1234,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1235,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1236,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1238,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1239,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1240,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1241,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1242,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1243,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1244,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1245,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1246,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1247,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1248,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
1249,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1250,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1251,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1252,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1253,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1254,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1255,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1256,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1257,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Water
1258,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1259,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1260,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1261,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
1262,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1263,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1264,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1265,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1266,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1267,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1268,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1269,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1270,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
1271,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
1272,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1273,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1274,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1275,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1276,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1277,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1278,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Water
1279,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
1280,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1281,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
1282,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1283,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1284,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1285,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1286,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1287,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1288,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1289,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Forest
1290,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1291,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1292,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1293,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1294,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1295,Forest,Water,Grassland,Water,Non_Wetland,Forest,NULL,Forest
1296,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
1297,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1298,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1299,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1300,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1301,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1302,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1303,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1304,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1305,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1306,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1307,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1308,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1309,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1310,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1311,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1312,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1313,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
1314,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1315,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1316,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1317,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1318,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1319,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1320,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1321,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1322,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1323,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
1324,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
1325,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1326,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1327,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1328,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1329,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1330,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1331,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1332,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1333,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1334,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1335,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1336,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1337,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1338,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1339,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
1340,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1341,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1342,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1343,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1344,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1345,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1346,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
1347,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
1348,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1349,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1350,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1351,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1352,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1353,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1354,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1355,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1356,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
1357,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1358,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1359,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1360,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1361,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1362,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1363,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1364,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1365,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
1366,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1367,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1368,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1369,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1370,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1371,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1372,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1373,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
1374,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1375,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1376,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
1377,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
1378,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1379,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1380,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1381,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1382,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1383,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1384,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1385,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1386,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
1387,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
1388,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1389,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1390,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1391,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1392,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1393,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1394,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
1395,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1396,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
1397,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1398,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1399,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1400,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1401,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1402,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1403,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1404,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1405,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1406,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1407,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1408,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1409,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1410,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
1411,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1412,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1413,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1414,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
1415,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
1416,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1417,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1418,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1419,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1420,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1421,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1422,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
1423,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1424,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1425,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1426,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
1427,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1428,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1429,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1430,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1431,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1432,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1433,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1434,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1435,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1436,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1437,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1438,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1439,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1440,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1441,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
1442,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
1443,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1444,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1445,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1446,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1447,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1448,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1449,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
1450,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
1451,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
1452,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1453,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
1454,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1455,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1456,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1457,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1458,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1459,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1460,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
