Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQU_M_R
1256,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1257,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1258,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1259,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
1260,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1261,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1262,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1263,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1264,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1265,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1266,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1267,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1268,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1269,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1270,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1271,Bareland,Built-up,Water,NULL,Water,Grassland
1272,Bareland,Built-up,Water,NULL,Water,Cropland
1273,Bareland,Built-up,Water,NULL,Water,Bareland
1274,Bareland,Built-up,Water,NULL,Water,Water
1275,Bareland,Built-up,Water,NULL,Water,Forest
1276,Bareland,Built-up,Water,Non_Water,Water,Grassland
1277,Bareland,Built-up,Water,Non_Water,Water,Cropland
1278,Bareland,Built-up,Water,Non_Water,Water,Bareland
1279,Bareland,Built-up,Water,Water,Water,Grassland
1280,Bareland,Built-up,Water,Water,Water,Cropland
1281,Bareland,Built-up,Water,Water,Water,Bareland
1282,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1283,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1284,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1285,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1286,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1287,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1288,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1289,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1290,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1291,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1292,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1293,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1294,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1295,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1296,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1297,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1298,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1299,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1300,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1301,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1302,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1303,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1304,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1305,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1306,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1307,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1308,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1309,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1310,Bareland,Water,Wetland,NULL,Wetland,Grassland
1311,Bareland,Water,Wetland,NULL,Wetland,Bareland
1312,Bareland,Water,Wetland,NULL,Wetland,Water
1313,Bareland,Water,Wetland,NULL,Wetland,Forest
1314,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1315,Bareland,Water,Wetland,Non_Water,Wetland,Water
1316,Bareland,Water,Wetland,Water,Wetland,Grassland
1317,Bareland,Water,Wetland,Water,Wetland,Cropland
1318,Bareland,Water,Wetland,Water,Wetland,Bareland
1319,Bareland,Water,Wetland,Water,Wetland,Water
1320,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1321,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1322,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1323,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1324,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1325,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1326,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1327,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1328,Bareland,Water,Bareland,Water,Non_Wetland,Water
1329,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1330,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1331,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1332,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1333,Bareland,Water,Water,NULL,Water,Grassland
1334,Bareland,Water,Water,NULL,Water,Bareland
1335,Bareland,Water,Water,NULL,Water,Water
1336,Bareland,Water,Water,NULL,Water,Forest
1337,Bareland,Water,Water,Non_Water,Water,Grassland
1338,Bareland,Water,Water,Non_Water,Water,Bareland
1339,Bareland,Water,Water,Water,Water,Grassland
1340,Bareland,Water,Water,Water,Water,Cropland
1341,Bareland,Water,Water,Water,Water,Bareland
1342,Bareland,Water,Water,Water,Water,Water
1343,Bareland,Water,Water,Water,Water,Forest
1344,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1345,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1346,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1347,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1348,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1349,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1350,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1351,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1352,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1353,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1354,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1355,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1356,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1357,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1358,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1359,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1360,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
1361,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1362,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1363,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1364,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1365,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1366,Bareland,Forest,Water,NULL,Water,NULL
1367,Bareland,Forest,Water,NULL,Water,Forest
1368,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1369,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1370,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1371,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1372,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1373,Water,NULL,NULL,NULL,Non_Wetland,NULL
1374,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1375,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1376,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1377,Water,NULL,NULL,NULL,Non_Wetland,Water
1378,Water,NULL,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
1379,Water,NULL,NULL,NULL,Non_Wetland,Forest
1380,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1381,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1382,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1383,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1384,Water,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1385,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1386,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1387,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1388,Water,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1389,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1390,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1391,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1392,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1393,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1394,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1395,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1396,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1397,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1398,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1399,Water,NULL,Shrubland,Water,Non_Wetland,Water
1400,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1401,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1402,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1403,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1404,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1405,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1406,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1407,Water,NULL,Grassland,NULL,Non_Wetland,Water
1408,Water,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1409,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1410,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1411,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1412,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1413,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1414,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1415,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1416,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1417,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1418,Water,NULL,Cropland,NULL,Non_Wetland,Water
1419,Water,NULL,Cropland,NULL,Non_Wetland,Permanent_ice_and_snow
1420,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1421,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1422,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1423,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1424,Water,NULL,Cropland,Water,Non_Wetland,Water
1425,Water,NULL,Wetland,NULL,Wetland,Grassland
1426,Water,NULL,Wetland,NULL,Wetland,Bareland
1427,Water,NULL,Wetland,NULL,Wetland,Water
1428,Water,NULL,Wetland,NULL,Wetland,Forest
1429,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1430,Water,NULL,Wetland,Non_Water,Wetland,Water
1431,Water,NULL,Wetland,Non_Water,Wetland,Forest
1432,Water,NULL,Wetland,Water,Wetland,NULL
1433,Water,NULL,Wetland,Water,Wetland,Wetland
1434,Water,NULL,Wetland,Water,Wetland,Bareland
1435,Water,NULL,Wetland,Water,Wetland,Water
1436,Water,NULL,Wetland,Water,Wetland,Forest
1437,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1438,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1439,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1440,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1441,Water,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1442,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1443,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1444,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1445,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1446,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1447,Water,NULL,Bareland,Water,Non_Wetland,Water
1448,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1449,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1450,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1451,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1452,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1453,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1454,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1455,Water,NULL,Water,NULL,NULL,Grassland
1456,Water,NULL,Water,NULL,NULL,Bareland
1457,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1458,Water,NULL,Water,NULL,Water,NULL
1459,Water,NULL,Water,NULL,Water,Grassland
1460,Water,NULL,Water,NULL,Water,Cropland
1461,Water,NULL,Water,NULL,Water,Wetland
1462,Water,NULL,Water,NULL,Water,Bareland
1463,Water,NULL,Water,NULL,Water,Water
1464,Water,NULL,Water,NULL,Water,Permanent_ice_and_snow
1465,Water,NULL,Water,NULL,Water,Forest
1466,Water,NULL,Water,Non_Water,Water,NULL
1467,Water,NULL,Water,Non_Water,Water,Grassland
1468,Water,NULL,Water,Non_Water,Water,Cropland
1469,Water,NULL,Water,Non_Water,Water,Bareland
1470,Water,NULL,Water,Non_Water,Water,Water
1471,Water,NULL,Water,Non_Water,Water,Forest
1472,Water,NULL,Water,Water,Water,NULL
1473,Water,NULL,Water,Water,Water,Grassland
1474,Water,NULL,Water,Water,Water,Cropland
1475,Water,NULL,Water,Water,Water,Bareland
1476,Water,NULL,Water,Water,Water,Water
1477,Water,NULL,Water,Water,Water,Forest
1478,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
1479,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1480,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
1481,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
1482,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1483,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1484,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1485,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1486,Water,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1487,Water,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Water
1488,Water,NULL,Forest,NULL,Non_Wetland,NULL
1489,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1490,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1491,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1492,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1493,Water,NULL,Forest,NULL,Non_Wetland,Water
1494,Water,NULL,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1495,Water,NULL,Forest,NULL,Non_Wetland,Forest
1496,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1497,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1498,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1499,Water,NULL,Forest,Water,Non_Wetland,NULL
1500,Water,NULL,Forest,Water,Non_Wetland,Grassland
1501,Water,NULL,Forest,Water,Non_Wetland,Cropland
1502,Water,NULL,Forest,Water,Non_Wetland,Bareland
1503,Water,NULL,Forest,Water,Non_Wetland,Water
1504,Water,NULL,Forest,Water,Non_Wetland,Forest
1505,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1506,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1507,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1508,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1509,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1510,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1511,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1512,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1513,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1514,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1515,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1516,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1517,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1518,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1519,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1520,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1521,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1522,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1523,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1524,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
1525,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1526,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1527,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1528,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1529,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1530,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1531,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1532,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1533,Water,Cropland,Wetland,NULL,Wetland,Grassland
1534,Water,Cropland,Wetland,NULL,Wetland,Bareland
1535,Water,Cropland,Wetland,NULL,Wetland,Forest
1536,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1537,Water,Cropland,Wetland,Water,Wetland,Grassland
1538,Water,Cropland,Wetland,Water,Wetland,Bareland
1539,Water,Cropland,Wetland,Water,Wetland,Water
1540,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1541,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1542,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1543,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1544,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1545,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1546,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1547,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1548,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1549,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1550,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1551,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1552,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1553,Water,Cropland,Water,NULL,Water,NULL
1554,Water,Cropland,Water,NULL,Water,Grassland
1555,Water,Cropland,Water,NULL,Water,Cropland
1556,Water,Cropland,Water,NULL,Water,Bareland
1557,Water,Cropland,Water,NULL,Water,Water
1558,Water,Cropland,Water,NULL,Water,Forest
1559,Water,Cropland,Water,Non_Water,Water,Grassland
1560,Water,Cropland,Water,Non_Water,Water,Cropland
1561,Water,Cropland,Water,Non_Water,Water,Water
1562,Water,Cropland,Water,Non_Water,Water,Forest
1563,Water,Cropland,Water,Water,Water,NULL
1564,Water,Cropland,Water,Water,Water,Grassland
1565,Water,Cropland,Water,Water,Water,Cropland
1566,Water,Cropland,Water,Water,Water,Bareland
1567,Water,Cropland,Water,Water,Water,Forest
1568,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1569,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1570,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1571,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1572,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1573,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1574,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1575,Water,Cropland,Forest,Water,Non_Wetland,Forest
1576,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1577,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1578,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1579,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1580,Water,Wetland,Water,NULL,Water,Forest
1581,Water,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1582,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1583,Water,Wetland,Forest,NULL,Non_Wetland,Water
1584,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1585,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1586,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1587,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1588,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1589,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1590,Water,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1591,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1592,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
1593,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1594,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1595,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1596,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1597,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1598,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1599,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
1600,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1601,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1602,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1603,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1604,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1605,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1606,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1607,Water,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1608,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1609,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1610,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1611,Water,Bareland,Grassland,Water,Non_Wetland,Water
1612,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1613,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1614,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1615,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1616,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1617,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1618,Water,Bareland,Wetland,NULL,Wetland,Grassland
1619,Water,Bareland,Wetland,NULL,Wetland,Cropland
1620,Water,Bareland,Wetland,NULL,Wetland,Bareland
1621,Water,Bareland,Wetland,NULL,Wetland,Water
1622,Water,Bareland,Wetland,NULL,Wetland,Forest
1623,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1624,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
1625,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1626,Water,Bareland,Wetland,Non_Water,Wetland,Water
1627,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1628,Water,Bareland,Wetland,Water,Wetland,Grassland
1629,Water,Bareland,Wetland,Water,Wetland,Cropland
1630,Water,Bareland,Wetland,Water,Wetland,Bareland
1631,Water,Bareland,Wetland,Water,Wetland,Water
1632,Water,Bareland,Wetland,Water,Wetland,Forest
1633,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1634,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1635,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1636,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
1637,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1638,Water,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1639,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1640,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1641,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1642,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1643,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1644,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1645,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1646,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1647,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1648,Water,Bareland,Bareland,Water,Non_Wetland,Water
1649,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1650,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1651,Water,Bareland,Water,NULL,NULL,Bareland
1652,Water,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
1653,Water,Bareland,Water,NULL,Water,Grassland
1654,Water,Bareland,Water,NULL,Water,Cropland
1655,Water,Bareland,Water,NULL,Water,Bareland
1656,Water,Bareland,Water,NULL,Water,Water
1657,Water,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1658,Water,Bareland,Water,NULL,Water,Forest
1659,Water,Bareland,Water,Non_Water,Water,Grassland
1660,Water,Bareland,Water,Non_Water,Water,Cropland
1661,Water,Bareland,Water,Non_Water,Water,Bareland
1662,Water,Bareland,Water,Non_Water,Water,Water
1663,Water,Bareland,Water,Non_Water,Water,Forest
1664,Water,Bareland,Water,Water,Water,NULL
1665,Water,Bareland,Water,Water,Water,Grassland
1666,Water,Bareland,Water,Water,Water,Cropland
1667,Water,Bareland,Water,Water,Water,Bareland
1668,Water,Bareland,Water,Water,Water,Water
1669,Water,Bareland,Water,Water,Water,Forest
1670,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL
1671,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1672,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1673,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1674,Water,Bareland,Forest,NULL,Non_Wetland,NULL
1675,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1676,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1677,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1678,Water,Bareland,Forest,NULL,Non_Wetland,Water
1679,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1680,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1681,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1682,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1683,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1684,Water,Bareland,Forest,Water,Non_Wetland,Water
1685,Water,Bareland,Forest,Water,Non_Wetland,Forest
1686,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1687,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1688,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1689,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1690,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
