Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHL_M_R
1026,Water,Water,Water,NULL,Water,Water,Grassland,Water
1027,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1028,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
1029,Water,Water,Water,NULL,Water,Water,Wetland,Water
1030,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1031,Water,Water,Water,NULL,Water,Water,Water,Grassland
1032,Water,Water,Water,NULL,Water,Water,Water,Wetland
1033,Water,Water,Water,NULL,Water,Water,Water,Bareland
1034,Water,Water,Water,NULL,Water,Water,Water,Water
1035,Water,Water,Water,NULL,Water,Water,Water,Forest
1036,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1037,Water,Water,Water,NULL,Water,Water,Forest,Water
1038,Water,Water,Water,NULL,Water,Water,Forest,Forest
1039,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
1040,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1041,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1042,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1043,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
1044,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1045,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1046,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1047,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1048,Water,Water,Water,Non_Water,Water,Water,Water,Water
1049,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1050,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1051,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1052,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1053,Water,Water,Water,Water,Water,NULL,Water,Water
1054,Water,Water,Water,Water,Water,NULL,Water,Forest
1055,Water,Water,Water,Water,Water,NULL,Forest,Forest
1056,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
1057,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1058,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1059,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1060,Water,Water,Water,Water,Water,Grassland,Water,Bareland
1061,Water,Water,Water,Water,Water,Grassland,Water,Water
1062,Water,Water,Water,Water,Water,Grassland,Water,Forest
1063,Water,Water,Water,Water,Water,Wetland,Water,Bareland
1064,Water,Water,Water,Water,Water,Wetland,Water,Water
1065,Water,Water,Water,Water,Water,Wetland,Water,Forest
1066,Water,Water,Water,Water,Water,Bareland,Water,Water
1067,Water,Water,Water,Water,Water,Water,Grassland,Water
1068,Water,Water,Water,Water,Water,Water,Grassland,Forest
1069,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1070,Water,Water,Water,Water,Water,Water,Wetland,Bareland
1071,Water,Water,Water,Water,Water,Water,Wetland,Water
1072,Water,Water,Water,Water,Water,Water,Wetland,Forest
1073,Water,Water,Water,Water,Water,Water,Water,Grassland
1074,Water,Water,Water,Water,Water,Water,Water,Wetland
1075,Water,Water,Water,Water,Water,Water,Water,Bareland
1076,Water,Water,Water,Water,Water,Water,Water,Water
1077,Water,Water,Water,Water,Water,Water,Water,Forest
1078,Water,Water,Water,Water,Water,Water,Forest,Water
1079,Water,Water,Water,Water,Water,Water,Forest,Forest
1080,Water,Water,Water,Water,Water,Forest,Water,Forest
1081,Water,Water,Water,Water,Water,Forest,Forest,Forest
1082,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1083,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1084,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1085,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1086,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1087,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1088,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1089,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1090,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1091,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1092,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
1093,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1094,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1095,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1096,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
1097,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1098,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1099,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1100,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1101,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1102,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1103,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1104,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1105,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1106,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1107,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1108,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1109,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1110,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1111,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1112,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1113,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1114,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1115,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1116,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1117,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1118,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1119,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1120,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1121,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1122,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1123,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1124,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1125,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1126,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1127,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Bareland
1128,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1129,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1130,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1131,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1132,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1133,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1134,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1135,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1136,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1137,Water,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1138,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1139,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1140,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1141,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1142,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1143,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1144,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1145,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1146,Water,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1147,Water,Forest,Water,NULL,Water,NULL,Water,Forest
1148,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1149,Water,Forest,Water,NULL,Water,Water,Water,Water
1150,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
1151,Water,Forest,Water,Water,Water,Water,Water,Water
1152,Water,Forest,Water,Water,Water,Water,Water,Forest
1153,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1154,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1155,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1156,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1157,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1158,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1159,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1160,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1161,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1162,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1163,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1164,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1165,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1166,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1167,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1168,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1169,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1170,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1171,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1172,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1173,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1174,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1175,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1176,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1177,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1178,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1179,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1180,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1181,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1182,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1183,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1184,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1185,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1186,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1187,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1189,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1190,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1191,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1192,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1193,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1194,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1195,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1196,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1197,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1198,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1199,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1200,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1201,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1202,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1203,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1204,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1205,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1206,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1207,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1208,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1209,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1210,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1211,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1212,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1213,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1214,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1215,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1216,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1217,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1218,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1219,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1220,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1221,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1222,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1223,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1224,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Water
1225,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1226,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1227,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1228,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1229,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1230,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Forest,Water
1231,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1232,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1233,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1234,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
1235,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
1236,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,Forest
1237,Permanent_ice_and_snow,Water,Water,Water,Water,Grassland,Wetland,Forest
1238,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1239,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1240,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1241,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1242,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
1243,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1244,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1245,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1246,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1247,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1248,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1249,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1250,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1251,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1252,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1253,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1254,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1255,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1256,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1257,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1258,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1259,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1260,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1261,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1262,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1263,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1264,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1265,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1266,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1267,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1268,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1269,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1270,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1271,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1272,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1273,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1274,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1275,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1276,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1277,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1278,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1279,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1280,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1281,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1282,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1283,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1284,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1285,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1286,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1287,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1288,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1289,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1290,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1291,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1292,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1293,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1294,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1295,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1296,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1297,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1298,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1299,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1300,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1301,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1302,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1303,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1304,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1305,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1306,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1307,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1308,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1309,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1310,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1311,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1312,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1313,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1314,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1315,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1316,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1317,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1318,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1319,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1320,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1321,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1322,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1323,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1324,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1325,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1326,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1327,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1328,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1329,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1330,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1331,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1332,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1333,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1334,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1335,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1336,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1337,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1338,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1339,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1340,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1341,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1342,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1343,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1344,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1345,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1346,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1347,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1348,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1349,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1350,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1351,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1352,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1353,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1354,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1355,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1356,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1357,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1358,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1359,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1360,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
