Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
374,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
375,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
376,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
377,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
378,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
379,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
380,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
381,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
382,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
383,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
384,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
385,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
386,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
387,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
388,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
389,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
390,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
391,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
393,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
394,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
395,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
396,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
397,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
398,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
399,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
400,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
401,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
402,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
403,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
404,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
405,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,NULL
406,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
407,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
408,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
409,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
410,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
411,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
412,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
413,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
414,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
415,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
416,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
417,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
418,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
419,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
420,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
421,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
422,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
423,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
424,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
425,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
426,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
427,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
428,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
429,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
430,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
431,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
432,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
433,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
434,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
436,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
437,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
438,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
439,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
440,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
441,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
442,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
443,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
444,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,NULL
445,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
446,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
447,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
449,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,NULL
450,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
451,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
452,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
453,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
454,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
455,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
456,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
457,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
458,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
459,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
460,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
461,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
462,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
463,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
464,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
465,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
466,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
467,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
468,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
469,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
470,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
471,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
472,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
473,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
474,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
475,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
499,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
506,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
662,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
