Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTQ_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
330,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
331,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
332,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
334,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
335,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
336,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
338,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,NULL
339,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
340,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Bareland
341,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
342,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
343,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
344,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
345,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
346,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
347,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
348,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
349,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
350,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Cropland
352,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
353,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
354,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
356,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
357,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
358,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
360,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
361,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
362,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
363,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
364,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
366,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
367,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
368,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
370,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
371,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
372,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Cropland
373,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Wetland
374,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Bareland
375,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
376,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
378,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
379,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
380,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
381,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
