Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
364,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
365,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
366,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
367,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
368,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
369,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
370,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
371,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
372,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
373,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
375,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
376,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
377,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
378,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
379,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
380,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
381,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
383,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
386,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
387,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
390,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
391,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
393,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
396,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
416,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
418,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
420,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
421,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
423,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
424,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
454,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
542,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
547,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
557,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
558,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
573,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
594,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
595,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
596,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
599,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
600,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
601,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
602,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
603,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
604,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
605,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
606,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
607,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
608,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
609,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
610,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
611,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
612,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
613,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
614,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
615,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
616,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
617,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
618,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
619,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
620,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
621,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
622,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
623,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
624,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
625,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
626,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
627,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
628,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
629,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
630,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
631,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
632,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
633,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
634,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
635,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
636,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
637,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
638,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
639,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
640,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Forest
641,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
642,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
643,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
644,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
645,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
646,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
647,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
648,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
649,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
650,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
651,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
652,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
653,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
654,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
655,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
656,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
657,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
658,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
659,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
660,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
661,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
662,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
663,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
664,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
665,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
