Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLN_M_R
1410,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1411,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1412,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1413,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1414,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1415,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1416,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1417,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1418,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1419,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1420,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1421,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1422,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1423,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1424,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1425,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1426,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1427,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1428,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1429,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1430,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1431,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1432,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1433,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1434,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1435,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1436,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1437,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1438,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1439,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1440,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1441,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1442,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1443,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1444,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1445,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1446,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1447,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1448,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1449,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1450,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1451,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
1452,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1453,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1454,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1455,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1456,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1457,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1458,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1459,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1460,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1461,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1462,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1463,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1464,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
1465,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1466,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1467,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1468,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1469,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1470,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1471,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1472,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1473,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1474,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1475,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1476,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1477,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1478,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1479,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1480,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1481,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1482,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1483,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1484,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1485,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1486,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1487,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1488,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1489,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
1490,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1491,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1492,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
1493,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1494,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1495,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1496,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1497,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1498,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1499,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1500,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1501,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1502,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1503,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1504,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1505,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1506,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1507,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1508,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1509,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1510,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1511,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1512,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1513,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1514,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1515,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1516,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1517,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1518,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1519,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1520,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1521,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1522,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1523,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1524,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1525,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1526,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1527,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1528,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1529,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1530,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1531,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1532,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1533,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1534,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1535,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1536,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1537,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1538,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1539,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1540,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1541,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1542,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1543,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1544,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1545,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1546,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1547,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1548,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1549,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1550,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1551,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1552,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1553,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
1554,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1555,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1556,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1557,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1558,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
1559,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1560,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1561,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1562,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1563,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1564,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1565,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1566,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1567,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1568,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1569,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1570,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1571,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1572,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1573,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1574,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1575,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1576,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1577,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1578,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1579,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1580,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1581,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1582,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1583,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1584,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1585,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1586,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1587,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1588,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1589,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1590,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1591,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1592,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1593,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1594,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1595,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1596,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1597,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1598,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1599,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
1600,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1601,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1602,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1603,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1604,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1605,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1606,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1607,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1608,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1609,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1610,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1611,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1612,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1613,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1614,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1615,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1616,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
1617,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1618,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1619,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1620,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1621,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1622,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1623,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1624,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
1625,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1626,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1627,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1628,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1629,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1630,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1631,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1632,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
1633,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1634,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1635,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
1636,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
1637,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
1638,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Bareland
1639,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
1640,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1641,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1642,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1643,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1644,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1645,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1646,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1647,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1648,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1649,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1650,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1651,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1652,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1653,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1654,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1655,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1656,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1657,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1658,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1659,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1660,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1661,Forest,Forest,Wetland,NULL,Wetland,Cropland,Water,Forest
1662,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
1663,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1664,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1665,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1666,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1667,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1668,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1669,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1670,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1671,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1672,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1673,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1674,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1675,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
1676,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1677,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1678,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1679,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1680,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1681,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1682,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1683,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1684,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1685,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1686,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1687,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1688,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1689,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1690,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1691,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1692,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1693,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
1694,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1695,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1696,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1697,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1698,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1699,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
1700,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1701,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1702,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1703,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1704,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1705,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
1706,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1707,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1708,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1709,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1710,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1711,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1712,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1713,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1714,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1715,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1716,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1717,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
1718,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1719,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1720,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1721,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1722,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1723,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1724,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1725,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1726,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1727,Forest,Forest,Wetland,Water,Wetland,Cropland,Water,Forest
1728,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
1729,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1730,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1731,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1732,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1733,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1734,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1735,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1736,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1737,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1738,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1739,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1740,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1741,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1742,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
1743,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1744,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1745,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1746,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
