Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNV_M_R
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,NULL
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Built-up,Grassland
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
374,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
375,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
376,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
377,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
378,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
379,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
380,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
381,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
382,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
383,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
384,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
386,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
387,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
388,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
389,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
390,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
391,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
392,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
393,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,NULL
394,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
395,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
396,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
397,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
398,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
399,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
400,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
401,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
402,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
403,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
404,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
405,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
406,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
407,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
408,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
409,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
410,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
412,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
413,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
414,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
415,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
416,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
417,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
418,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
419,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
420,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
421,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
422,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
423,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Water
424,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
425,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
426,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,NULL
427,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
428,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
429,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
430,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
431,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
432,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
433,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
434,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
435,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
436,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
437,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
438,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
439,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
440,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
441,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
442,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
662,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
663,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
664,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
