Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHJ_M_R
1141,Wetland,Wetland,Water,NULL,Water,NULL,Forest
1142,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
1143,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
1144,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
1145,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
1146,Wetland,Wetland,Water,Water,Water,NULL,Grassland
1147,Wetland,Wetland,Water,Water,Water,NULL,Wetland
1148,Wetland,Wetland,Water,Water,Water,NULL,Water
1149,Wetland,Wetland,Water,Water,Water,NULL,Forest
1150,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1151,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1152,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1153,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Built-up
1154,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1155,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1156,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1157,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1158,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1159,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1160,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1161,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1162,Wetland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1163,Wetland,Bareland,Wetland,Water,Wetland,NULL,Water
1164,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1165,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1166,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Water
1167,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1168,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1169,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1170,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1171,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
1172,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
1173,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland
1174,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
1175,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1176,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1177,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1178,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
1179,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
1180,Wetland,Water,Wetland,Water,Wetland,NULL,Water
1181,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
1182,Wetland,Water,Water,NULL,Water,NULL,Wetland
1183,Wetland,Water,Water,NULL,Water,NULL,Forest
1184,Wetland,Water,Water,Non_Water,Water,NULL,Forest
1185,Wetland,Water,Water,Water,Water,NULL,Grassland
1186,Wetland,Water,Water,Water,Water,NULL,Wetland
1187,Wetland,Water,Water,Water,Water,NULL,Water
1188,Wetland,Water,Water,Water,Water,NULL,Forest
1189,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1190,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1191,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1192,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1193,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1194,Wetland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1195,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1196,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1197,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1198,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1199,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1200,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1201,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1202,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1203,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1204,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland
1205,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
1206,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1207,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1208,Wetland,Forest,Wetland,Water,Wetland,NULL,Grassland
1209,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland
1210,Wetland,Forest,Wetland,Water,Wetland,NULL,Forest
1211,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1212,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1213,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1214,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1215,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1216,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1217,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water
1218,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1219,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1220,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
1221,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1222,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1223,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1224,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1225,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1226,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1227,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1228,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1229,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1230,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1231,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1232,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1233,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1234,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
1235,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1236,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1237,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
1238,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1239,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1240,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1241,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1242,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1243,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
1244,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1245,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1246,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
1247,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1248,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1249,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1250,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1251,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1252,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1253,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1254,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
1255,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
1256,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1257,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1258,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1259,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1260,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1261,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
1262,Bareland,NULL,Wetland,Water,Wetland,NULL,Cropland
1263,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
1264,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
1265,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
1266,Bareland,NULL,Wetland,Water,Wetland,NULL,Forest
1267,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1268,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1269,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1270,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
1271,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1272,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1273,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1274,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1275,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1276,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water
1277,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1278,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1279,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1280,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1281,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1282,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
1283,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1284,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1285,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1286,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1287,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1288,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1289,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up
1290,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1291,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1292,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Built-up
1293,Bareland,NULL,Water,NULL,Water,NULL,Grassland
1294,Bareland,NULL,Water,NULL,Water,NULL,Bareland
1295,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
1296,Bareland,NULL,Water,Water,Water,NULL,Bareland
1297,Bareland,NULL,Water,Water,Water,NULL,Water
1298,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1299,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1300,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1301,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1302,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1303,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1304,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1305,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water
1306,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1307,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
1308,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1309,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1310,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1311,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1312,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1313,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1314,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1315,Bareland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1316,Bareland,Cropland,Wetland,Water,Wetland,NULL,Bareland
1317,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water
1318,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1319,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland
1320,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland
1321,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,Bareland
1322,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
1323,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland
1324,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1325,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1326,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1327,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1328,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1329,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1330,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1331,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1332,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1333,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1334,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1335,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
1336,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1337,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1338,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1339,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1340,Bareland,Wetland,Wetland,Water,Wetland,NULL,Cropland
1341,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1342,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1343,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1344,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
1345,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1346,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
1347,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1348,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1349,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1350,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1351,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1352,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Built-up
1353,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1354,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1355,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,Bareland
1356,Bareland,Wetland,Water,Non_Water,Water,NULL,Water
1357,Bareland,Wetland,Water,Water,Water,NULL,Water
1358,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1359,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1360,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1361,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1362,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1363,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1364,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1365,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1366,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1367,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1368,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1369,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1370,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1371,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1372,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1373,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1374,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1375,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1376,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1377,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1378,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1379,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1380,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1381,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1382,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1383,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1384,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1385,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1386,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1387,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1388,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1389,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1390,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Built-up
1391,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
1392,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1393,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1394,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Forest
1395,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1396,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1397,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1398,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1399,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1400,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
1401,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1402,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1403,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Built-up
1404,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1405,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Built-up
1406,Bareland,Bareland,Water,Non_Water,Water,NULL,Grassland
1407,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1408,Bareland,Bareland,Water,Water,Water,NULL,Wetland
1409,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1410,Bareland,Bareland,Water,Water,Water,NULL,Water
1411,Bareland,Bareland,Water,Water,Water,NULL,Forest
1412,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1413,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1414,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1415,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1416,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1417,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1418,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1419,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1420,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1421,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1422,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1423,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1424,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1425,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1426,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1427,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1428,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Water
1429,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1430,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1431,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1432,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1433,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
1434,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1435,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1436,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1437,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water
1438,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1439,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1440,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland
1441,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
1442,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1443,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1444,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1445,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1446,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1447,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1448,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland
1449,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland
1450,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1451,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1452,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1453,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1454,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1455,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Water
1456,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1457,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1458,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1459,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1460,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1461,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Wetland
1462,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Bareland
1463,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water
1464,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Forest
1465,Bareland,Water,Water,NULL,Water,NULL,Forest
1466,Bareland,Water,Water,Water,Water,NULL,Grassland
1467,Bareland,Water,Water,Water,Water,NULL,Wetland
1468,Bareland,Water,Water,Water,Water,NULL,Bareland
1469,Bareland,Water,Water,Water,Water,NULL,Water
1470,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1471,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1472,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1473,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1474,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1475,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
1476,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1477,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1478,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1479,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1480,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1481,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1482,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1483,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1484,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1485,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1486,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1487,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1488,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1489,Bareland,Forest,Wetland,Water,Wetland,NULL,Grassland
1490,Bareland,Forest,Wetland,Water,Wetland,NULL,Cropland
1491,Bareland,Forest,Wetland,Water,Wetland,NULL,Wetland
1492,Bareland,Forest,Wetland,Water,Wetland,NULL,Bareland
1493,Bareland,Forest,Wetland,Water,Wetland,NULL,Water
1494,Bareland,Forest,Wetland,Water,Wetland,NULL,Forest
1495,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1496,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
1497,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1498,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,Bareland
1499,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,Forest
1500,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1501,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1502,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1503,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1504,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1505,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1506,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1507,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1508,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
1509,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1510,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1511,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1512,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1513,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1514,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1515,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1516,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1517,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
