Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
627,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
628,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
629,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
630,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
631,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
632,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
634,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
635,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
636,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
637,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
638,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
639,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
640,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
641,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
642,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
644,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
647,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
648,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
649,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
650,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
651,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
