Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRD_M_R
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
622,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
623,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
624,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
625,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
627,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
628,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
629,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
631,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
632,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
633,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
634,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
635,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
638,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
639,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
641,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
642,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
643,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
644,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
646,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
647,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
648,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
649,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
650,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
651,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
652,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Cropland
653,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
654,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
