Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRL_M_R
4437,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
4438,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4439,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4440,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4441,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
4442,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
4443,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4444,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4445,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4446,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4447,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4448,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
4449,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4450,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4451,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4452,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4453,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4454,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4455,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4456,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4457,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4458,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4459,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4460,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4461,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4462,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
4463,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
4464,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
4465,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
4466,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
4467,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4468,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
4469,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
4470,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4471,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
4472,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4473,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4474,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4475,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4476,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4477,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4478,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4479,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4480,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4481,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4482,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4483,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4484,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4485,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4486,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4487,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4488,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4489,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4490,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4491,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4492,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4493,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4494,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
4495,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4496,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4497,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4498,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4499,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4500,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
4501,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
4502,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
4503,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
4504,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
4505,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
4506,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
4507,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4508,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
4509,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4510,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
4511,Forest,NULL,Water,NULL,Water,Water,Grassland,Bareland
4512,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
4513,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
4514,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
4515,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
4516,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
4517,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
4518,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
4519,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
4520,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
4521,Forest,NULL,Water,Water,Water,NULL,NULL,Water
4522,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
4523,Forest,NULL,Water,Water,Water,Grassland,NULL,Grassland
4524,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
4525,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
4526,Forest,NULL,Water,Water,Water,Water,Forest,Forest
4527,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4528,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4529,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4530,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
4531,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4532,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4533,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4534,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4535,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4536,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4537,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4538,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4539,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4540,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4541,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4542,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4543,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4544,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4545,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4546,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4547,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4548,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4549,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4550,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4551,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4552,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4553,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
4554,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4555,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4556,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4557,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4558,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4559,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4560,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4561,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4562,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4563,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4564,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4565,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4566,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4567,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4568,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4569,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4570,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4571,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4572,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4573,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
4574,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4575,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4576,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4577,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4578,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4579,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4580,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4581,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4582,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4583,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4584,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4585,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4586,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4587,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4588,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
4589,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4590,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4591,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
4592,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4593,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4594,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
4595,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4596,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4597,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4598,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4599,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4600,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4601,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4602,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4603,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4604,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4605,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4606,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4607,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
4608,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4609,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4610,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4611,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4612,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
4613,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4614,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4615,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4616,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4617,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4618,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4619,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
4620,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
4621,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4622,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4623,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4624,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4625,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
4626,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
4627,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4628,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4629,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4630,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4631,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4632,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4633,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4634,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4635,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4636,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4637,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4638,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
4639,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4640,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4641,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4642,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4643,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4644,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4645,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4646,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4647,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4648,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4649,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4650,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4651,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4652,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4653,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4654,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4655,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4656,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4657,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4658,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4659,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4660,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4661,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4662,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4663,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4664,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4665,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4666,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4667,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4668,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
4669,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
4670,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4671,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4672,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4673,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4674,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
4675,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
4676,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
4677,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4678,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4679,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4680,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4681,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4682,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4683,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4684,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4685,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
4686,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
4687,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
4688,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
4689,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
4690,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
4691,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
4692,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4693,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4694,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4695,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4696,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4697,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4698,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4699,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4700,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4701,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4702,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4703,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4704,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4705,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4706,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4707,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4708,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4709,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4710,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4711,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4712,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4713,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4714,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4715,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4716,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4717,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4718,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4719,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4720,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4721,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4722,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4723,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4724,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4725,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4726,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4727,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4728,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4729,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4730,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4731,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4732,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4733,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4734,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4735,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
4736,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4737,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4738,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4739,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4740,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4741,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4742,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4743,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4744,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4745,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4746,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4747,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4748,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4749,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4750,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4751,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4752,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4753,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4754,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4755,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4756,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4757,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4758,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4759,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
4760,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
4761,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
4762,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
4763,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4764,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4765,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4766,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4767,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4768,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4769,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4770,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4771,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4772,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4773,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
