Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R
1267,Bareland,Cropland,Wetland,Water,Wetland,Water
1268,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1269,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1270,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1271,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1272,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1273,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1274,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1275,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1276,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1277,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1278,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1279,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1280,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1281,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1282,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1283,Bareland,Cropland,Bareland,Water,Non_Wetland,Forest
1284,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1285,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1286,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1287,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1288,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1289,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1290,Bareland,Cropland,Water,NULL,Water,Cropland
1291,Bareland,Cropland,Water,NULL,Water,Water
1292,Bareland,Cropland,Water,NULL,Water,Forest
1293,Bareland,Cropland,Water,Water,Water,Water
1294,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1295,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1296,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1297,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1298,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1299,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1300,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1301,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1302,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1303,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1304,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1305,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1306,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
1307,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1308,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1309,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up
1310,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1311,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1312,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1313,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1314,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1315,Bareland,Bareland,Shrubland,Water,Non_Wetland,Built-up
1316,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1317,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1318,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1319,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1320,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1321,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1322,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1323,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1324,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1325,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1326,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1327,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1328,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1329,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1330,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1331,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1332,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1333,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1334,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1335,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL
1336,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1337,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1338,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1339,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1340,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1341,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1342,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1343,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1344,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1345,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1346,Bareland,Bareland,Wetland,NULL,Wetland,Water
1347,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1348,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1349,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1350,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1351,Bareland,Bareland,Wetland,Water,Wetland,Built-up
1352,Bareland,Bareland,Wetland,Water,Wetland,Water
1353,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1354,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1355,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1356,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1357,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1358,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1359,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1360,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
1361,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1362,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1363,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1364,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
1365,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1366,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1367,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
1368,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1369,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1370,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1371,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
1372,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1373,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1374,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1375,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1376,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1377,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1378,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1379,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1380,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1381,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
1382,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1383,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1384,Bareland,Bareland,Water,NULL,Water,Grassland
1385,Bareland,Bareland,Water,NULL,Water,Bareland
1386,Bareland,Bareland,Water,NULL,Water,Water
1387,Bareland,Bareland,Water,NULL,Water,Forest
1388,Bareland,Bareland,Water,Non_Water,Water,NULL
1389,Bareland,Bareland,Water,Non_Water,Water,Grassland
1390,Bareland,Bareland,Water,Non_Water,Water,Wetland
1391,Bareland,Bareland,Water,Non_Water,Water,Bareland
1392,Bareland,Bareland,Water,Non_Water,Water,Water
1393,Bareland,Bareland,Water,Water,Water,Grassland
1394,Bareland,Bareland,Water,Water,Water,Cropland
1395,Bareland,Bareland,Water,Water,Water,Wetland
1396,Bareland,Bareland,Water,Water,Water,Bareland
1397,Bareland,Bareland,Water,Water,Water,Built-up
1398,Bareland,Bareland,Water,Water,Water,Water
1399,Bareland,Bareland,Water,Water,Water,Forest
1400,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1401,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1402,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1403,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1404,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1405,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1406,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1407,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1408,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1409,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1410,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1411,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
1412,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1413,Bareland,Bareland,Forest,Water,Non_Wetland,Built-up
1414,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1415,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1416,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1417,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1418,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1419,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1420,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1421,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1422,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1423,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1424,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1425,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1426,Bareland,Built-up,Shrubland,Water,Non_Wetland,Forest
1427,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1428,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1429,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1430,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1431,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1432,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1433,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1434,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1435,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1436,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1437,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1438,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1439,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water
1440,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1441,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1442,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1443,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1444,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Water
1445,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1446,Bareland,Built-up,Cropland,Water,Non_Wetland,Water
1447,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1448,Bareland,Built-up,Wetland,Water,Wetland,Water
1449,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1450,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1451,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1452,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1453,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1454,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1455,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1456,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
1457,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1458,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
1459,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1460,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
1461,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1462,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL
1463,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1464,Bareland,Built-up,Bareland,Water,Non_Wetland,Cropland
1465,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1466,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1467,Bareland,Built-up,Bareland,Water,Non_Wetland,Forest
1468,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1469,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1470,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1471,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1472,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1473,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1474,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1475,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1476,Bareland,Built-up,Water,NULL,Water,Grassland
1477,Bareland,Built-up,Water,NULL,Water,Cropland
1478,Bareland,Built-up,Water,NULL,Water,Forest
1479,Bareland,Built-up,Water,Non_Water,Water,Grassland
1480,Bareland,Built-up,Water,Water,Water,Water
1481,Bareland,Built-up,Water,Water,Water,Forest
1482,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1483,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1484,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1485,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1486,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1487,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1488,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1489,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Water
1490,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland
1491,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1492,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1493,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1494,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1495,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1496,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1497,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1498,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1499,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1500,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1501,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1502,Bareland,Water,Shrubland,Water,Non_Wetland,NULL
1503,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1504,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1505,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1506,Bareland,Water,Shrubland,Water,Non_Wetland,Built-up
1507,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1508,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1509,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1510,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1511,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1512,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1513,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1514,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1515,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1516,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1517,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1518,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
1519,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1520,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1521,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1522,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1523,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1524,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1525,Bareland,Water,Wetland,NULL,Wetland,Grassland
1526,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1527,Bareland,Water,Wetland,Water,Wetland,Bareland
1528,Bareland,Water,Wetland,Water,Wetland,Water
1529,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1530,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1531,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1532,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1533,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1534,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1535,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1536,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
1537,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1538,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1539,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1540,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1541,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1542,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1543,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1544,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1545,Bareland,Water,Bareland,Water,Non_Wetland,Water
1546,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1547,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1548,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1549,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1550,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1551,Bareland,Water,Water,NULL,Water,Grassland
1552,Bareland,Water,Water,NULL,Water,Cropland
1553,Bareland,Water,Water,NULL,Water,Water
1554,Bareland,Water,Water,Non_Water,Water,Grassland
1555,Bareland,Water,Water,Water,Water,Grassland
1556,Bareland,Water,Water,Water,Water,Bareland
1557,Bareland,Water,Water,Water,Water,Water
1558,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1559,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1560,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1561,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1562,Bareland,Water,Forest,NULL,Non_Wetland,Water
1563,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1564,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland
1565,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1566,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1567,Bareland,Water,Forest,Water,Non_Wetland,Water
1568,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1569,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1570,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1571,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1572,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1573,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1574,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1575,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1576,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1577,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1578,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1579,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
1580,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1581,Bareland,Forest,Grassland,Water,Non_Wetland,Cropland
1582,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1583,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1584,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1585,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1586,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1587,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1588,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1589,Bareland,Forest,Wetland,NULL,Wetland,Forest
1590,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1591,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1592,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1593,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1594,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1595,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1596,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
1597,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1598,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1599,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1600,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1601,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1602,Bareland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1603,Water,NULL,NULL,NULL,Non_Wetland,NULL
1604,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1605,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1606,Water,NULL,NULL,NULL,Non_Wetland,Forest
1607,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1608,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1609,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1610,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1611,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1612,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1613,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1614,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1615,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1616,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1617,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1618,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1619,Water,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1620,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1621,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1622,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1623,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1624,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1625,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1626,Water,NULL,Shrubland,Water,Non_Wetland,Built-up
1627,Water,NULL,Shrubland,Water,Non_Wetland,Water
1628,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1629,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1630,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1631,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1632,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1633,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1634,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1635,Water,NULL,Grassland,NULL,Non_Wetland,Water
1636,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1637,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1638,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1639,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1640,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1641,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1642,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1643,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1644,Water,NULL,Cropland,NULL,Non_Wetland,Water
1645,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1646,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1647,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1648,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1649,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1650,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1651,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1652,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1653,Water,NULL,Cropland,Water,Non_Wetland,NULL
1654,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1655,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1656,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1657,Water,NULL,Cropland,Water,Non_Wetland,Water
1658,Water,NULL,Cropland,Water,Non_Wetland,Forest
1659,Water,NULL,Wetland,NULL,Wetland,Grassland
1660,Water,NULL,Wetland,NULL,Wetland,Forest
1661,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1662,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1663,Water,NULL,Wetland,Non_Water,Wetland,Forest
1664,Water,NULL,Wetland,Water,Wetland,Grassland
1665,Water,NULL,Wetland,Water,Wetland,Bareland
1666,Water,NULL,Wetland,Water,Wetland,Water
1667,Water,NULL,Wetland,Water,Wetland,Forest
1668,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1669,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1670,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1671,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1672,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1673,Water,NULL,Bareland,NULL,Non_Wetland,Water
1674,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1675,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1676,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1677,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1678,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1679,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1680,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1681,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1682,Water,NULL,Bareland,Water,Non_Wetland,NULL
1683,Water,NULL,Bareland,Water,Non_Wetland,Grassland
