Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Cropland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
351,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
353,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
354,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
355,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
363,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
364,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
365,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
366,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
367,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
370,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
371,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
372,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
374,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
375,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
376,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
378,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
379,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
380,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
381,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Cropland
382,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
383,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
384,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
386,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
387,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
388,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
